Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,22,1195,ORL,Orlando Magic,Matt Harpring,1976-05-31,22.0,NBA,SF,50.0,22.0,1114.0,4.8,10.3,0.46,0.3,0.8,0.4,4.5,9.5,0.47,3.3,4.6,0.71,2.8,4.1,6.9,1.5,1.0,0.2,2.4,3.6,13.2
2000,22,1195,ORL,Orlando Magic,Matt Harpring,1976-05-31,23.0,NBA,SF,4.0,0.0,63.0,2.3,9.7,0.24,1.1,1.1,1.0,1.1,8.6,0.13,3.4,4.0,0.86,2.9,4.0,6.9,4.6,2.9,0.6,0.6,4.0,9.1
2001,6,1195,CLE,Cleveland Cavaliers,Matt Harpring,1976-05-31,24.0,NBA,SG,56.0,55.0,1615.0,5.3,11.7,0.45,0.3,1.2,0.25,5.0,10.5,0.48,3.0,3.7,0.81,2.0,3.4,5.4,2.3,0.9,0.4,2.0,3.6,13.9
2002,23,1195,PHI,Philadelphia 76Ers,Matt Harpring,1976-05-31,25.0,NBA,SF,81.0,81.0,2541.0,5.5,11.9,0.46,0.3,1.0,0.3,5.2,10.9,0.48,2.3,3.1,0.74,2.9,5.2,8.1,1.5,1.0,0.1,1.8,2.8,13.6
2003,29,1195,UTA,Utah Jazz,Matt Harpring,1976-05-31,26.0,NBA,SF,78.0,69.0,2557.0,7.3,14.4,0.51,0.9,2.3,0.41,6.4,12.1,0.53,3.7,4.7,0.79,2.7,4.6,7.2,1.9,1.0,0.2,2.3,3.1,19.3
2004,29,1195,UTA,Utah Jazz,Matt Harpring,1976-05-31,27.0,NBA,SF,31.0,31.0,1134.0,6.1,13.0,0.47,0.3,1.0,0.24,5.9,12.0,0.49,3.4,5.0,0.69,2.9,5.0,7.8,2.0,0.7,0.1,2.1,3.2,15.9
2005,29,1195,UTA,Utah Jazz,Matt Harpring,1976-05-31,28.0,NBA,SF,78.0,55.0,2584.0,5.8,11.9,0.49,0.1,0.6,0.21,5.7,11.3,0.5,3.4,4.4,0.78,2.7,4.0,6.7,2.0,1.0,0.2,1.9,3.5,15.2
2006,29,1195,UTA,Utah Jazz,Matt Harpring,1976-05-31,29.0,NBA,SF,71.0,32.0,1944.0,6.0,12.6,0.48,0.3,0.7,0.36,5.7,11.8,0.48,4.2,5.8,0.72,2.9,3.9,6.8,1.8,1.1,0.3,2.0,3.7,16.4
2007,29,1195,UTA,Utah Jazz,Matt Harpring,1976-05-31,30.0,NBA,SF,77.0,2.0,1965.0,5.9,12.0,0.49,0.2,0.7,0.33,5.7,11.3,0.5,4.3,5.7,0.77,2.1,4.3,6.5,1.8,1.0,0.2,2.2,4.3,16.4
2008,29,1195,UTA,Utah Jazz,Matt Harpring,1976-05-31,31.0,NBA,SF,76.0,0.0,1374.0,6.2,12.4,0.5,0.1,0.3,0.2,6.2,12.2,0.51,3.8,5.4,0.71,2.5,3.8,6.3,2.1,1.2,0.4,2.5,4.2,16.3
2009,29,1195,UTA,Utah Jazz,Matt Harpring,1976-05-31,32.0,NBA,SG,63.0,2.0,693.0,5.8,12.5,0.46,0.0,0.1,0.0,5.8,12.4,0.46,2.9,3.7,0.76,2.4,3.9,6.4,1.5,1.5,0.5,1.5,5.3,14.4
