Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2010,8,1708,DEN,Denver Nuggets,Ty Lawson,"November 3, 1987",22.0,NBA,PG,65.0,8.0,1318.0,201.0,390.0,0.52,34.0,83.0,0.41,167.0,307.0,0.54,0.56,106.0,140.0,0.76,42.0,82.0,124.0,203.0,48.0,2.0,82.0,89.0,542.0,,0.0
2011,8,1708,DEN,Denver Nuggets,Ty Lawson,"November 3, 1987",23.0,NBA,PG,80.0,31.0,2103.0,346.0,688.0,0.5,69.0,171.0,0.4,277.0,517.0,0.54,0.55,172.0,225.0,0.76,67.0,142.0,209.0,377.0,80.0,4.0,137.0,133.0,933.0,,0.0
2012,8,1708,DEN,Denver Nuggets,Ty Lawson,"November 3, 1987",24.0,NBA,PG,61.0,61.0,2124.0,374.0,767.0,0.49,73.0,200.0,0.36,301.0,567.0,0.53,0.54,178.0,216.0,0.82,54.0,173.0,227.0,401.0,82.0,6.0,149.0,94.0,999.0,,0.0
2013,8,1708,DEN,Denver Nuggets,Ty Lawson,"November 3, 1987",25.0,NBA,PG,73.0,71.0,2513.0,448.0,971.0,0.46,85.0,232.0,0.37,363.0,739.0,0.49,0.5,235.0,311.0,0.76,36.0,162.0,198.0,501.0,107.0,8.0,182.0,135.0,1216.0,,0.0
2014,8,1708,DEN,Denver Nuggets,Ty Lawson,"November 3, 1987",26.0,NBA,PG,62.0,61.0,2222.0,347.0,806.0,0.43,72.0,202.0,0.36,275.0,604.0,0.46,0.48,324.0,406.0,0.8,40.0,175.0,215.0,543.0,100.0,10.0,200.0,113.0,1090.0,,0.0
2015,8,1708,DEN,Denver Nuggets,Ty Lawson,"November 3, 1987",27.0,NBA,PG,75.0,75.0,2665.0,404.0,926.0,0.44,70.0,205.0,0.34,334.0,721.0,0.46,0.47,265.0,363.0,0.73,42.0,192.0,234.0,720.0,92.0,9.0,185.0,128.0,1143.0,,0.0
2016,31,1708,TOT,Total After Trade,Ty Lawson,"November 3, 1987",28.0,NBA,PG,66.0,13.0,1411.0,139.0,354.0,0.39,36.0,108.0,0.33,103.0,246.0,0.42,0.44,59.0,86.0,0.69,26.0,94.0,120.0,237.0,53.0,7.0,95.0,87.0,373.0,,0.0
2016,11,1708,HOU,Houston Rockets,Ty Lawson,"November 3, 1987",28.0,NBA,PG,53.0,12.0,1176.0,111.0,287.0,0.39,31.0,94.0,0.33,80.0,193.0,0.42,0.44,56.0,80.0,0.7,20.0,69.0,89.0,180.0,43.0,6.0,82.0,71.0,309.0,,0.0
2016,12,1708,IND,Indiana Pacers,Ty Lawson,"November 3, 1987",28.0,NBA,PG,13.0,1.0,235.0,28.0,67.0,0.42,5.0,14.0,0.36,23.0,53.0,0.43,0.46,3.0,6.0,0.5,6.0,25.0,31.0,57.0,10.0,1.0,13.0,16.0,64.0,,0.0
2017,26,1708,SAC,Sacramento Kings,Ty Lawson,"November 3, 1987",29.0,NBA,PG,69.0,24.0,1732.0,237.0,522.0,0.45,34.0,118.0,0.29,203.0,404.0,0.5,0.49,173.0,217.0,0.8,44.0,135.0,179.0,334.0,74.0,6.0,129.0,119.0,681.0,,1.0
