Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2011,17,2554,MIL,Milwaukee Bucks,Larry Sanders,"November 21, 1988",22.0,NBA,C,60.0,12.0,872.0,116.0,268.0,0.43,0.0,0.0,,116.0,268.0,0.43,0.43,28.0,50.0,0.56,59.0,119.0,178.0,16.0,22.0,72.0,38.0,117.0,260.0,,0.0
2012,17,2554,MIL,Milwaukee Bucks,Larry Sanders,"November 21, 1988",23.0,NBA,PF,52.0,0.0,643.0,84.0,184.0,0.46,0.0,2.0,0.0,84.0,182.0,0.46,0.46,18.0,38.0,0.47,62.0,98.0,160.0,33.0,32.0,76.0,43.0,133.0,186.0,,0.0
2013,17,2554,MIL,Milwaukee Bucks,Larry Sanders,"November 21, 1988",24.0,NBA,C,71.0,55.0,1937.0,306.0,605.0,0.51,0.0,2.0,0.0,306.0,603.0,0.51,0.51,84.0,136.0,0.62,224.0,448.0,672.0,83.0,53.0,201.0,87.0,233.0,696.0,,1.0
2014,17,2554,MIL,Milwaukee Bucks,Larry Sanders,"November 21, 1988",25.0,NBA,C,23.0,20.0,584.0,76.0,162.0,0.47,0.0,1.0,0.0,76.0,161.0,0.47,0.47,26.0,55.0,0.47,60.0,105.0,165.0,19.0,18.0,40.0,26.0,74.0,178.0,,0.0
2015,17,2554,MIL,Milwaukee Bucks,Larry Sanders,"November 21, 1988",26.0,NBA,C,27.0,26.0,586.0,86.0,172.0,0.5,0.0,0.0,,86.0,172.0,0.5,0.5,24.0,48.0,0.5,67.0,99.0,166.0,23.0,26.0,39.0,28.0,104.0,196.0,,0.0
2017,6,2554,CLE,Cleveland Cavaliers,Larry Sanders,"November 21, 1988",28.0,NBA,C,5.0,0.0,13.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,2.0,2.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,5.0,4.0,,0.0
