Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,23.0,DEN,NBA,C,8.0,,163.0,21.0,43.0,0.488,0.0,0.0,,21.0,43.0,0.488,0.488,15.0,15.0,1.0,11.0,29.0,40.0,14.0,2.0,5.0,17.0,25.0,57.0
1984,24.0,DEN,NBA,C,5.0,,81.0,11.0,18.0,0.611,0.0,0.0,,11.0,18.0,0.611,0.611,6.0,8.0,0.75,3.0,21.0,24.0,4.0,4.0,3.0,7.0,20.0,28.0
1985,25.0,DEN,NBA,C,9.0,0.0,118.0,11.0,26.0,0.423,0.0,0.0,,11.0,26.0,0.423,0.423,14.0,20.0,0.7,8.0,22.0,30.0,12.0,3.0,4.0,5.0,22.0,36.0
1986,26.0,DEN,NBA,C,10.0,6.0,295.0,46.0,86.0,0.535,0.0,0.0,,46.0,86.0,0.535,0.535,24.0,30.0,0.8,34.0,48.0,82.0,9.0,4.0,17.0,21.0,37.0,116.0
1987,27.0,DEN,NBA,C,3.0,0.0,75.0,12.0,17.0,0.706,0.0,0.0,,12.0,17.0,0.706,0.706,6.0,9.0,0.667,6.0,11.0,17.0,2.0,1.0,2.0,3.0,10.0,30.0
1988,28.0,DEN,NBA,PF,11.0,11.0,314.0,55.0,88.0,0.625,0.0,0.0,,55.0,88.0,0.625,0.625,70.0,83.0,0.843,30.0,49.0,79.0,18.0,3.0,10.0,24.0,46.0,180.0
1989,29.0,DEN,NBA,C,2.0,0.0,36.0,1.0,7.0,0.143,0.0,0.0,,1.0,7.0,0.143,0.143,6.0,8.0,0.75,2.0,9.0,11.0,1.0,1.0,1.0,1.0,4.0,8.0
1991,31.0,MIL,NBA,C,3.0,3.0,71.0,9.0,23.0,0.391,0.0,1.0,0.0,9.0,22.0,0.409,0.391,10.0,11.0,0.909,4.0,8.0,12.0,3.0,3.0,1.0,6.0,8.0,28.0
1995,35.0,PHO,NBA,C,10.0,0.0,146.0,11.0,29.0,0.379,0.0,1.0,0.0,11.0,28.0,0.393,0.379,7.0,8.0,0.875,4.0,16.0,20.0,8.0,3.0,3.0,8.0,38.0,29.0
1996,36.0,MIA,NBA,C,2.0,0.0,17.0,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,1.0,2.0,0.5,2.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,7.0
1997,37.0,ORL,NBA,PF,5.0,2.0,92.0,9.0,23.0,0.391,0.0,0.0,,9.0,23.0,0.391,0.391,4.0,4.0,1.0,4.0,8.0,12.0,5.0,2.0,1.0,4.0,16.0,22.0
1999,39.0,ORL,NBA,C,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
