Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,17,2354,MIL,Milwaukee Bucks,Paul Pressey,27,80,2704,18.6,0.56,0.05,0.46,5.3,11.1,8.2,30.4,2.9,1.5,19.1,18.6,5.1,4.7,9.8,0.17,3.3,2.4,5.7,5.3
1986,17,644,MIL,Milwaukee Bucks,Terry Cummings,24,82,2669,18.2,0.5,0.0,0.28,9.4,19.5,14.5,11.1,2.1,1.1,10.6,27.2,2.5,4.9,7.4,0.13,0.9,0.0,0.9,2.0
1986,17,2024,MIL,Milwaukee Bucks,Sidney Moncrief,28,73,2567,20.0,0.6,0.11,0.6,5.0,9.4,7.3,19.2,1.9,0.4,12.5,21.8,8.3,3.4,11.7,0.22,4.2,0.7,4.9,4.5
1986,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,26,81,2147,16.6,0.6,0.03,0.39,4.9,7.0,6.0,11.6,1.8,0.2,10.3,19.5,5.7,2.6,8.3,0.19,1.4,0.5,1.9,2.1
1986,17,1755,MIL,Milwaukee Bucks,Alton Lister,27,81,1812,16.4,0.57,0.0,0.46,12.4,23.9,18.2,7.6,1.3,4.6,18.8,18.9,1.6,3.8,5.5,0.14,-0.7,1.7,1.1,1.4
1986,17,341,MIL,Milwaukee Bucks,Randy Breuer,25,82,1792,14.1,0.52,0.0,0.35,10.0,18.4,14.3,8.4,1.3,3.8,15.7,17.5,1.2,3.3,4.5,0.12,-0.8,1.3,0.6,1.2
1986,17,1304,MIL,Milwaukee Bucks,Craig Hodges,25,66,1739,13.9,0.59,0.28,0.15,2.5,5.0,3.8,17.7,2.0,0.1,12.8,16.0,3.3,2.0,5.3,0.15,1.4,0.5,1.9,1.7
1986,17,914,MIL,Milwaukee Bucks,Kenny Fields,23,78,1120,13.3,0.55,0.01,0.33,5.9,14.2,10.1,9.7,2.1,0.8,14.4,19.1,1.0,1.8,2.8,0.12,-1.2,1.0,-0.2,0.5
1986,17,682,MIL,Milwaukee Bucks,Charles Davis,27,57,873,13.9,0.51,0.06,0.19,7.7,13.9,10.9,9.1,1.4,0.5,10.4,22.1,0.8,1.2,2.1,0.11,-0.9,-0.8,-1.7,0.1
1986,17,1682,MIL,Milwaukee Bucks,Jeff Lamp,26,44,701,12.2,0.51,0.05,0.26,5.5,13.7,9.6,12.1,1.3,0.3,10.0,17.2,0.8,1.0,1.8,0.12,-0.7,0.3,-0.4,0.3
1986,17,1045,MIL,Milwaukee Bucks,Mike Glenn,30,38,573,12.0,0.56,0.0,0.26,0.8,10.2,5.5,9.1,0.7,0.3,7.8,16.1,0.9,0.6,1.5,0.13,-0.6,-0.4,-1.1,0.1
1986,17,2022,MIL,Milwaukee Bucks,Paul Mokeski,29,45,521,7.9,0.46,0.0,0.24,7.8,21.8,14.9,7.2,0.5,0.7,14.0,13.8,0.1,0.8,0.9,0.08,-3.3,0.1,-3.2,-0.2
1986,17,2432,MIL,Milwaukee Bucks,Jerry Reynolds,23,55,508,15.2,0.49,0.01,0.64,8.2,9.3,8.8,22.1,4.0,2.2,20.0,20.5,0.0,1.0,1.0,0.1,0.5,3.1,3.6,0.7
1986,17,1541,MIL,Milwaukee Bucks,Earl Jones,25,12,43,2.0,0.47,0.0,0.33,10.5,15.4,13.0,11.7,0.0,1.4,33.7,19.4,-0.1,0.1,0.0,-0.06,-10.7,-0.7,-11.5,-0.1
1986,17,3026,MIL,Milwaukee Bucks,Bryan Warrick,26,5,27,8.4,0.48,0.2,0.1,0.0,12.3,6.2,29.2,3.5,0.0,32.4,23.0,-0.1,0.0,0.0,-0.04,-3.3,1.6,-1.7,0.0
1986,17,2516,MIL,Milwaukee Bucks,Derrick Rowland,26,2,9,7.0,0.39,0.0,0.67,0.0,12.3,6.2,13.9,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.05,-5.6,-3.3,-8.9,0.0
