SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1981,11,HOU,Moses Malone,25,80,3245,25.1,0.58,0.0,0.52,16.1,24.5,20.3,6.6,1.2,2.6,14.0,27.6,9.5,4.2,13.7,0.2,4.5,-1.2,3.3,4.3
1981,11,HOU,Robert Reid,25,82,2963,16.4,0.52,0.0,0.27,6.1,15.9,11.0,16.1,2.6,1.2,13.7,19.8,3.6,3.6,7.2,0.12,0.8,1.3,2.1,3.0
1981,11,HOU,Calvin Murphy,32,76,2014,18.1,0.54,0.02,0.2,1.8,3.0,2.4,17.2,2.6,0.2,9.9,26.1,4.0,1.3,5.4,0.13,0.9,-0.1,0.8,1.4
1981,11,HOU,Allen Leavell,23,79,1686,13.9,0.52,0.03,0.27,2.0,6.9,4.4,30.4,2.7,0.5,23.5,19.3,0.5,1.4,1.9,0.06,-0.5,-0.2,-0.7,0.6
1981,11,HOU,Billy Paultz,32,81,1659,12.9,0.51,0.01,0.3,7.4,19.0,13.1,8.5,0.8,2.4,13.2,16.5,1.0,1.6,2.7,0.08,-1.0,0.1,-0.9,0.5
1981,11,HOU,Calvin Garrett,24,70,1638,8.8,0.48,0.01,0.15,5.7,12.3,9.0,10.2,1.5,0.3,16.9,13.2,0.2,1.2,1.4,0.04,-2.2,-0.2,-2.3,-0.1
1981,11,HOU,Mike Dunleavy,26,74,1609,15.0,0.54,0.02,0.29,1.9,6.3,4.1,23.5,1.9,0.1,16.1,21.5,2.1,0.9,3.0,0.09,-0.1,-0.8,-0.9,0.5
1981,11,HOU,Tom Henderson,29,66,1411,10.9,0.47,0.01,0.29,2.4,5.9,4.1,27.0,1.8,0.2,19.9,13.4,0.8,0.8,1.5,0.05,-1.3,-0.6,-1.8,0.1
1981,11,HOU,Rudy Tomjanovich,32,52,1264,13.5,0.5,0.09,0.15,6.8,11.6,9.2,9.2,0.7,0.3,8.8,21.1,1.5,0.6,2.1,0.08,-0.1,-1.9,-2.0,0.0
1981,11,HOU,Bill Willoughby,23,55,1145,10.8,0.55,0.0,0.22,7.1,15.0,11.0,7.2,0.8,1.5,19.0,13.8,0.6,0.8,1.5,0.06,-1.3,-0.3,-1.6,0.1
1981,11,HOU,Major Jones,27,68,1003,10.3,0.5,0.0,0.4,10.6,15.5,13.0,5.2,0.9,1.3,16.1,14.3,0.5,0.8,1.2,0.06,-1.9,-1.0,-2.9,-0.2
1981,11,HOU,John Stroud,23,9,88,6.4,0.35,0.0,0.12,8.8,7.7,8.2,13.2,0.5,0.0,10.1,18.3,-0.1,0.0,-0.1,-0.04,-3.4,-1.2,-4.6,-0.1
1981,11,HOU,Lee Johnson,23,10,80,1.5,0.34,0.0,0.22,8.3,19.7,13.9,1.5,0.0,3.5,21.7,16.3,-0.2,0.1,-0.2,-0.09,-5.9,-0.6,-6.5,-0.2
