Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1981,12,IND,Indiana Pacers,Johnny Davis,25,76,2536,15.2,0.52,0.04,0.33,2.3,5.0,3.7,26.4,1.8,0.3,13.7,19.2,4.1,1.6,5.7,0.11,0.7,-1.0,-0.3,1.1
1981,12,IND,Indiana Pacers,Billy Knight,28,82,2385,19.9,0.6,0.02,0.4,8.5,10.3,9.4,10.0,1.7,0.3,12.8,23.2,6.5,1.9,8.4,0.17,3.4,-1.2,2.2,2.5
1981,12,IND,Indiana Pacers,Mike Bantom,29,76,2375,14.5,0.53,0.01,0.32,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,1.8,2.5,4.4,0.09,-0.2,0.1,-0.1,1.2
1981,12,IND,Indiana Pacers,James Edwards,25,81,2375,18.2,0.55,0.0,0.35,8.5,18.0,13.1,13.3,0.6,3.1,12.4,22.3,4.4,2.6,7.0,0.14,1.2,0.1,1.3,2.0
1981,12,IND,Indiana Pacers,Dudley Bradley,23,82,1867,13.7,0.52,0.03,0.32,4.0,7.4,5.6,13.6,4.7,1.1,16.1,16.3,1.0,2.9,3.9,0.1,-1.8,3.4,1.6,1.7
1981,12,IND,Indiana Pacers,George McGinnis,30,69,1845,14.9,0.48,0.01,0.5,9.4,22.2,15.6,16.4,2.6,0.9,19.1,25.1,-1.1,2.9,1.7,0.04,-1.6,0.2,-1.4,0.3
1981,12,IND,Indiana Pacers,Louis Orr,22,82,1787,16.1,0.54,0.01,0.28,10.2,11.9,11.0,10.7,1.5,0.8,13.4,20.6,2.8,1.5,4.3,0.12,1.2,-1.2,0.0,0.9
1981,12,IND,Indiana Pacers,Clemon Johnson,24,81,1643,15.6,0.53,0.0,0.41,11.1,20.2,15.5,11.8,1.3,4.1,18.1,16.3,1.4,2.3,3.7,0.11,-0.2,1.2,1.0,1.3
1981,12,IND,Indiana Pacers,Don Buse,30,58,1095,11.7,0.47,0.2,0.23,1.8,6.7,4.2,16.4,3.2,0.4,10.7,12.9,0.9,1.2,2.0,0.09,-1.2,1.7,0.5,0.7
1981,12,IND,Indiana Pacers,George Johnson,24,43,930,17.4,0.51,0.01,0.31,11.3,21.6,16.3,13.4,2.4,1.4,16.0,22.9,0.7,1.4,2.2,0.11,0.1,0.3,0.4,0.6
1981,12,IND,Indiana Pacers,Jerry Sichting,24,47,450,8.4,0.43,0.05,0.34,2.6,8.0,5.2,19.2,2.4,0.1,20.4,12.2,-0.1,0.4,0.3,0.03,-3.3,0.5,-2.7,-0.1
1981,12,IND,Indiana Pacers,Tom Abernethy,26,29,259,8.7,0.46,0.02,0.34,7.8,9.1,8.4,8.8,1.1,0.7,8.5,10.9,0.2,0.2,0.4,0.07,-1.9,-0.4,-2.4,0.0
1981,12,IND,Indiana Pacers,Kenny Natt,22,19,149,5.2,0.36,0.1,0.14,6.4,4.5,5.5,9.4,1.6,0.4,10.9,24.7,-0.3,0.1,-0.2,-0.08,-5.1,-1.8,-6.9,-0.3
1981,12,IND,Indiana Pacers,Dick Miller,22,5,34,4.4,0.33,0.17,0.0,3.1,9.9,6.4,14.2,4.2,0.0,40.0,11.8,-0.1,0.0,-0.1,-0.07,-4.3,0.3,-4.0,0.0
