Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,2,3136,BOS,Boston Celtics,Eric Williams,"July 17, 1972",23.0,NBA,SF,64.0,6.0,23.0,3.8,8.5,0.44,0.0,0.2,0.3,3.7,8.4,0.44,0.44,3.1,4.7,0.67,1.4,2.0,3.4,1.1,0.9,0.2,1.4,2.3,10.7
1997,2,3136,BOS,Boston Celtics,Eric Williams,"July 17, 1972",24.0,NBA,SG,72.0,67.0,33.8,5.2,11.4,0.46,0.0,0.1,0.25,5.2,11.3,0.46,0.46,4.6,6.1,0.75,1.8,2.8,4.6,1.8,1.0,0.2,1.9,3.0,15.0
1998,8,3136,DEN,Denver Nuggets,Eric Williams,"July 17, 1972",25.0,NBA,SF,4.0,4.0,36.3,6.0,15.3,0.39,0.0,0.0,,6.0,15.3,0.39,0.39,7.8,11.3,0.69,2.5,2.8,5.3,3.0,1.0,0.0,2.3,2.3,19.8
1999,8,3136,DEN,Denver Nuggets,Eric Williams,"July 17, 1972",26.0,NBA,SF,38.0,8.0,20.5,2.1,5.8,0.36,0.2,0.7,0.23,1.9,5.1,0.38,0.38,2.9,3.7,0.8,0.9,1.2,2.1,1.0,0.7,0.2,1.3,2.0,7.3
2000,2,3136,BOS,Boston Celtics,Eric Williams,"July 17, 1972",27.0,NBA,SF,68.0,17.0,20.3,2.4,5.7,0.43,0.4,1.1,0.35,2.1,4.6,0.45,0.46,2.0,2.5,0.79,0.8,1.5,2.3,1.4,0.6,0.2,1.0,2.4,7.2
2001,2,3136,BOS,Boston Celtics,Eric Williams,"July 17, 1972",28.0,NBA,SF,81.0,11.0,21.5,2.0,5.5,0.36,0.6,1.7,0.33,1.4,3.8,0.38,0.41,2.0,2.9,0.71,0.8,1.8,2.6,1.4,0.8,0.2,0.9,2.2,6.6
2002,2,3136,BOS,Boston Celtics,Eric Williams,"July 17, 1972",29.0,NBA,SF,74.0,30.0,23.6,1.9,5.2,0.37,0.3,1.2,0.28,1.6,4.0,0.4,0.4,2.2,3.0,0.73,0.8,2.2,3.0,1.5,1.0,0.1,1.3,2.4,6.4
2003,2,3136,BOS,Boston Celtics,Eric Williams,"July 17, 1972",30.0,NBA,SF,82.0,79.0,28.7,3.1,7.0,0.44,0.5,1.3,0.34,2.6,5.7,0.47,0.47,2.5,3.3,0.75,1.7,2.9,4.7,1.7,1.0,0.2,1.2,2.9,9.1
2004,31,3136,TOT,Total After Trade,Eric Williams,"July 17, 1972",31.0,NBA,SF,71.0,36.0,26.6,3.3,8.4,0.39,0.5,1.8,0.28,2.8,6.6,0.42,0.42,3.0,4.0,0.76,0.9,3.1,4.0,1.7,1.0,0.1,1.2,2.5,10.0
2004,2,3136,BOS,Boston Celtics,Eric Williams,"July 17, 1972",31.0,NBA,SF,21.0,0.0,24.4,3.7,8.4,0.44,0.5,1.5,0.34,3.1,6.9,0.46,0.47,3.7,5.2,0.72,1.0,3.5,4.5,1.2,1.0,0.0,1.5,2.5,11.6
2004,6,3136,CLE,Cleveland Cavaliers,Eric Williams,"July 17, 1972",31.0,NBA,SF,50.0,36.0,27.5,3.1,8.4,0.37,0.5,1.9,0.25,2.6,6.5,0.4,0.39,2.7,3.5,0.79,0.9,2.9,3.8,1.9,1.0,0.2,1.1,2.6,9.4
2005,31,3136,TOT,Total After Trade,Eric Williams,"July 17, 1972",32.0,NBA,SG,55.0,39.0,24.0,2.6,6.0,0.43,0.5,1.3,0.38,2.1,4.7,0.44,0.47,2.0,2.9,0.7,0.8,2.3,3.1,1.7,0.7,0.1,1.1,2.7,7.7
2005,3,3136,NJN,New Jersey Nets,Eric Williams,"July 17, 1972",32.0,NBA,SG,21.0,21.0,35.2,4.1,8.8,0.47,0.8,1.9,0.42,3.3,6.9,0.48,0.52,3.5,5.1,0.68,1.3,3.2,4.5,2.0,0.8,0.1,1.6,3.8,12.6
2005,28,3136,TOR,Toronto Raptors,Eric Williams,"July 17, 1972",32.0,NBA,SG,34.0,18.0,17.1,1.6,4.3,0.38,0.3,1.0,0.33,1.3,3.3,0.39,0.42,1.1,1.6,0.72,0.5,1.8,2.3,1.5,0.6,0.1,0.8,2.0,4.7
2006,28,3136,TOR,Toronto Raptors,Eric Williams,"July 17, 1972",33.0,NBA,SF,28.0,11.0,12.6,1.0,2.7,0.39,0.2,0.6,0.28,0.9,2.0,0.42,0.42,1.0,1.4,0.74,0.4,1.4,1.8,0.5,0.3,0.1,0.5,2.0,3.3
2007,31,3136,TOT,Total After Trade,Eric Williams,"July 17, 1972",34.0,NBA,SF,21.0,0.0,5.8,0.9,2.2,0.4,0.4,0.9,0.42,0.5,1.3,0.39,0.49,0.4,0.7,0.57,0.1,0.7,0.8,0.3,0.1,0.0,0.3,0.6,2.6
2007,27,3136,SAS,San Antonio Spurs,Eric Williams,"July 17, 1972",34.0,NBA,SF,16.0,0.0,5.5,0.9,2.1,0.44,0.5,1.1,0.47,0.4,1.1,0.41,0.56,0.3,0.4,0.57,0.1,0.8,0.9,0.4,0.1,0.0,0.3,0.4,2.6
2007,4,3136,CHA,Charlotte Bobcats,Eric Williams,"July 17, 1972",34.0,NBA,SF,5.0,0.0,6.6,0.8,2.6,0.31,0.0,0.4,0.0,0.8,2.2,0.36,0.31,0.8,1.4,0.57,0.4,0.2,0.6,0.2,0.2,0.0,0.4,1.2,2.4
