Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2012,20.0,CLE,NBA,PF,60.0,25.0,1424.0,7.2,16.3,0.439,0.0,0.1,0.0,7.2,16.2,0.441,3.9,7.1,0.552,6.9,7.5,14.4,1.0,1.0,2.3,3.0,4.9,18.2,,98.0,108.0
2013,21.0,CLE,NBA,PF,82.0,82.0,2564.0,7.9,16.2,0.488,0.0,0.1,0.0,7.9,16.1,0.49,3.6,5.9,0.608,6.2,9.5,15.7,2.2,1.2,1.4,2.5,4.7,19.4,,108.0,108.0
2014,22.0,CLE,NBA,PF,82.0,82.0,2594.0,7.2,15.1,0.477,0.0,0.0,0.0,7.2,15.1,0.478,4.7,6.7,0.693,5.3,9.6,15.0,1.4,0.8,0.7,2.1,3.7,19.1,,110.0,108.0
2015,23.0,CLE,NBA,PF,82.0,15.0,2194.0,6.3,11.6,0.547,0.0,0.0,,6.3,11.6,0.547,3.8,5.9,0.641,6.5,9.1,15.6,0.9,0.8,1.4,2.0,4.5,16.4,,121.0,106.0
2016,24.0,CLE,NBA,PF,82.0,34.0,2269.0,5.6,9.5,0.588,0.0,0.0,,5.6,9.5,0.588,3.4,5.5,0.616,6.1,10.7,16.7,1.4,0.9,1.2,1.4,4.6,14.6,,130.0,104.0
2017,25.0,CLE,NBA,C,78.0,78.0,2336.0,5.6,9.3,0.6,0.0,0.1,0.0,5.6,9.3,0.604,2.3,4.6,0.498,6.1,9.2,15.3,1.6,0.8,1.8,1.4,3.8,13.5,,128.0,109.0
2018,26.0,CLE,NBA,C,53.0,22.0,1072.0,6.0,10.7,0.562,0.0,0.0,,6.0,10.7,0.562,2.0,3.6,0.544,5.8,10.3,16.1,1.5,0.7,0.8,1.6,4.7,14.0,,120.0,112.0
2019,27.0,CLE,NBA,C,43.0,40.0,1198.0,8.3,15.8,0.529,0.0,0.0,,8.3,15.8,0.529,2.8,4.4,0.642,7.2,11.0,18.2,3.6,1.2,0.7,2.4,3.7,19.5,,117.0,116.0
2020,28.0,CLE,NBA,PF,57.0,51.0,1721.0,8.1,15.9,0.512,0.3,0.7,0.391,7.9,15.2,0.518,2.8,4.6,0.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,3.5,19.3,,112.0,114.0
2021,29.0,BOS,NBA,PF,8.0,8.0,185.0,7.0,13.2,0.529,0.0,0.0,,7.0,13.2,0.529,3.4,5.2,0.65,6.5,11.1,17.6,1.6,0.5,1.6,2.6,5.7,17.4,,115.0,111.0
