PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Larry Bird,25,12,,490,6.5,15.1,0.42700000000000005,0.1,0.4,0.16699999999999998,6.4,14.7,0.435,2.7,3.3,0.8220000000000001,2.4,8.6,11.0,4.9,1.7,1.2,2.8,3.2,15.7
Robert Parish,28,12,,426,8.6,17.7,0.488,0.0,0.0,,8.6,17.7,0.488,4.3,6.3,0.68,3.6,7.8,11.4,1.5,0.4,4.1,3.3,4.0,21.5
Cedric Maxwell,26,12,,385,5.8,11.2,0.517,0.0,0.0,,5.8,11.2,0.517,4.7,6.5,0.7140000000000001,3.5,4.7,8.1,2.4,1.7,1.0,2.2,3.7,16.3
Kevin McHale,24,12,,344,8.1,14.0,0.575,0.0,0.0,,8.1,14.0,0.575,4.2,5.5,0.755,4.3,4.6,8.9,1.2,0.5,2.8,1.7,4.6,20.3
Gerald Henderson,26,12,,310,4.4,10.8,0.409,0.0,0.2,0.0,4.4,10.6,0.418,2.8,4.1,0.6859999999999999,1.4,1.5,2.9,5.6,1.6,0.2,2.9,3.5,11.6
M.L. Carr,31,12,,305,4.4,12.4,0.35200000000000004,0.0,0.5,0.0,4.4,11.9,0.366,1.8,2.7,0.652,2.5,2.6,5.1,3.3,1.3,0.0,2.5,3.5,10.5
Tiny Archibald,33,8,,277,3.9,9.1,0.429,0.0,0.5,0.0,3.9,8.6,0.455,3.2,3.6,0.893,0.1,2.1,2.2,6.8,0.6,0.3,3.0,2.7,11.0
Chris Ford,33,12,,138,5.2,11.0,0.47600000000000003,0.5,1.8,0.28600000000000003,4.7,9.1,0.514,1.3,1.8,0.7140000000000001,1.6,2.3,3.9,3.9,0.8,0.3,0.8,3.9,12.3
Danny Ainge,22,10,,129,5.3,12.6,0.42200000000000004,0.6,1.1,0.5,4.7,11.4,0.415,2.8,3.6,0.769,1.7,2.0,3.6,3.1,0.6,0.3,3.1,5.9,14.0
Rick Robey,26,12,,122,6.2,11.8,0.525,0.0,0.0,,6.2,11.8,0.525,3.8,5.0,0.765,3.8,4.7,8.6,1.2,0.6,0.9,3.2,8.0,16.2
Charles Bradley,22,7,,18,4.0,16.0,0.25,0.0,0.0,,4.0,16.0,0.25,0.0,4.0,0.0,2.0,8.0,10.0,2.0,2.0,0.0,8.0,12.0,8.0
Eric Fernsten,28,5,,11,3.3,6.5,0.5,0.0,0.0,,3.3,6.5,0.5,3.3,6.5,0.5,6.5,0.0,6.5,0.0,0.0,3.3,0.0,0.0,9.8
