PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Sidney Moncrief,24,6,,252,4.4,10.6,0.419,0.0,0.1,0.0,4.4,10.4,0.425,4.3,5.4,0.789,2.1,2.1,4.3,3.4,1.3,0.3,1.7,3.1,13.1
Marques Johnson,25,6,,235,6.7,15.3,0.44,0.2,0.6,0.25,6.6,14.7,0.44799999999999995,3.7,6.4,0.5710000000000001,3.5,3.2,6.7,3.1,0.9,0.3,1.8,3.8,17.3
Brian Winters,29,6,,232,5.9,11.9,0.494,0.8,1.6,0.5,5.1,10.4,0.493,3.1,3.7,0.833,0.6,1.7,2.3,4.3,1.2,0.2,3.4,3.6,15.7
Bob Lanier,33,6,,212,7.0,13.6,0.513,0.0,0.2,0.0,7.0,13.4,0.519,2.4,4.2,0.56,3.1,4.6,7.6,3.7,1.4,0.8,2.4,3.6,16.3
Mickey Johnson,29,6,,206,7.5,13.1,0.573,0.0,0.2,0.0,7.5,12.9,0.581,5.8,6.8,0.846,2.6,3.0,5.6,3.1,1.4,0.7,2.3,4.7,20.8
Alton Lister,23,6,,112,4.5,7.7,0.583,0.0,0.0,,4.5,7.7,0.583,1.6,2.3,0.7140000000000001,1.9,6.8,8.7,1.6,0.6,4.8,2.9,7.4,10.6
Robert Smith,26,6,,68,5.3,13.8,0.385,1.1,3.7,0.28600000000000003,4.2,10.1,0.42100000000000004,3.7,4.2,0.875,0.5,3.2,3.7,6.4,0.5,0.0,0.5,4.2,15.4
Scott May,27,4,,50,2.9,14.4,0.2,0.0,0.0,,2.9,14.4,0.2,6.5,10.1,0.643,5.0,2.9,7.9,7.2,1.4,0.0,4.3,4.3,12.2
Pat Cummings,25,6,,44,3.3,9.0,0.364,0.0,0.0,,3.3,9.0,0.364,0.8,1.6,0.5,2.5,6.5,9.0,1.6,0.0,1.6,3.3,5.7,7.4
Harvey Catchings,30,6,,26,2.8,4.2,0.667,0.0,0.0,,2.8,4.2,0.667,0.0,0.0,,4.2,5.5,9.7,0.0,0.0,4.2,4.2,12.5,5.5
Brad Holland,25,1,,3,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0
