PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Moses Malone,26,3,,136,7.7,17.7,0.433,0.0,0.0,,7.7,17.7,0.433,3.7,4.0,0.9329999999999999,7.4,6.1,13.5,2.6,0.5,0.5,1.6,2.1,19.1
Elvin Hayes,36,3,,124,4.9,14.5,0.34,0.0,0.0,,4.9,14.5,0.34,2.3,4.4,0.5329999999999999,2.0,6.7,8.7,0.9,0.6,2.9,1.7,3.5,12.2
Robert Reid,26,3,,115,4.7,9.7,0.484,0.0,0.0,,4.7,9.7,0.484,1.3,1.6,0.8,2.8,5.3,8.1,2.8,1.6,0.6,0.0,3.1,10.6
Allen Leavell,24,3,,93,7.7,18.2,0.426,0.0,0.4,0.0,7.7,17.8,0.435,0.8,0.8,1.0,0.4,1.5,1.9,3.9,1.5,0.4,1.9,3.5,16.3
Tom Henderson,30,3,,68,2.6,8.5,0.313,0.0,0.0,,2.6,8.5,0.313,2.1,2.1,1.0,2.6,1.6,4.2,4.8,0.0,0.0,2.1,2.6,7.4
Mike Dunleavy,27,3,,66,4.9,12.0,0.409,0.0,2.2,0.0,4.9,9.8,0.5,2.7,3.3,0.833,0.0,1.6,1.6,4.9,1.1,0.0,0.5,3.8,12.5
Calvin Murphy,33,3,,57,3.2,13.9,0.22699999999999998,0.0,1.9,0.0,3.2,12.0,0.263,4.4,5.1,0.875,1.3,0.6,1.9,2.5,0.6,0.0,2.5,4.4,10.7
Billy Paultz,33,3,,34,3.2,9.5,0.33299999999999996,0.0,0.0,,3.2,9.5,0.33299999999999996,1.1,3.2,0.33299999999999996,2.1,2.1,4.2,1.1,0.0,2.1,1.1,4.2,7.4
Bill Willoughby,24,2,,17,2.1,4.2,0.5,0.0,0.0,,2.1,4.2,0.5,4.2,4.2,1.0,4.2,8.5,12.7,2.1,0.0,0.0,2.1,2.1,8.5
Larry Spriggs,22,2,,9,12.0,16.0,0.75,0.0,0.0,,12.0,16.0,0.75,0.0,4.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,12.0,24.0
Calvin Garrett,25,1,,1,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
