PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jack Sikma,26,8,,315,6.5,14.6,0.445,0.0,0.0,,6.5,14.6,0.445,5.7,6.6,0.862,2.4,8.7,11.1,2.7,1.0,0.9,1.8,3.9,18.7
Gus Williams,28,8,,315,9.4,21.3,0.441,0.2,0.7,0.33299999999999996,9.1,20.6,0.444,5.0,6.4,0.7859999999999999,1.4,1.6,3.0,7.4,1.5,0.6,2.1,1.5,24.0
Lonnie Shelton,26,8,,266,5.4,11.5,0.47100000000000003,0.0,0.0,,5.4,11.5,0.47100000000000003,3.0,4.3,0.688,3.2,4.7,8.0,2.2,0.7,0.9,2.7,5.1,13.8
Bill Hanzlik,24,8,,203,2.8,6.0,0.47100000000000003,0.0,0.2,0.0,2.8,5.9,0.485,3.5,3.9,0.909,1.8,3.9,5.7,3.5,1.1,0.9,2.3,4.6,9.2
James Donaldson,24,8,,189,3.4,8.2,0.419,0.0,0.0,,3.4,8.2,0.419,3.4,4.6,0.75,4.8,9.3,14.1,1.3,0.4,1.0,1.9,3.0,10.3
John Johnson,34,7,,159,3.4,8.6,0.395,0.0,0.0,,3.4,8.6,0.395,1.8,2.5,0.727,1.6,1.6,3.2,7.7,1.4,0.0,2.5,3.8,8.6
Fred Brown,33,8,,158,9.8,20.3,0.483,0.5,1.1,0.4,9.3,19.1,0.488,1.6,2.3,0.7,1.4,2.1,3.4,4.1,1.1,0.0,2.1,1.1,21.6
Wally Walker,27,8,,157,4.4,10.3,0.42200000000000004,0.0,0.0,,4.4,10.3,0.42200000000000004,0.2,0.9,0.25,2.8,4.6,7.3,3.4,0.9,0.9,1.6,6.0,8.9
Phil Smith,29,8,,92,4.7,11.7,0.4,0.0,0.4,0.0,4.7,11.3,0.414,0.4,1.2,0.33299999999999996,1.2,2.0,3.1,2.7,2.0,0.4,1.6,4.3,9.8
Ray Tolbert,23,4,,31,3.5,5.8,0.6,0.0,0.0,,3.5,5.8,0.6,4.6,9.3,0.5,1.2,4.6,5.8,1.2,4.6,0.0,0.0,8.1,11.6
Danny Vranes,23,6,,29,1.2,6.2,0.2,0.0,0.0,,1.2,6.2,0.2,1.2,2.5,0.5,1.2,1.2,2.5,0.0,1.2,0.0,2.5,2.5,3.7
Greg Kelser,24,3,,6,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,24.0,24.0,1.0,6.0,12.0,18.0,6.0,0.0,0.0,12.0,12.0,24.0
