PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alex English,28,3,,118,7.9,16.8,0.473,0.0,0.0,,7.9,16.8,0.473,1.8,2.1,0.857,2.4,4.6,7.0,5.2,0.9,0.9,1.2,1.8,17.7
Kiki Vandeweghe,23,3,,109,8.3,14.2,0.581,0.0,0.0,,8.3,14.2,0.581,5.9,5.9,1.0,1.3,4.6,5.9,3.0,0.7,1.3,2.0,2.3,22.5
Dan Issel,33,3,,103,11.2,21.0,0.5329999999999999,0.0,0.0,,11.2,21.0,0.5329999999999999,4.2,4.2,1.0,2.8,4.5,7.3,1.7,1.0,0.3,2.4,3.5,26.6
Billy McKinney,26,3,,91,6.3,10.7,0.593,0.0,0.4,0.0,6.3,10.3,0.615,4.0,4.7,0.833,0.8,1.6,2.4,4.0,1.2,0.0,2.0,3.6,16.6
T.R. Dunn,26,3,,81,2.7,5.8,0.462,0.0,0.0,,2.7,5.8,0.462,3.1,3.6,0.875,4.4,3.6,8.0,4.4,3.6,0.4,2.2,4.9,8.4
David Thompson,27,3,,66,8.2,18.0,0.455,0.5,1.6,0.33299999999999996,7.6,16.4,0.467,2.2,3.8,0.5710000000000001,2.2,3.3,5.5,3.3,0.5,0.0,4.4,4.4,19.1
Kenny Higgs,27,3,,54,5.3,14.0,0.381,0.0,1.3,0.0,5.3,12.7,0.42100000000000004,4.7,8.0,0.583,0.7,1.3,2.0,4.0,2.0,0.0,3.3,8.0,15.3
Glen Gondrezick,26,3,,51,5.6,14.1,0.4,0.0,0.7,0.0,5.6,13.4,0.42100000000000004,1.4,2.1,0.667,2.1,3.5,5.6,6.4,1.4,0.7,0.0,5.6,12.7
Cedrick Hordges,25,3,,45,6.4,15.2,0.42100000000000004,0.0,0.8,0.0,6.4,14.4,0.444,2.4,3.2,0.75,1.6,8.8,10.4,1.6,0.8,0.0,3.2,3.2,15.2
James Ray,24,1,,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0
