PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dennis Johnson,27,7,,271,8.4,17.5,0.47700000000000004,0.0,0.4,0.0,8.4,17.1,0.488,4.0,5.2,0.769,1.7,2.4,4.1,4.3,2.0,0.5,3.3,3.7,20.7
Kyle Macy,24,7,,243,5.6,13.2,0.42700000000000005,0.6,1.6,0.364,5.0,11.6,0.436,2.2,2.4,0.938,1.6,1.6,3.3,4.1,1.0,0.1,1.9,3.1,14.1
Alvan Adams,27,7,,233,7.4,14.2,0.522,0.0,0.0,,7.4,14.2,0.522,3.4,4.3,0.7859999999999999,2.9,4.9,7.9,4.0,2.2,1.5,3.2,3.4,18.2
Truck Robinson,30,7,,213,7.6,13.5,0.563,0.0,0.0,,7.6,13.5,0.563,0.5,1.7,0.3,2.4,6.6,9.0,3.2,0.8,0.2,1.7,2.9,15.7
Rich Kelley,28,7,,191,5.1,10.2,0.5,0.0,0.0,,5.1,10.2,0.5,2.6,3.8,0.7,3.4,5.7,9.0,5.7,1.1,0.6,2.3,4.7,12.8
Walter Davis,27,7,,173,10.8,24.1,0.44799999999999995,0.2,0.6,0.33299999999999996,10.6,23.5,0.451,4.6,5.0,0.917,1.0,3.5,4.6,6.2,1.0,0.2,2.5,4.0,26.4
Larry Nance,22,7,,128,7.0,11.5,0.61,0.0,0.0,,7.0,11.5,0.61,1.1,2.3,0.5,3.7,5.3,9.0,2.0,2.8,3.1,3.4,4.2,15.2
Alvin Scott,26,7,,127,4.0,9.1,0.43799999999999994,0.0,1.1,0.0,4.0,7.9,0.5,1.1,2.3,0.5,2.3,2.3,4.5,4.0,2.3,3.7,1.4,3.4,9.1
Jeff Cook,25,7,,45,3.2,6.4,0.5,0.0,0.0,,3.2,6.4,0.5,0.0,0.0,,4.8,2.4,7.2,5.6,1.6,1.6,1.6,4.0,6.4
Dudley Bradley,24,7,,24,3.0,12.0,0.25,0.0,0.0,,3.0,12.0,0.25,1.5,1.5,1.0,0.0,1.5,1.5,7.5,1.5,1.5,7.5,4.5,7.5
Joel Kramer,26,4,,20,9.0,12.6,0.7140000000000001,0.0,0.0,,9.0,12.6,0.7140000000000001,3.6,5.4,0.667,3.6,5.4,9.0,1.8,1.8,0.0,1.8,3.6,21.6
Craig Dykema,22,6,,12,3.0,18.0,0.16699999999999998,0.0,0.0,,3.0,18.0,0.16699999999999998,0.0,0.0,,0.0,12.0,12.0,3.0,0.0,0.0,3.0,6.0,6.0
