Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,6.0,1679,CLE,Cleveland Cavaliers,Bill Laimbeer,"May 19, 1957",23.0,NBA,C,81,,30.4,4.2,8.3,0.503,0.0,0.0,,4.2,8.3,0.503,0.503,1.4,1.9,0.765,3.3,5.3,8.6,2.7,0.7,1.0,1.6,4.1,9.8
1982,31.0,1679,TOT,Total After Trade,Bill Laimbeer,"May 19, 1957",24.0,NBA,C,80,34.0,22.9,3.3,6.7,0.494,0.1,0.2,0.308,3.3,6.5,0.499,0.498,2.3,2.9,0.793,2.9,4.8,7.7,1.3,0.5,0.8,1.5,3.7,9.0
1982,6.0,1679,CLE,Cleveland Cavaliers,Bill Laimbeer,"May 19, 1957",24.0,NBA,C,50,4.0,17.9,2.4,5.1,0.47,0.1,0.1,0.5,2.3,4.9,0.47,0.476,1.9,2.4,0.775,2.5,3.1,5.5,0.9,0.4,0.6,1.2,3.4,6.7
1982,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",24.0,NBA,C,30,30.0,31.2,4.9,9.4,0.516,0.0,0.2,0.143,4.8,9.2,0.525,0.518,3.0,3.7,0.813,3.7,7.7,11.3,1.8,0.6,1.1,2.0,4.2,12.8
1983,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",25.0,NBA,C,82,82.0,35.0,5.3,10.7,0.497,0.0,0.2,0.154,5.3,10.5,0.502,0.498,3.0,3.8,0.79,3.4,8.7,12.1,3.2,0.6,1.4,2.1,3.9,13.6
1984,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",26.0,NBA,C,82,82.0,34.9,6.7,12.7,0.53,0.0,0.1,0.0,6.7,12.6,0.535,0.53,3.9,4.5,0.866,4.0,8.2,12.2,1.8,0.6,1.0,1.8,3.3,17.3
1985,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",27.0,NBA,C,82,82.0,35.3,7.3,14.4,0.506,0.0,0.2,0.222,7.2,14.1,0.51,0.507,3.0,3.7,0.797,3.6,8.8,12.4,1.9,0.8,0.9,1.6,3.8,17.5
1986,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",28.0,NBA,C,82,82.0,35.3,6.6,13.5,0.492,0.0,0.2,0.286,6.6,13.3,0.495,0.494,3.2,3.9,0.834,3.7,9.4,13.1,1.8,0.7,0.8,1.6,3.5,16.6
1987,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",29.0,NBA,C,82,82.0,34.8,6.2,12.3,0.501,0.1,0.3,0.286,6.1,12.1,0.506,0.504,3.0,3.3,0.894,3.0,8.7,11.6,1.8,0.9,0.8,1.5,3.5,15.4
1988,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",30.0,NBA,C,82,82.0,35.3,5.5,11.3,0.493,0.2,0.5,0.333,5.4,10.8,0.5,0.5,2.3,2.6,0.874,2.0,8.1,10.1,2.4,0.8,1.0,1.7,3.5,13.5
1989,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",31.0,NBA,C,81,81.0,32.6,5.5,11.1,0.499,0.4,1.1,0.349,5.2,10.0,0.515,0.516,2.2,2.6,0.84,1.7,7.9,9.6,2.2,0.6,1.2,1.6,3.2,13.7
1990,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",32.0,NBA,C,81,81.0,33.0,4.7,9.7,0.484,0.7,2.0,0.361,4.0,7.7,0.515,0.52,2.0,2.4,0.854,2.0,7.6,9.6,2.1,0.7,1.0,1.2,3.4,12.1
1991,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",33.0,NBA,C,82,81.0,32.5,4.5,9.5,0.478,0.5,1.5,0.296,4.1,8.0,0.513,0.502,1.5,1.8,0.837,2.1,6.9,9.0,1.9,0.5,0.7,1.2,3.0,11.0
1992,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",34.0,NBA,C,81,46.0,27.6,4.2,9.0,0.47,0.4,1.0,0.376,3.8,7.9,0.483,0.492,0.8,0.9,0.893,1.3,4.3,5.6,2.0,0.6,0.7,1.3,2.8,9.7
1993,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",35.0,NBA,C,79,41.0,24.5,3.7,7.3,0.509,0.1,0.3,0.37,3.6,6.9,0.516,0.517,1.2,1.3,0.894,1.4,3.9,5.3,1.6,0.6,0.5,0.7,2.7,8.7
1994,9.0,1679,DET,Detroit Pistons,Bill Laimbeer,"May 19, 1957",36.0,NBA,C,11,5.0,22.5,4.3,8.2,0.522,0.3,0.8,0.333,4.0,7.4,0.543,0.539,1.0,1.2,0.846,0.8,4.3,5.1,1.3,0.5,0.4,0.9,2.7,9.8
