Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",24.0,NBA,SG,81.0,11.0,1208.0,201.0,456.0,0.44,74.0,198.0,0.37,127.0,258.0,0.49,0.52,90.0,115.0,0.78,63.0,70.0,133.0,77.0,37.0,15.0,63.0,150.0,566.0
1996,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",25.0,NBA,SG,65.0,1.0,784.0,98.0,242.0,0.4,38.0,114.0,0.33,60.0,128.0,0.47,0.48,67.0,82.0,0.82,40.0,63.0,103.0,48.0,24.0,10.0,45.0,83.0,301.0
1997,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",26.0,NBA,SG,65.0,0.0,747.0,134.0,298.0,0.45,51.0,120.0,0.42,83.0,178.0,0.47,0.54,69.0,84.0,0.82,49.0,56.0,105.0,52.0,33.0,10.0,46.0,85.0,388.0
1998,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",27.0,NBA,SG,67.0,35.0,1740.0,257.0,568.0,0.45,106.0,259.0,0.41,151.0,309.0,0.49,0.55,140.0,170.0,0.82,70.0,166.0,236.0,85.0,51.0,12.0,80.0,137.0,760.0
1999,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",28.0,NBA,SG,49.0,38.0,1242.0,180.0,417.0,0.43,65.0,165.0,0.39,115.0,252.0,0.46,0.51,88.0,102.0,0.86,39.0,101.0,140.0,53.0,44.0,6.0,53.0,86.0,513.0
2000,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",29.0,NBA,SF,75.0,23.0,1712.0,238.0,573.0,0.42,93.0,243.0,0.38,145.0,330.0,0.44,0.5,85.0,100.0,0.85,74.0,148.0,222.0,81.0,44.0,13.0,57.0,140.0,654.0
2001,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",30.0,NBA,SG,81.0,40.0,2144.0,291.0,672.0,0.43,120.0,297.0,0.4,171.0,375.0,0.46,0.52,158.0,181.0,0.87,54.0,187.0,241.0,96.0,46.0,19.0,76.0,123.0,860.0
2002,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",31.0,NBA,SG,71.0,64.0,1718.0,207.0,471.0,0.44,111.0,238.0,0.47,96.0,233.0,0.41,0.56,101.0,113.0,0.89,43.0,141.0,184.0,112.0,41.0,12.0,64.0,110.0,626.0
2003,13,2306,LAC,Los Angeles Clippers,Eric Piatkowski,"September 30, 1970",32.0,NBA,SG,62.0,26.0,1360.0,210.0,446.0,0.47,80.0,201.0,0.4,130.0,245.0,0.53,0.56,101.0,122.0,0.83,44.0,112.0,156.0,70.0,33.0,9.0,56.0,92.0,601.0
2004,11,2306,HOU,Houston Rockets,Eric Piatkowski,"September 30, 1970",33.0,NBA,SF,49.0,0.0,703.0,72.0,191.0,0.38,43.0,122.0,0.35,29.0,69.0,0.42,0.49,14.0,16.0,0.88,10.0,63.0,73.0,26.0,16.0,5.0,29.0,42.0,201.0
2005,5,2306,CHI,Chicago Bulls,Eric Piatkowski,"September 30, 1970",34.0,NBA,SG,68.0,11.0,841.0,111.0,258.0,0.43,57.0,134.0,0.42,54.0,124.0,0.44,0.54,45.0,56.0,0.8,15.0,64.0,79.0,51.0,29.0,1.0,37.0,67.0,324.0
2006,5,2306,CHI,Chicago Bulls,Eric Piatkowski,"September 30, 1970",35.0,NBA,SG,29.0,1.0,228.0,24.0,61.0,0.39,9.0,33.0,0.27,15.0,28.0,0.54,0.47,2.0,5.0,0.4,4.0,19.0,23.0,13.0,6.0,1.0,11.0,20.0,59.0
2007,24,2306,PHO,Phoenix Suns,Eric Piatkowski,"September 30, 1970",36.0,NBA,SG,11.0,0.0,73.0,9.0,25.0,0.36,7.0,18.0,0.39,2.0,7.0,0.29,0.5,2.0,2.0,1.0,2.0,7.0,9.0,4.0,0.0,1.0,5.0,6.0,27.0
2008,24,2306,PHO,Phoenix Suns,Eric Piatkowski,"September 30, 1970",37.0,NBA,SF,16.0,0.0,113.0,12.0,33.0,0.36,11.0,26.0,0.42,1.0,7.0,0.14,0.53,4.0,4.0,1.0,1.0,11.0,12.0,10.0,0.0,1.0,6.0,11.0,39.0
