Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,22.0,1192,ORL,Orlando Magic,22.0,NBA,SF,50,22,22.3,3.0,6.4,0.463,0.2,0.5,0.4,2.8,5.9,0.468,0.478,2.0,2.9,0.713,1.8,2.5,4.3,0.9,0.6,0.1,1.5,2.2,8.2
2001,6.0,1192,CLE,Cleveland Cavaliers,24.0,NBA,SG,56,55,28.8,4.3,9.4,0.454,0.2,0.9,0.25,4.0,8.4,0.477,0.467,2.4,2.9,0.812,1.6,2.7,4.3,1.8,0.8,0.3,1.6,2.9,11.1
2002,23.0,1192,PHI,Philadelphia 76Ers,25.0,NBA,SF,81,81,31.4,4.8,10.3,0.461,0.3,0.9,0.304,4.5,9.5,0.475,0.473,2.0,2.7,0.743,2.5,4.6,7.1,1.3,0.9,0.1,1.6,2.5,11.8
2003,29.0,1192,UTA,Utah Jazz,26.0,NBA,SF,78,69,32.8,6.7,13.1,0.511,0.8,2.1,0.413,5.8,11.0,0.529,0.543,3.4,4.2,0.792,2.4,4.2,6.6,1.7,0.9,0.2,2.1,2.8,17.6
2004,29.0,1192,UTA,Utah Jazz,27.0,NBA,SF,31,31,36.6,6.2,13.2,0.471,0.3,1.1,0.242,6.0,12.2,0.491,0.48,3.5,5.1,0.688,2.9,5.0,8.0,2.0,0.7,0.1,2.1,3.3,16.2
2005,29.0,1192,UTA,Utah Jazz,28.0,NBA,SF,78,55,33.1,5.4,11.0,0.489,0.1,0.6,0.209,5.2,10.4,0.504,0.494,3.1,4.0,0.778,2.5,3.6,6.2,1.8,0.9,0.2,1.7,3.2,14.0
2006,29.0,1192,UTA,Utah Jazz,29.0,NBA,SF,71,32,27.4,4.5,9.5,0.475,0.2,0.5,0.359,4.3,9.0,0.482,0.485,3.2,4.4,0.725,2.2,3.0,5.2,1.4,0.8,0.2,1.5,2.8,12.5
2007,29.0,1192,UTA,Utah Jazz,30.0,NBA,SF,77,2,25.5,4.2,8.5,0.491,0.2,0.5,0.333,4.0,8.0,0.501,0.501,3.1,4.0,0.767,1.5,3.1,4.6,1.3,0.7,0.1,1.5,3.0,11.6
2008,29.0,1192,UTA,Utah Jazz,31.0,NBA,SF,76,0,18.1,3.1,6.2,0.5,0.0,0.1,0.2,3.1,6.1,0.506,0.502,1.9,2.7,0.712,1.3,1.9,3.2,1.1,0.6,0.2,1.3,2.1,8.2
2009,29.0,1192,UTA,Utah Jazz,32.0,NBA,SG,63,2,11.0,1.8,3.8,0.461,0.0,0.0,0.0,1.8,3.8,0.464,0.461,0.9,1.1,0.764,0.7,1.2,2.0,0.4,0.5,0.1,0.5,1.6,4.4
