TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
NYK,82,240.9,33.9,78.7,0.43,3.1,10.1,0.31,30.9,68.6,0.45,20.5,28.5,0.72,12.4,27.4,39.8,20.5,8.3,4.1,17.3,23.1,91.5
SAS,82,241.2,37.4,83.9,0.45,3.5,10.6,0.33,33.9,73.3,0.46,16.5,22.9,0.72,13.3,26.3,39.5,21.6,7.7,4.2,12.4,21.8,94.8
CHI,82,241.2,36.9,79.8,0.46,3.1,9.5,0.32,33.9,70.3,0.48,17.9,24.2,0.74,12.0,27.3,39.3,22.4,8.9,4.6,16.3,21.0,94.9
ALT,82,240.9,38.6,84.8,0.46,3.4,10.6,0.32,35.2,74.2,0.48,15.7,21.1,0.74,14.1,28.8,42.9,23.1,7.8,4.1,17.9,21.0,96.2
HOU,82,241.2,38.4,87.4,0.44,3.1,10.3,0.31,35.3,77.1,0.46,16.8,22.8,0.74,13.9,29.7,43.6,23.2,9.4,3.8,14.9,21.3,96.8
SEA,82,240.6,35.7,78.8,0.45,4.0,11.5,0.34,31.7,67.2,0.47,21.5,29.0,0.74,13.2,26.7,39.9,22.0,8.4,5.1,20.3,23.0,96.9
CLE,82,242.1,38.2,82.2,0.46,3.1,8.9,0.35,35.0,73.3,0.48,17.6,24.0,0.74,12.9,28.5,41.4,24.5,7.7,5.6,15.8,21.9,97.1
IND,82,240.9,36.3,80.7,0.45,3.3,9.9,0.34,33.0,70.7,0.47,21.6,29.5,0.73,13.8,26.3,40.1,23.2,10.1,4.7,16.3,24.2,97.5
UTA,82,241.8,36.3,81.0,0.45,3.5,11.8,0.3,32.7,69.2,0.47,21.6,29.8,0.72,13.4,28.4,41.8,22.0,7.2,5.6,16.1,23.4,97.7
DEN,82,240.9,37.4,85.4,0.44,2.5,8.7,0.29,34.8,76.6,0.46,21.5,28.6,0.75,13.6,28.4,42.1,21.3,8.8,6.1,15.2,23.9,98.8
MIA,82,241.5,37.0,81.0,0.46,3.6,10.9,0.33,33.4,70.1,0.48,23.0,30.8,0.75,13.1,27.6,40.7,22.2,8.4,5.3,16.0,23.7,100.7
NJN,82,241.8,39.8,86.9,0.46,2.9,9.0,0.32,37.0,77.9,0.48,18.5,24.9,0.74,13.9,30.8,44.8,23.4,8.7,7.1,15.2,23.2,101.0
ORL,82,240.6,39.8,86.9,0.46,3.6,10.3,0.35,36.2,76.6,0.47,18.6,25.0,0.74,14.6,28.1,42.7,25.6,9.2,5.4,15.0,22.5,101.8
PHO,82,240.3,41.2,87.0,0.47,3.5,10.5,0.33,37.8,76.5,0.49,17.5,24.4,0.72,13.2,27.4,40.6,26.3,9.1,5.3,15.3,22.8,103.4
MIL,82,240.3,39.7,80.8,0.49,3.5,9.6,0.36,36.2,71.2,0.51,20.5,27.9,0.74,13.2,30.4,43.7,25.5,9.4,5.1,17.3,21.7,103.4
MIN,82,240.6,39.6,83.8,0.47,2.8,9.0,0.31,36.8,74.8,0.49,21.7,29.9,0.73,13.4,28.0,41.4,25.7,10.0,6.7,14.2,22.6,103.6
DAL,82,240.6,39.2,79.4,0.49,3.0,8.4,0.36,36.1,71.0,0.51,22.5,30.5,0.74,13.4,30.5,44.0,24.0,9.5,6.2,17.4,20.1,103.8
POR,82,240.9,40.4,86.1,0.47,3.6,10.1,0.36,36.8,75.9,0.48,20.3,27.0,0.75,12.4,30.3,42.6,25.5,8.0,4.8,17.0,23.7,104.6
LAL,82,240.9,40.7,85.5,0.48,2.8,8.8,0.32,37.9,76.6,0.5,20.5,28.6,0.72,15.7,30.9,46.5,26.4,8.1,5.2,16.4,20.2,104.7
DET,82,240.6,39.7,83.9,0.47,3.3,9.9,0.33,36.4,74.0,0.49,22.0,29.9,0.74,14.5,31.6,46.1,25.6,8.8,4.5,14.3,19.5,104.7
BOS,82,242.7,40.9,85.8,0.48,2.8,8.1,0.35,38.1,77.7,0.49,20.4,27.0,0.75,13.8,30.6,44.4,25.5,8.4,5.0,15.5,21.2,105.1
PHI,82,241.5,43.3,89.5,0.48,3.2,9.7,0.33,40.1,79.8,0.5,15.8,21.3,0.74,14.7,31.8,46.5,28.7,9.8,4.7,14.5,21.1,105.6
GSW,82,241.2,41.8,89.4,0.47,3.7,10.6,0.35,38.1,78.8,0.48,18.8,25.7,0.73,16.1,29.4,45.5,26.6,10.3,5.0,17.4,22.8,106.1
CHO,82,241.8,42.2,89.7,0.47,3.9,11.2,0.35,38.4,78.6,0.49,18.4,24.8,0.74,14.8,30.1,44.9,25.8,7.7,5.2,15.4,21.5,106.7
SAC,82,240.9,41.0,85.6,0.48,3.4,9.4,0.36,37.6,76.2,0.49,21.5,29.9,0.72,14.5,31.4,45.9,25.0,9.1,6.1,16.4,23.1,106.9
WAB,82,240.3,43.5,85.7,0.51,3.1,8.8,0.35,40.5,76.9,0.53,17.6,24.3,0.72,13.6,28.8,42.5,25.8,9.9,5.7,15.7,22.2,107.7
LAC,82,241.2,42.8,90.5,0.47,3.8,10.8,0.35,39.1,79.7,0.49,19.3,26.9,0.72,16.4,31.3,47.8,27.1,11.0,5.8,16.6,21.8,108.7
