TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
UTA,82,240.6,38.0,87.4,0.43,2.3,7.4,0.3,35.7,80.0,0.45,21.5,28.6,0.75,14.9,27.2,42.1,22.1,9.5,6.2,16.2,25.4,99.7
DET,82,241.8,38.3,85.6,0.45,1.9,6.8,0.28,36.4,78.9,0.46,22.3,28.4,0.78,13.8,26.7,40.5,22.6,7.9,4.2,14.9,25.5,100.8
CLE,82,240.9,41.3,89.6,0.46,2.1,6.2,0.34,39.2,83.4,0.47,16.6,21.3,0.78,14.8,27.8,42.6,24.9,8.4,4.4,17.4,24.0,101.2
DAL,82,241.2,41.7,89.1,0.47,2.0,6.3,0.32,39.7,82.8,0.48,19.2,25.5,0.75,15.0,30.5,45.5,26.0,8.0,4.7,14.3,22.8,104.7
CHI,82,241.2,41.0,86.6,0.47,2.4,7.2,0.33,38.6,79.4,0.49,20.6,26.7,0.77,13.1,28.0,41.2,25.6,8.4,4.2,15.3,21.7,105.0
MIL,82,240.9,40.3,84.2,0.48,2.4,6.5,0.37,37.9,77.7,0.49,22.4,28.9,0.78,13.3,28.5,41.8,25.7,8.6,5.2,18.6,23.6,105.3
ALT,82,241.5,41.0,86.9,0.47,1.8,6.2,0.29,39.2,80.6,0.49,22.3,28.4,0.78,15.4,28.4,43.7,24.8,8.4,4.2,18.1,25.7,106.1
LAL,82,241.5,43.2,92.0,0.47,2.4,7.2,0.33,40.8,84.8,0.48,18.8,25.0,0.75,14.4,27.1,41.5,26.3,9.2,5.3,15.4,23.7,107.5
HOU,82,242.1,41.6,88.9,0.47,2.3,6.5,0.35,39.3,82.4,0.48,22.0,28.9,0.76,14.0,29.6,43.6,24.6,9.8,5.4,17.7,24.5,107.5
BOS,82,241.2,42.4,87.6,0.48,1.6,5.6,0.29,40.8,82.0,0.5,21.7,28.0,0.78,12.8,27.1,39.9,25.9,9.3,4.7,14.5,23.8,108.1
MIA,82,242.1,41.3,84.5,0.49,1.8,5.3,0.34,39.5,79.2,0.5,24.6,31.9,0.77,14.5,28.9,43.3,25.1,11.3,6.7,18.8,22.3,109.0
SEA,82,241.2,41.9,86.2,0.49,2.1,6.6,0.31,39.9,79.6,0.5,23.4,30.4,0.77,14.5,27.5,42.0,23.9,8.2,5.0,18.9,22.9,109.2
NJN,82,241.5,43.4,87.3,0.5,1.9,6.2,0.31,41.5,81.1,0.51,21.3,27.9,0.76,12.6,30.2,42.8,26.0,9.1,5.9,16.8,22.4,110.1
PHI,82,241.2,44.6,89.0,0.5,2.1,6.0,0.34,42.5,82.9,0.51,19.1,24.7,0.77,14.0,29.4,43.4,27.8,7.8,5.4,15.5,24.2,110.4
WAB,82,242.1,42.5,88.2,0.48,1.9,6.2,0.3,40.6,82.0,0.5,23.5,30.6,0.77,13.8,31.0,44.8,25.4,8.0,6.4,16.8,23.4,110.4
PHO,82,240.9,43.8,94.3,0.46,2.2,6.9,0.32,41.6,87.4,0.48,21.2,28.1,0.75,15.3,30.0,45.2,26.4,7.6,5.2,16.7,25.1,110.9
SAC,82,241.2,43.8,90.5,0.48,2.2,7.0,0.32,41.6,83.5,0.5,21.3,28.1,0.76,14.3,31.8,46.0,25.7,9.3,5.4,15.7,22.2,111.0
IND,82,242.1,42.1,90.2,0.47,2.0,6.7,0.3,40.1,83.6,0.48,24.8,31.8,0.78,15.7,28.2,43.9,24.8,10.2,4.7,14.7,24.7,111.1
SAS,82,240.9,42.5,87.2,0.49,2.1,6.5,0.32,40.4,80.7,0.5,25.7,33.1,0.78,15.3,30.0,45.3,25.1,11.2,6.6,21.1,23.6,112.8
NYK,82,241.5,44.3,89.7,0.49,1.9,6.5,0.28,42.5,83.2,0.51,22.4,29.1,0.77,14.8,28.4,43.2,28.0,9.5,5.3,20.6,23.1,112.9
CHO,82,241.2,43.4,86.7,0.5,1.4,4.9,0.29,42.0,81.9,0.51,24.9,32.1,0.78,14.5,32.0,46.5,25.1,8.7,5.4,17.4,21.8,113.0
POR,82,241.8,43.6,89.3,0.49,2.4,6.7,0.36,41.1,82.6,0.5,23.6,30.5,0.77,14.0,29.2,43.2,25.3,9.0,4.4,19.1,23.9,113.1
LAC,82,242.1,45.7,94.4,0.48,2.4,7.0,0.34,43.3,87.3,0.5,22.4,29.3,0.76,16.4,31.1,47.5,29.1,11.4,6.7,17.6,23.0,116.2
DEN,82,242.4,45.1,91.3,0.5,1.9,5.4,0.35,43.2,85.8,0.5,24.1,32.7,0.74,13.9,34.9,48.8,26.0,8.1,5.9,19.5,24.4,116.3
GSW,82,242.7,45.0,97.6,0.46,3.4,10.0,0.34,41.6,87.5,0.48,23.4,30.5,0.77,17.5,32.2,49.7,27.0,10.5,5.9,19.0,23.6,116.9
