TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
IND,82,240.3,38.7,86.1,0.45,11.4,32.1,0.35,27.4,54.0,0.51,15.8,21.0,0.76,10.5,33.1,43.7,24.5,7.4,5.2,15.7,20.0,104.7
MIA,82,240.6,38.3,86.8,0.44,11.9,33.1,0.36,26.4,53.6,0.49,17.5,22.7,0.77,10.1,34.0,44.2,23.3,7.5,4.7,14.1,20.1,105.9
MEM,82,242.4,37.6,83.4,0.45,11.6,32.2,0.36,26.0,51.2,0.51,19.3,24.7,0.78,9.5,35.2,44.7,23.4,7.6,4.9,15.2,21.4,106.1
UTA,82,240.9,40.0,88.5,0.45,9.8,27.7,0.36,30.1,60.7,0.5,16.7,22.2,0.75,8.9,33.7,42.6,21.6,8.5,4.6,13.9,22.4,106.5
ORL,82,241.2,39.9,87.6,0.46,10.5,30.2,0.35,29.5,57.4,0.51,16.3,20.9,0.78,9.0,35.6,44.6,23.1,7.0,4.4,13.0,18.7,106.6
DEN,82,240.6,39.6,86.4,0.46,10.8,31.9,0.34,28.8,54.5,0.53,16.7,22.2,0.75,9.7,32.7,42.5,24.6,7.4,5.0,13.5,20.4,106.7
DET,82,242.1,39.9,85.0,0.47,9.6,27.8,0.34,30.3,57.2,0.53,17.9,23.7,0.76,9.1,34.6,43.7,23.7,6.9,5.1,14.1,21.3,107.3
BOS,82,241.2,39.5,88.1,0.45,11.5,33.5,0.34,28.0,54.6,0.51,17.4,22.8,0.76,10.4,35.5,45.9,23.7,6.8,3.9,15.1,19.5,108.0
TOR,82,242.4,40.3,89.7,0.45,10.8,31.2,0.34,29.5,58.5,0.5,17.1,22.3,0.76,10.6,34.2,44.8,24.5,7.6,4.5,14.9,20.5,108.4
HOU,82,241.8,40.4,86.7,0.47,10.1,29.8,0.34,30.3,56.9,0.53,18.2,23.7,0.77,11.0,34.5,45.4,23.5,7.4,4.5,15.0,20.0,109.1
MIL,82,241.2,40.5,93.5,0.43,13.1,36.3,0.36,27.4,57.2,0.48,15.1,20.7,0.73,9.9,35.4,45.3,24.8,6.8,4.8,13.4,20.2,109.3
SAS,82,241.5,41.5,89.7,0.46,11.7,32.7,0.36,29.8,57.0,0.52,15.2,20.2,0.76,9.2,34.7,43.9,24.7,7.2,4.0,12.2,19.6,110.0
DAL,82,241.2,40.9,89.2,0.46,11.2,32.5,0.34,29.7,56.7,0.52,17.1,22.0,0.78,10.2,34.6,44.8,24.5,7.8,4.5,13.0,23.2,110.1
POR,82,242.1,41.1,90.0,0.46,10.7,29.8,0.36,30.4,60.3,0.5,17.5,22.8,0.77,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5
OKC,82,242.1,40.8,88.7,0.46,11.2,31.6,0.36,29.5,57.1,0.52,18.3,24.0,0.76,9.9,35.8,45.7,24.9,8.2,5.1,16.7,22.5,111.1
GSW,82,241.5,40.4,91.1,0.44,11.6,33.6,0.35,28.8,57.5,0.5,18.7,24.2,0.77,10.8,33.5,44.3,24.3,7.7,3.6,13.5,19.5,111.2
CHO,82,241.8,41.9,89.2,0.47,12.1,33.5,0.36,29.8,55.6,0.54,15.9,20.2,0.79,10.1,35.7,45.8,26.0,6.9,6.0,13.5,20.6,111.8
BRK,82,243.7,42.2,92.5,0.46,10.3,30.3,0.34,31.9,62.1,0.51,17.6,22.8,0.77,11.0,35.2,46.2,23.7,7.8,5.3,13.5,22.0,112.3
PHI,82,241.5,41.7,91.5,0.46,10.3,30.0,0.34,31.4,61.5,0.51,18.8,24.5,0.77,10.0,33.5,43.5,23.4,7.7,4.1,12.7,22.1,112.5
