TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
SAC,82,241.8,37.2,82.0,0.45,5.6,16.0,0.35,31.6,66.0,0.48,17.2,23.1,0.75,11.6,30.5,42.1,21.1,8.0,4.9,14.6,23.0,97.3
POR,82,240.6,37.0,78.9,0.47,6.1,15.9,0.38,30.9,63.0,0.49,18.3,24.0,0.76,12.5,29.8,42.4,21.2,7.2,4.9,12.9,20.8,98.3
MIL,82,242.1,36.2,77.8,0.47,6.0,16.9,0.35,30.3,61.0,0.5,20.4,27.3,0.75,10.1,30.2,40.3,22.5,7.4,5.0,14.4,23.6,98.8
BOS,82,242.4,35.9,78.8,0.46,5.4,15.4,0.35,30.5,63.4,0.48,22.3,30.0,0.74,11.1,28.9,40.0,21.5,8.4,4.9,14.8,22.4,99.5
WAS,82,241.8,36.8,79.0,0.46,6.1,16.8,0.36,30.6,62.2,0.49,20.2,27.1,0.74,11.8,30.2,42.0,21.5,6.5,4.2,16.2,25.3,99.8
GSW,82,241.8,37.2,81.4,0.46,5.7,16.3,0.35,31.4,65.1,0.48,19.8,26.7,0.74,12.0,32.5,44.5,22.3,7.0,5.0,15.3,23.4,99.8
DEN,82,243.0,37.4,82.5,0.45,6.5,18.0,0.36,31.0,64.4,0.48,18.8,25.5,0.74,11.8,30.1,41.9,23.9,7.1,5.3,16.1,23.3,100.1
CHA,82,242.7,37.4,78.2,0.48,5.6,15.7,0.36,31.8,62.5,0.51,20.5,27.8,0.74,11.5,32.5,44.0,22.9,7.0,5.4,17.9,23.5,100.9
PHI,82,242.7,37.8,81.7,0.46,6.1,17.3,0.35,31.7,64.4,0.49,19.6,25.7,0.76,11.9,30.9,42.8,23.0,7.7,4.7,15.5,23.1,101.3
ALT,82,242.4,37.5,78.5,0.48,5.4,14.7,0.37,32.1,63.8,0.5,21.6,28.9,0.74,12.0,28.5,40.4,20.6,7.3,5.1,15.0,22.6,102.0
NYK,82,243.0,36.2,77.5,0.47,6.9,18.2,0.38,29.3,59.3,0.49,22.8,30.2,0.75,10.8,27.8,38.6,21.3,8.2,5.3,14.1,25.4,102.0
PHO,82,243.4,39.5,87.1,0.45,6.3,17.4,0.36,33.3,69.7,0.48,17.4,23.9,0.73,12.5,33.4,45.9,18.9,7.2,3.4,14.9,19.8,102.8
TOR,82,243.4,38.6,78.6,0.49,6.2,16.6,0.37,32.4,62.0,0.52,20.7,27.6,0.75,10.2,31.0,41.1,23.6,6.3,4.4,14.2,22.4,104.0
SEA,82,241.8,39.0,80.4,0.48,6.6,17.6,0.38,32.4,62.8,0.52,20.9,27.5,0.76,12.2,28.2,40.5,24.1,7.3,4.9,14.6,22.2,105.6
