SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1985,5,CHI,Michael Jordan,21,4,171,24.7,0.56,0.1,0.74,4.7,12.6,8.4,31.3,3.2,1.5,12.7,28.7,,0.6,0.1,0.7,0.2,,7.6,1.9,9.5,0.5
1985,5,CHI,Orlando Woolridge,25,4,167,12.0,0.54,0.0,0.26,4.2,5.6,4.8,7.6,1.8,0.4,13.6,21.8,,0.1,0.0,0.1,0.04,,0.1,-2.0,-1.9,0.0
1985,5,CHI,Dave Greenwood,27,4,139,12.1,0.59,0.0,0.36,8.3,20.3,13.9,5.0,2.1,1.9,17.8,11.8,,0.1,0.1,0.2,0.08,,0.3,1.0,1.3,0.1
1985,5,CHI,Quintin Dailey,24,4,129,12.2,0.46,0.11,0.18,4.5,8.3,6.3,13.5,1.5,0.0,7.0,23.1,,0.1,0.0,0.1,0.03,,-0.1,-2.4,-2.4,0.0
1985,5,CHI,Wes Matthews,25,4,91,7.1,0.4,0.09,0.28,2.5,5.9,4.1,18.5,2.7,0.0,16.3,19.6,,-0.1,0.0,-0.1,-0.05,,-3.6,-1.7,-5.3,-0.1
1985,5,CHI,Jawann Oldham,27,4,91,5.8,0.47,0.0,0.0,10.2,20.7,15.0,4.4,3.3,5.0,42.3,11.8,,-0.2,0.1,-0.1,-0.05,,-6.2,2.6,-3.6,0.0
1985,5,CHI,Dave Corzine,28,4,77,16.6,0.7,0.0,0.29,13.5,22.7,17.8,6.0,1.3,0.8,17.5,15.4,,0.2,0.1,0.2,0.15,,2.2,0.8,3.0,0.1
1985,5,CHI,Sidney Green,24,3,54,19.8,0.54,0.0,0.46,21.4,12.4,17.3,6.1,0.0,1.2,3.4,22.9,,0.2,0.0,0.2,0.17,,3.7,-2.9,0.8,0.0
1985,5,CHI,Steve Johnson,27,3,22,4.6,0.38,0.0,0.29,15.8,12.2,14.1,12.2,0.0,0.0,20.2,18.6,,0.0,0.0,0.0,-0.07,,-4.5,-3.9,-8.4,0.0
1985,5,CHI,Caldwell Jones,34,2,18,17.6,0.83,0.17,0.0,6.4,29.8,17.3,0.0,0.0,3.6,14.3,16.1,,0.1,0.0,0.1,0.18,,-1.7,1.7,0.0,0.0
1985,5,CHI,Rod Higgins,25,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.02,,-2.5,-2.5,-4.9,0.0
