PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Micheal Ray Richardson,29,3,125,14.1,0.435,0.035,0.24600000000000002,3.4,11.6,7.5,36.1,1.5,0.0,11.2,23.0,,0.0,0.0,0.0,0.003,,0.9,-1.4,-0.5,0.0
Buck Williams,24,3,123,21.6,0.695,0.0,0.75,12.1,15.2,13.6,1.1,1.1,2.2,10.1,19.4,,0.4,0.1,0.5,0.19699999999999998,,4.3,-0.7,3.7,0.2
Albert King,25,3,105,15.8,0.526,0.018000000000000002,0.228,4.0,18.7,11.5,7.1,3.0,1.0,13.8,27.9,,-0.1,0.1,0.0,0.008,,-0.5,0.2,-0.3,0.0
Ron Brewer,29,3,93,9.9,0.537,0.033,0.267,1.1,4.5,2.8,6.9,1.5,0.0,8.2,15.8,,0.0,0.0,0.0,0.024,,-1.1,-1.2,-2.3,0.0
Mike Gminski,25,3,81,15.4,0.589,0.0,0.182,5.2,19.2,12.3,6.9,1.7,3.3,21.9,22.7,,-0.1,0.1,0.0,0.012,,-0.2,0.8,0.7,0.1
Darryl Dawkins,28,3,64,10.1,0.505,0.0,0.174,6.6,16.2,11.5,8.2,1.4,5.0,22.0,20.0,,-0.1,0.1,0.0,-0.032,,-3.7,1.0,-2.7,0.0
Kelvin Ransey,26,3,63,11.7,0.467,0.0,0.313,0.0,8.2,4.2,32.0,1.4,0.9,9.9,12.9,,0.1,0.0,0.1,0.062,,-0.8,0.1,-0.7,0.0
Mike O'Koren,26,3,34,5.8,0.381,0.0,0.28600000000000003,3.1,27.4,15.4,13.9,0.0,0.0,11.3,10.5,,0.0,0.0,0.0,-0.016,,-4.5,-0.6,-5.1,0.0
Jeff Turner,22,3,21,5.0,0.4,0.0,0.0,10.1,9.9,10.0,11.3,0.0,0.0,0.0,9.6,,0.0,0.0,0.0,0.028999999999999998,,-4.0,-1.4,-5.3,0.0
Darwin Cook,26,1,7,12.5,0.75,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,33.3,34.6,,0.0,0.0,0.0,-0.126,,-2.8,-3.6,-6.4,0.0
George Johnson,36,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022000000000000002,,-3.0,-2.3,-5.4,0.0
