PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Clyde Drexler,22,9,339,17.3,0.488,0.052000000000000005,0.336,8.2,9.3,8.7,30.7,3.2,1.5,15.9,21.0,,0.4,0.2,0.5,0.076,,3.0,1.7,4.7,0.6
Kiki Vandeweghe,26,9,311,17.8,0.585,0.044000000000000004,0.209,4.6,4.7,4.7,8.0,1.2,0.6,6.5,23.1,,0.8,-0.1,0.7,0.115,,3.0,-1.6,1.4,0.3
Kenny Carr,29,9,265,11.2,0.5589999999999999,0.011000000000000001,0.21100000000000002,11.7,17.0,14.2,4.9,0.5,0.4,18.1,18.6,,0.1,0.0,0.1,0.022000000000000002,,-2.2,-2.7,-4.8,-0.2
Sam Bowie,23,9,259,11.0,0.47100000000000003,0.0,0.424,6.4,26.1,15.8,9.4,0.7,4.7,14.6,12.3,,0.0,0.2,0.2,0.039,,-2.3,1.3,-1.0,0.1
Mychal Thompson,30,9,250,16.3,0.5379999999999999,0.0,0.48,10.3,21.2,15.5,7.4,1.3,2.8,13.3,22.2,,0.2,0.1,0.4,0.07200000000000001,,0.2,-0.6,-0.4,0.1
Darnell Valentine,25,9,244,16.5,0.5660000000000001,0.0,0.35200000000000004,2.5,5.1,3.8,30.3,3.1,0.0,17.1,19.6,,0.4,0.1,0.5,0.091,,1.2,0.5,1.7,0.2
Jim Paxson,27,9,212,15.0,0.52,0.099,0.23800000000000002,2.9,7.5,5.1,13.4,1.3,0.0,4.3,21.4,,0.4,0.0,0.4,0.084,,1.0,-1.4,-0.4,0.1
Steve Colter,22,9,166,14.1,0.509,0.147,0.107,2.5,8.2,5.2,30.0,1.4,0.0,11.3,20.8,,0.2,0.0,0.2,0.055,,0.1,-0.4,-0.3,0.1
Audie Norris,24,8,109,14.4,0.564,0.0,0.688,20.8,21.7,21.3,3.5,1.7,2.6,20.9,18.8,,0.0,0.1,0.1,0.047,,-1.7,-0.8,-2.5,0.0
Jerome Kersey,22,8,60,22.5,0.55,0.0,0.258,8.6,7.5,8.1,14.4,5.4,1.9,5.5,23.7,,0.2,0.1,0.2,0.17600000000000002,,3.2,4.0,7.2,0.1
Tom Scheffler,30,3,10,32.8,0.735,0.0,1.3330000000000002,31.0,22.6,27.0,0.0,4.7,0.0,17.4,22.4,,0.0,0.0,0.1,0.294,,7.9,-0.6,7.3,0.0
Bernard Thompson,22,2,10,5.6,0.17,0.0,0.4,10.3,22.6,16.2,20.8,0.0,5.8,0.0,22.9,,0.0,0.0,0.0,-0.138,,-3.6,-0.6,-4.3,0.0
