SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,27,SAS,Artis Gilmore,35,5,185,12.8,0.62,0.0,0.86,6.8,23.6,15.7,5.4,0.5,2.0,24.3,21.0,0.0,0.1,0.1,0.02,-1.2,-1.7,-2.9,0.0
1985,27,SAS,George Gervin,32,5,183,13.5,0.59,0.04,0.43,2.0,8.9,5.7,12.2,0.8,0.9,17.6,25.5,0.1,0.0,0.1,0.02,0.0,-2.4,-2.5,0.0
1985,27,SAS,Mike Mitchell,29,5,180,16.9,0.62,0.01,0.31,3.5,8.5,6.1,10.9,0.8,1.2,9.2,22.2,0.4,0.0,0.4,0.12,2.1,-1.2,0.9,0.1
1985,27,SAS,Johnny Moore,26,5,168,16.1,0.52,0.06,0.43,9.7,11.0,10.4,35.2,2.7,0.6,20.0,19.5,0.1,0.1,0.2,0.07,2.4,-0.3,2.1,0.2
1985,27,SAS,Marc Iavaroni,28,5,116,11.0,0.61,0.04,0.71,8.6,16.9,13.1,15.4,2.0,0.9,29.0,18.3,0.0,0.1,0.1,0.03,-2.5,1.1,-1.4,0.0
1985,27,SAS,John Paxson,24,5,114,14.7,0.56,0.21,0.21,0.0,4.8,2.6,27.3,2.0,0.0,9.8,18.3,0.2,0.0,0.2,0.08,1.8,-0.6,1.2,0.1
1985,27,SAS,Jeff Cook,28,5,98,13.2,0.6,0.06,1.39,7.7,25.6,17.2,5.3,2.3,3.3,17.1,14.6,0.1,0.1,0.2,0.11,-1.8,2.4,0.6,0.1
1985,27,SAS,Ozell Jones,24,5,73,6.0,0.62,0.0,0.55,8.6,17.9,13.6,7.3,0.6,2.9,33.9,11.6,-0.1,0.0,0.0,-0.02,-4.5,0.8,-3.6,0.0
1985,27,SAS,Billy Knight,32,5,45,11.9,0.53,0.27,0.0,8.3,7.3,7.8,9.8,2.0,0.0,11.8,15.5,0.0,0.0,0.0,0.04,1.6,-1.2,0.5,0.0
1985,27,SAS,David Thirdkill,24,5,22,-6.1,0.35,0.5,1.0,0.0,9.9,5.3,11.2,0.0,0.0,41.0,18.2,-0.1,0.0,-0.1,-0.27,-10.6,-4.4,-15.0,-0.1
1985,27,SAS,Gene Banks,25,1,10,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,66.7,12.3,-0.1,0.0,-0.1,-0.34,-14.8,-6.0,-20.8,0.0
1985,27,SAS,Linton Townes,25,2,6,36.3,0.5,0.12,0.0,41.7,18.2,29.1,0.0,0.0,0.0,0.0,54.6,0.0,0.0,0.0,0.14,7.5,-7.3,0.2,0.0
