PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Magic Johnson,25,19,687,22.3,0.599,0.031,0.522,3.3,16.8,10.7,48.0,2.1,0.3,21.5,20.0,,2.0,1.0,3.0,0.21,,5.5,1.1,6.6,1.5
James Worthy,23,19,626,19.7,0.6459999999999999,0.006999999999999999,0.41600000000000004,6.7,9.8,8.4,8.4,1.2,1.1,7.6,21.2,,2.0,0.6,2.6,0.19899999999999998,,3.7,-0.2,3.5,0.9
Kareem Abdul-Jabbar,37,19,610,22.1,0.602,0.0,0.34299999999999997,9.8,17.1,13.8,16.2,1.7,3.1,13.1,25.2,,1.5,1.0,2.5,0.19399999999999998,,3.8,1.6,5.4,1.2
Byron Scott,23,19,585,15.9,0.56,0.079,0.165,3.3,6.2,4.9,10.5,3.1,0.4,7.7,20.6,,0.9,0.8,1.7,0.136,,0.8,0.6,1.4,0.5
Michael Cooper,28,19,501,15.5,0.665,0.20600000000000002,0.413,2.9,12.8,8.3,20.5,1.9,0.9,19.5,14.3,,1.0,0.6,1.7,0.161,,1.8,1.7,3.4,0.7
Bob McAdoo,33,19,398,12.2,0.508,0.005,0.244,7.5,15.4,11.8,4.6,1.0,3.4,13.0,23.9,,-0.1,0.6,0.5,0.055,,-3.4,-1.1,-4.5,-0.3
Kurt Rambis,26,19,375,13.6,0.616,0.0,0.34600000000000003,13.4,23.3,18.8,4.9,2.1,1.3,16.9,11.6,,0.5,0.7,1.2,0.151,,0.3,0.9,1.2,0.3
Mike McGee,25,17,260,18.2,0.5920000000000001,0.127,0.29600000000000004,9.2,6.2,7.6,6.1,1.2,0.2,8.0,26.0,,0.6,0.2,0.8,0.151,,2.3,-2.5,-0.2,0.1
Larry Spriggs,25,16,230,11.0,0.546,0.026000000000000002,0.377,8.3,15.3,12.1,16.5,0.8,1.1,22.5,19.5,,0.0,0.3,0.3,0.053,,-1.9,-0.9,-2.8,0.0
Mitch Kupchak,30,16,197,9.9,0.598,0.019,0.415,6.7,18.8,13.3,2.9,0.5,1.9,13.8,14.3,,0.2,0.3,0.4,0.102,,-3.3,-0.1,-3.4,-0.1
Ronnie Lester,26,9,54,8.6,0.501,0.0,0.6,4.4,11.1,8.1,17.8,0.0,0.0,17.4,16.5,,0.0,0.0,0.1,0.057999999999999996,,-3.5,-2.8,-6.3,-0.1
Chuck Nevitt,25,7,37,9.7,0.39899999999999997,0.0,0.889,9.7,8.1,8.9,2.8,4.8,8.6,13.8,15.2,,0.0,0.1,0.1,0.069,,-7.1,4.2,-2.9,0.0
