Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,29.0,502,UTA,Utah Jazz,23.0,NBA,PF,49,0,6.9,1.2,2.8,0.444,0.0,0.0,0.0,1.2,2.7,0.451,0.444,0.6,0.8,0.732,0.4,1.0,1.5,0.1,0.1,0.0,0.4,1.2,3.1
1986,3.0,502,NJN,New Jersey Nets,27.0,NBA,PF,29,1,6.4,1.0,2.9,0.337,0.0,0.2,0.2,0.9,2.7,0.346,0.343,1.2,1.5,0.795,0.5,0.7,1.2,0.1,0.2,0.0,0.4,0.8,3.2
