Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,12,1077,IND,Indiana Pacers,22.0,NBA,SF,78.0,1765.0,14.7,0.54,0.2,0.31,8.8,16.0,12.5,8.8,1.8,2.6,12.8,16.4,,2.1,3.0,5.1,0.14,,-0.7,1.8,1.1,1.4
2007,12,1077,IND,Indiana Pacers,23.0,NBA,SF,82.0,2785.0,13.9,0.57,0.33,0.34,4.6,11.3,7.9,7.0,1.2,1.7,11.9,18.2,,3.9,2.6,6.5,0.11,,0.4,-0.1,0.2,1.5
2008,12,1077,IND,Indiana Pacers,24.0,NBA,SF,80.0,2876.0,16.7,0.57,0.35,0.31,3.4,15.2,9.2,9.6,1.6,2.2,11.1,23.2,,4.1,3.2,7.3,0.12,,1.3,0.1,1.4,2.5
2009,12,1077,IND,Indiana Pacers,25.0,NBA,SF,67.0,2424.0,21.8,0.58,0.35,0.36,2.2,13.4,7.7,13.1,1.4,3.0,10.0,29.6,,5.6,2.4,8.0,0.16,,4.9,-0.1,4.8,4.2
2010,12,1077,IND,Indiana Pacers,26.0,NBA,SF,62.0,2278.0,19.8,0.56,0.38,0.38,3.2,13.3,8.2,13.6,2.0,1.6,10.6,28.7,,3.5,2.7,6.2,0.13,,3.1,0.0,3.1,2.9
2011,12,1077,IND,Indiana Pacers,27.0,NBA,SF,79.0,2763.0,17.8,0.55,0.32,0.37,3.5,13.5,8.5,13.0,1.6,1.6,12.3,26.7,,3.7,3.2,6.9,0.12,,2.2,-0.1,2.1,2.9
2012,12,1077,IND,Indiana Pacers,28.0,NBA,SF,62.0,2062.0,18.6,0.54,0.34,0.31,4.3,12.3,8.4,9.7,1.6,1.5,9.3,25.9,,4.5,2.2,6.7,0.16,,3.5,-0.6,2.9,2.5
2013,12,1077,IND,Indiana Pacers,29.0,NBA,SF,5.0,74.0,4.0,0.35,0.29,0.23,4.6,8.9,6.8,6.9,1.4,1.0,9.4,26.2,,-0.2,0.1,-0.1,-0.08,,-6.3,-2.4,-8.7,-0.1
2014,31,1077,TOT,Total After Trade,30.0,NBA,SF,41.0,847.0,10.9,0.5,0.42,0.22,4.3,12.9,8.8,7.8,0.7,1.5,12.0,20.5,,0.1,1.2,1.3,0.07,,-1.3,-0.1,-1.4,0.1
2014,12,1077,IND,Indiana Pacers,30.0,NBA,SF,29.0,653.0,10.3,0.49,0.42,0.24,4.3,13.3,9.0,8.1,0.7,1.5,12.8,19.8,,0.0,1.0,1.0,0.08,,-1.4,0.4,-1.0,0.2
2014,13,1077,LAC,Los Angeles Clippers,30.0,NBA,SF,12.0,194.0,12.6,0.53,0.4,0.17,4.2,11.6,8.0,6.6,0.8,1.6,10.0,22.8,,0.1,0.2,0.3,0.07,,-1.0,-1.6,-2.6,0.0
2015,16,1077,MIA,Miami Heat,31.0,NBA,SF,30.0,613.0,8.6,0.53,0.52,0.23,4.0,11.5,7.8,4.4,1.1,0.8,11.9,15.5,,0.2,0.3,0.6,0.05,,-2.5,-1.3,-3.9,-0.3
