PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Jimmy Butler,23,12,490,14.4,0.575,0.322,0.478,2.2,13.7,7.8,10.7,1.7,1.0,10.3,15.0,,0.9,0.2,1.1,0.105,,0.8,1.7,2.5,0.5
Carlos Boozer,31,12,431,16.7,0.524,0.006,0.268,9.7,23.5,16.4,8.1,1.3,0.2,13.4,23.8,,0.4,0.2,0.6,0.063,,0.3,-0.7,-0.4,0.2
Joakim Noah,27,12,409,16.7,0.474,0.0,0.32799999999999996,15.1,19.5,17.2,11.7,1.3,5.3,15.0,18.5,,0.3,0.3,0.6,0.07400000000000001,,-0.3,1.2,0.9,0.3
Nate Robinson,28,12,404,15.6,0.539,0.39899999999999997,0.252,1.8,8.1,4.9,24.5,1.6,0.4,15.0,24.9,,0.5,0.0,0.5,0.06,,1.1,-0.7,0.4,0.2
Marco Belinelli,26,12,325,13.7,0.547,0.439,0.308,0.0,13.6,6.6,16.6,0.8,0.0,11.0,19.8,,0.5,0.0,0.5,0.079,,0.0,0.5,0.5,0.2
Luol Deng,27,5,224,8.3,0.39,0.214,0.11900000000000001,2.7,18.6,10.4,14.9,1.2,1.1,12.0,21.2,,-0.4,0.1,-0.3,-0.066,,-3.3,-0.8,-4.1,-0.1
Taj Gibson,27,12,206,12.3,0.515,0.03,0.33299999999999996,8.7,12.9,10.7,3.5,1.1,2.4,10.6,19.4,,0.2,0.1,0.3,0.059000000000000004,,-3.4,-0.1,-3.5,-0.1
Kirk Hinrich,32,4,162,12.7,0.521,0.297,0.37799999999999995,0.7,7.8,4.2,23.2,2.7,0.5,15.6,14.9,,0.2,0.1,0.2,0.064,,-1.5,2.2,0.7,0.1
Nazr Mohammed,35,12,114,20.0,0.522,0.0,0.171,14.6,20.0,17.2,6.7,1.0,5.1,6.4,19.5,,0.2,0.1,0.3,0.134,,0.2,1.3,1.6,0.1
Marquis Teague,19,8,72,4.4,0.294,0.294,0.0,0.0,5.3,2.6,26.0,1.5,1.2,10.5,12.5,,-0.1,0.0,-0.1,-0.049,,-5.7,0.8,-4.9,-0.1
Richard Hamilton,34,4,68,7.6,0.452,0.259,0.14800000000000002,0.0,5.6,2.7,13.0,0.8,2.5,14.8,23.5,,-0.1,0.0,-0.1,-0.067,,-1.3,0.3,-0.9,0.0
Daequan Cook,25,6,36,-9.2,0.15,0.8,0.0,0.0,10.5,5.1,16.3,1.5,0.0,28.6,18.4,,-0.2,0.0,-0.2,-0.309,,-12.6,-1.6,-14.2,-0.1
Vladimir Radmanović,32,1,10,53.8,1.5,1.0,0.0,0.0,0.0,0.0,24.4,11.0,0.0,25.0,18.9,,0.1,0.0,0.1,0.414,,24.5,14.9,39.4,0.1
Malcolm Thomas,24,3,6,31.8,0.35700000000000004,0.0,2.5,79.3,0.0,40.9,0.0,0.0,0.0,0.0,33.1,,0.0,0.0,0.0,0.079,,17.1,-12.6,4.5,0.0
