PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Jeff Green,26,6,258,14.7,0.5820000000000001,0.259,0.529,3.1,11.1,7.4,12.3,0.4,1.3,15.3,24.5,,0.3,0.3,0.6,0.113,,0.4,0.6,1.0,0.2
Paul Pierce,35,6,255,10.6,0.484,0.387,0.27399999999999997,2.1,13.0,8.0,29.1,1.1,1.0,21.2,30.1,,-0.6,0.4,-0.2,-0.03,,-1.2,-0.3,-1.6,0.0
Kevin Garnett,36,6,212,17.3,0.563,0.033,0.28300000000000003,5.6,37.9,23.2,22.4,1.3,2.5,22.0,20.8,,0.0,0.6,0.6,0.145,,-0.7,4.1,3.4,0.3
Brandon Bass,27,6,204,9.3,0.562,0.0,0.517,5.2,17.3,11.8,6.7,0.5,0.4,12.3,10.1,,0.2,0.3,0.5,0.12,,-2.2,1.3,-0.8,0.1
Avery Bradley,22,6,191,6.7,0.457,0.19,0.095,2.1,5.8,4.1,8.5,3.2,0.5,20.1,14.6,,-0.3,0.3,0.0,0.009000000000000001,,-4.6,2.6,-2.0,0.0
Jason Terry,35,6,189,14.8,0.612,0.63,0.204,0.0,7.6,4.1,13.9,1.2,0.9,7.8,17.2,,0.3,0.3,0.6,0.147,,1.9,1.6,3.5,0.3
Jordan Crawford,24,5,59,1.6,0.377,0.522,0.087,0.0,5.6,3.1,0.0,1.9,0.0,11.2,23.2,,-0.2,0.1,-0.2,-0.135,,-5.3,-1.6,-6.9,-0.1
Terrence Williams,25,5,48,0.6,0.23,0.3,0.2,2.7,20.7,12.5,23.1,0.0,1.8,26.9,15.8,,-0.2,0.1,-0.1,-0.13,,-7.4,-0.5,-7.9,-0.1
Courtney Lee,27,4,39,6.6,0.444,0.4,0.8,0.0,5.6,3.1,4.6,2.8,0.0,0.0,8.8,,0.0,0.1,0.1,0.091,,-4.7,2.6,-2.1,0.0
Chris Wilcox,30,2,6,5.0,,,,0.0,36.7,20.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.10300000000000001,,-3.9,0.4,-3.4,0.0
Shavlik Randolph,29,1,3,8.7,,,,0.0,100.0,60.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.254,,-8.0,5.0,-3.0,0.0
