Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
493,Wendell Carter Jr.,"April 16, 1999",105,105,27.07,4.4,8.4,0.52,0.17,0.77,0.22,4.2,7.6,0.55,0.53,2.5,3.37,0.74,2.37,5.53,7.93,1.77,0.67,0.93,1.7,3.47,11.47
