SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2007,19,NOK,Desmond Mason,29,75,75,2575,8.4,18.6,0.45,0.0,0.0,,8.4,18.6,0.45,4.4,6.7,0.66,2.6,4.6,7.1,2.4,1.1,0.5,4.0,3.6,21.2,,95,109
2007,19,NOK,Tyson Chandler,24,73,73,2525,6.2,9.9,0.62,0.0,0.0,0.0,6.2,9.8,0.62,2.2,4.2,0.53,6.7,12.3,19.0,1.4,0.8,2.7,2.7,5.1,14.5,,117,103
2007,19,NOK,Chris Paul,21,64,64,2353,8.6,19.7,0.44,1.1,3.2,0.35,7.5,16.5,0.46,6.6,8.1,0.82,1.2,5.1,6.3,12.9,2.7,0.1,3.6,3.5,25.0,,116,106
2007,19,NOK,Rasual Butler,27,81,38,2223,7.5,18.9,0.4,3.2,8.7,0.37,4.3,10.2,0.42,1.3,2.1,0.64,1.0,5.1,6.1,1.5,1.0,1.3,1.6,3.5,19.6,,102,108
2007,19,NOK,David West,26,52,52,1900,10.6,22.2,0.48,0.2,0.7,0.32,10.3,21.5,0.48,5.2,6.4,0.82,3.5,8.3,11.9,3.2,1.2,1.1,2.7,4.0,26.6,,110,106
2007,19,NOK,Jannero Pargo,27,82,7,1710,8.8,21.5,0.41,2.5,6.5,0.39,6.3,15.0,0.42,3.2,3.8,0.85,0.6,5.0,5.6,6.3,1.6,0.1,3.8,3.8,23.4,,100,108
2007,19,NOK,Devin Brown,28,58,49,1662,7.5,17.8,0.42,2.6,7.3,0.36,4.9,10.5,0.46,3.9,5.0,0.79,1.8,6.3,8.0,4.8,1.4,0.3,2.9,4.4,21.4,,109,108
2007,19,NOK,Bobby Jackson,33,56,2,1330,8.2,20.7,0.39,2.2,6.6,0.33,6.0,14.1,0.42,5.2,6.7,0.77,1.7,5.4,7.1,5.6,2.0,0.2,3.1,3.9,23.7,,104,107
2007,19,NOK,Marc Jackson,32,56,25,1025,8.3,20.1,0.41,0.0,0.1,0.0,8.3,20.1,0.41,4.7,5.3,0.87,3.2,6.7,10.0,3.0,1.1,0.4,3.4,4.6,21.2,,97,108
2007,19,NOK,Linton Johnson,26,54,0,720,6.9,14.0,0.49,0.7,2.2,0.33,6.1,11.8,0.52,2.2,2.7,0.81,3.8,8.2,12.0,1.3,2.4,1.3,2.0,7.5,16.7,,111,103
2007,19,NOK,Hilton Armstrong,22,56,5,634,5.7,10.5,0.54,0.0,0.0,,5.7,10.5,0.54,3.4,5.6,0.6,4.9,7.6,12.5,0.8,1.0,2.2,2.9,6.6,14.8,,106,105
2007,19,NOK,Cedric Simmons,21,43,4,534,5.5,13.2,0.42,0.0,0.0,,5.5,13.2,0.42,1.6,3.3,0.48,4.4,6.3,10.7,1.2,0.8,2.3,2.2,7.5,12.6,,92,107
2007,19,NOK,Peja Stojakovic,29,13,13,425,10.4,24.5,0.42,4.3,10.5,0.4,6.1,14.0,0.44,3.9,4.8,0.82,1.4,5.4,6.8,1.4,1.0,0.5,2.4,3.6,28.9,,108,109
2007,19,NOK,Brandon Bass,21,21,3,162,4.9,14.4,0.34,0.0,0.3,0.0,4.9,14.1,0.35,3.9,5.3,0.75,4.3,9.9,14.1,1.0,0.7,1.0,3.3,5.3,13.8,,86,106
2007,19,NOK,Marcus Vinicius,22,13,0,103,3.6,7.7,0.47,1.5,3.6,0.43,2.1,4.1,0.5,2.6,3.6,0.71,1.0,4.6,5.7,2.6,1.0,0.5,3.1,5.2,11.4,,102,109
