Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2008,9,2780,DET,Detroit Pistons,Rodney Stuckey,"April 21, 1986",21.0,NBA,PG,57.0,2.0,1081.0,7.8,19.4,0.4,0.2,0.8,0.19,7.6,18.6,0.41,6.5,7.9,0.81,1.6,4.9,6.6,8.1,2.5,0.3,4.0,5.7,22.2,101.0,103.0
2009,9,2780,DET,Detroit Pistons,Rodney Stuckey,"April 21, 1986",22.0,NBA,PG,79.0,65.0,2517.0,8.8,20.1,0.44,0.5,1.7,0.3,8.3,18.4,0.45,5.1,6.4,0.8,1.5,4.5,6.0,8.5,1.7,0.2,3.8,4.8,23.3,104.0,110.0
2010,9,2780,DET,Detroit Pistons,Rodney Stuckey,"April 21, 1986",23.0,NBA,PG,73.0,67.0,2499.0,9.7,24.1,0.4,0.4,1.7,0.23,9.3,22.3,0.42,6.5,7.8,0.83,1.5,4.6,6.1,7.5,2.2,0.3,3.5,4.4,26.4,103.0,112.0
2011,9,2780,DET,Detroit Pistons,Rodney Stuckey,"April 21, 1986",24.0,NBA,PG,70.0,54.0,2183.0,9.0,20.4,0.44,0.6,2.2,0.29,8.3,18.2,0.46,8.1,9.4,0.87,1.7,3.6,5.3,8.9,1.9,0.2,3.8,4.4,26.7,112.0,114.0
2012,9,2780,DET,Detroit Pistons,Rodney Stuckey,"April 21, 1986",25.0,NBA,SG,55.0,48.0,1644.0,8.4,19.5,0.43,1.1,3.4,0.32,7.3,16.1,0.45,8.7,10.5,0.83,1.2,3.4,4.6,6.9,1.4,0.3,3.5,4.1,26.6,112.0,109.0
2013,9,2780,DET,Detroit Pistons,Rodney Stuckey,"April 21, 1986",26.0,NBA,SG,76.0,24.0,2171.0,7.4,18.2,0.41,1.3,4.4,0.3,6.1,13.8,0.44,5.2,6.6,0.78,1.0,4.1,5.2,6.6,1.2,0.4,3.3,3.1,21.3,103.0,111.0
2014,9,2780,DET,Detroit Pistons,Rodney Stuckey,"April 21, 1986",27.0,NBA,SG,73.0,5.0,1950.0,9.6,22.1,0.44,0.6,2.3,0.27,9.0,19.8,0.46,6.3,7.6,0.84,1.0,3.4,4.4,3.9,1.4,0.3,3.2,3.4,26.2,105.0,113.0
2015,12,2780,IND,Indiana Pacers,Rodney Stuckey,"April 21, 1986",28.0,NBA,PG,71.0,36.0,1874.0,9.1,20.7,0.44,1.5,3.9,0.39,7.6,16.9,0.45,4.9,5.9,0.82,1.0,5.8,6.8,6.0,1.5,0.3,3.2,3.6,24.6,104.0,105.0
2016,12,2780,IND,Indiana Pacers,Rodney Stuckey,"April 21, 1986",29.0,NBA,PG,58.0,1.0,1275.0,7.1,17.3,0.41,0.8,3.2,0.24,6.3,14.0,0.45,5.1,6.2,0.83,0.7,5.3,6.1,5.5,1.7,0.3,3.0,3.0,20.1,101.0,105.0
2017,12,2780,IND,Indiana Pacers,Rodney Stuckey,"April 21, 1986",30.0,NBA,PG,39.0,0.0,696.0,6.5,17.5,0.37,1.4,4.3,0.32,5.2,13.2,0.39,5.8,7.7,0.75,0.4,5.6,6.0,6.0,1.2,0.0,3.8,3.2,20.2,94.0,112.0
