Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,22.0,BOS,NBA,SF,81.0,5.0,1535.0,5.7,12.3,0.459,0.5,1.6,0.329,5.1,10.7,0.479,3.3,4.3,0.755,1.7,3.4,5.2,3.0,1.8,0.7,2.9,5.4,15.1
1993,23.0,BOS,NBA,SF,71.0,14.0,1082.0,6.1,12.6,0.484,0.1,0.8,0.174,6.0,11.9,0.504,2.7,3.4,0.802,1.8,3.5,5.3,3.8,2.0,0.7,2.6,4.4,15.1
1994,24.0,BOS,NBA,SF,82.0,53.0,2096.0,5.8,12.5,0.467,0.6,1.7,0.33,5.3,10.8,0.489,3.0,4.0,0.757,1.8,4.3,6.1,3.7,1.4,0.9,2.7,4.2,15.2
1995,25.0,BOS,NBA,SF,53.0,7.0,1039.0,5.9,12.2,0.481,1.1,2.6,0.413,4.8,9.6,0.5,3.3,4.3,0.772,2.1,3.3,5.4,4.8,1.8,0.7,2.7,5.3,16.1
1996,26.0,BOS,NBA,SF,81.0,81.0,2588.0,5.9,12.9,0.454,1.4,3.8,0.364,4.5,9.1,0.491,2.7,3.5,0.772,2.2,4.1,6.3,5.1,1.6,0.6,3.0,4.0,15.8
1997,27.0,BOS,NBA,SF,76.0,75.0,2650.0,5.9,12.9,0.456,1.4,3.8,0.363,4.5,9.1,0.494,2.8,3.6,0.787,1.5,3.8,5.4,3.9,2.3,0.5,2.4,3.8,15.9
1998,28.0,LAL,NBA,SF,82.0,82.0,2709.0,4.8,10.2,0.471,1.1,3.5,0.325,3.7,6.7,0.547,2.3,3.1,0.743,1.0,3.7,4.8,3.7,1.3,0.6,2.7,4.1,13.1
1999,29.0,LAL,NBA,SF,44.0,1.0,944.0,5.6,12.6,0.448,1.2,3.6,0.337,4.4,9.0,0.494,2.5,3.4,0.742,1.0,2.4,3.4,3.4,1.1,0.4,2.1,4.3,15.0
2001,31.0,LAL,NBA,SF,82.0,77.0,2291.0,4.5,10.2,0.444,1.9,4.7,0.393,2.7,5.4,0.488,1.5,1.9,0.779,1.3,3.8,5.1,4.1,1.1,0.5,2.1,3.5,12.4
2002,32.0,LAL,NBA,SF,82.0,82.0,2289.0,4.0,9.5,0.421,1.0,3.3,0.313,3.0,6.2,0.479,1.1,1.3,0.824,1.4,4.7,6.1,4.5,1.1,0.3,2.1,3.8,10.1
2003,33.0,LAL,NBA,SF,76.0,75.0,2181.0,4.3,10.3,0.422,1.7,4.6,0.375,2.6,5.6,0.46,0.9,1.1,0.754,1.1,4.3,5.3,4.2,1.1,0.2,2.0,3.5,11.2
2004,34.0,LAL,NBA,SF,38.0,34.0,846.0,3.1,7.9,0.392,0.6,2.6,0.246,2.5,5.3,0.464,0.9,1.3,0.733,1.2,3.1,4.3,4.2,1.2,0.2,2.0,4.2,7.8
