Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2010,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",20.0,NBA,SG,77.0,65.0,1664.0,255.0,512.0,0.5,4.0,16.0,0.25,251.0,496.0,0.51,0.5,148.0,194.0,0.76,66.0,157.0,223.0,53.0,43.0,18.0,62.0,176.0,662.0,,0.0
2011,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",21.0,NBA,SG,82.0,82.0,2851.0,539.0,1154.0,0.47,5.0,52.0,0.1,534.0,1102.0,0.48,0.47,327.0,402.0,0.81,75.0,240.0,315.0,148.0,85.0,31.0,144.0,217.0,1410.0,,0.0
2012,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",22.0,NBA,SG,63.0,63.0,2206.0,381.0,903.0,0.42,24.0,92.0,0.26,357.0,811.0,0.44,0.44,268.0,331.0,0.81,40.0,171.0,211.0,128.0,48.0,17.0,123.0,162.0,1054.0,,0.0
2013,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",23.0,NBA,SG,82.0,82.0,3013.0,548.0,1231.0,0.44,34.0,120.0,0.28,514.0,1111.0,0.46,0.46,355.0,427.0,0.83,48.0,272.0,320.0,204.0,76.0,24.0,151.0,173.0,1485.0,,0.0
2014,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",24.0,NBA,SG,79.0,79.0,3017.0,604.0,1407.0,0.43,64.0,210.0,0.3,540.0,1197.0,0.45,0.45,519.0,630.0,0.82,51.0,292.0,343.0,313.0,86.0,28.0,176.0,197.0,1791.0,,0.0
2015,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",25.0,NBA,SG,60.0,60.0,2100.0,409.0,990.0,0.41,25.0,88.0,0.28,384.0,902.0,0.43,0.43,361.0,434.0,0.83,41.0,236.0,277.0,210.0,73.0,11.0,137.0,122.0,1204.0,,0.0
2016,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",26.0,NBA,SG,78.0,78.0,2804.0,614.0,1377.0,0.45,47.0,139.0,0.34,567.0,1238.0,0.46,0.46,555.0,653.0,0.85,64.0,285.0,349.0,315.0,81.0,21.0,175.0,167.0,1830.0,,0.0
2017,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",27.0,NBA,SG,74.0,74.0,2620.0,721.0,1545.0,0.47,33.0,124.0,0.27,688.0,1421.0,0.48,0.48,545.0,647.0,0.84,70.0,316.0,386.0,290.0,78.0,13.0,180.0,134.0,2020.0,,0.0
2018,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",28.0,NBA,SG,80.0,80.0,2711.0,645.0,1413.0,0.46,89.0,287.0,0.31,556.0,1126.0,0.49,0.49,461.0,559.0,0.82,59.0,256.0,315.0,417.0,85.0,22.0,175.0,151.0,1840.0,,0.0
2019,27,715,SAS,San Antonio Spurs,DeMar DeRozan,"August 7, 1989",29.0,NBA,SG,77.0,77.0,2688.0,631.0,1313.0,0.48,7.0,45.0,0.16,624.0,1268.0,0.49,0.48,366.0,441.0,0.83,54.0,408.0,462.0,475.0,86.0,36.0,199.0,177.0,1635.0,,1.0
2020,27,715,SAS,San Antonio Spurs,DeMar DeRozan,"August 7, 1989",30.0,NBA,SF,68.0,68.0,2316.0,557.0,1049.0,0.53,9.0,35.0,0.26,548.0,1014.0,0.54,0.54,381.0,451.0,0.84,44.0,331.0,375.0,380.0,70.0,20.0,164.0,180.0,1504.0,,0.0
2021,27,715,SAS,San Antonio Spurs,DeMar DeRozan,"August 7, 1989",31.0,NBA,PF,20.0,20.0,673.0,135.0,275.0,0.49,13.0,37.0,0.35,122.0,238.0,0.51,0.52,118.0,134.0,0.88,16.0,84.0,100.0,132.0,17.0,8.0,34.0,41.0,401.0,,0.0
