SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2020,26,SAC,Buddy Hield,27.0,72.0,2216.0,0.43,0.48,0.39,0.55,0.85,0.57,0.12,0.59,93.0,91.0,110.0,103.0,109.0,100.0,45.0,154.0,38.0,2.0
2020,26,SAC,De'Aaron Fox,22.0,51.0,1634.0,0.48,0.54,0.29,0.51,0.7,0.56,0.42,0.23,104.0,102.0,82.0,97.0,91.0,99.0,161.0,59.0,-26.0,-13.5
2020,26,SAC,Harrison Barnes,27.0,72.0,2482.0,0.46,0.5,0.38,0.52,0.8,0.57,0.34,0.34,100.0,96.0,106.0,99.0,104.0,102.0,129.0,88.0,-6.7,17.7
2020,26,SAC,Bogdan Bogdanovic,27.0,61.0,1766.0,0.44,0.53,0.37,0.55,0.74,0.57,0.15,0.58,96.0,102.0,104.0,103.0,96.0,100.0,58.0,150.0,27.8,1.2
2020,26,SAC,Nemanja Bjelica,31.0,72.0,2011.0,0.48,0.54,0.42,0.58,0.82,0.6,0.13,0.49,105.0,103.0,117.0,110.0,106.0,107.0,49.0,128.0,71.4,51.7
2020,26,SAC,Richaun Holmes,26.0,44.0,1242.0,0.65,0.65,,0.65,0.79,0.68,0.34,0.0,141.0,124.0,,123.0,102.0,121.0,132.0,,82.2,91.8
2020,26,SAC,Cory Joseph,28.0,72.0,1759.0,0.42,0.46,0.35,0.48,0.86,0.52,0.17,0.39,90.0,87.0,98.0,91.0,111.0,92.0,65.0,100.0,-37.8,-42.1
2020,26,SAC,Harry Giles,21.0,46.0,667.0,0.55,0.56,0.0,0.55,0.78,0.58,0.2,0.01,120.0,107.0,,105.0,100.0,103.0,75.0,2.0,12.5,8.2
2020,26,SAC,Kent Bazemore,30.0,25.0,577.0,0.42,0.44,0.38,0.49,0.73,0.53,0.36,0.35,91.0,83.0,107.0,92.0,95.0,94.0,139.0,91.0,-18.0,-15.2
2020,26,SAC,Yogi Ferrell,26.0,50.0,530.0,0.42,0.5,0.3,0.48,0.86,0.53,0.22,0.42,91.0,96.0,85.0,92.0,111.0,93.0,86.0,109.0,-16.8,-15.2
2020,26,SAC,Trevor Ariza,34.0,32.0,791.0,0.39,0.49,0.35,0.52,0.78,0.54,0.16,0.74,84.0,93.0,98.0,98.0,101.0,96.0,63.0,193.0,-3.5,-7.8
2020,26,SAC,Marvin Bagley III,20.0,13.0,334.0,0.47,0.51,0.18,0.48,0.81,0.51,0.19,0.13,102.0,97.0,51.0,91.0,104.0,91.0,71.0,34.0,-16.6,-19.0
2020,26,SAC,Dewayne Dedmon,30.0,34.0,541.0,0.4,0.55,0.2,0.44,0.82,0.48,0.16,0.42,88.0,105.0,55.0,84.0,106.0,85.0,63.0,108.0,-28.9,-32.0
2020,26,SAC,Alex Len,26.0,15.0,225.0,0.59,0.59,0.67,0.61,0.71,0.64,0.41,0.05,129.0,113.0,186.0,115.0,92.0,113.0,156.0,13.0,9.6,10.4
2020,26,SAC,Justin James,23.0,36.0,232.0,0.42,0.47,0.31,0.47,0.48,0.48,0.25,0.34,91.0,90.0,87.0,89.0,62.0,85.0,96.0,90.0,-9.8,-16.3
2020,26,SAC,Jabari Parker,24.0,6.0,80.0,0.58,0.62,0.25,0.6,0.89,0.64,0.25,0.11,127.0,119.0,70.0,113.0,115.0,113.0,96.0,29.0,4.9,5.9
2020,26,SAC,DaQuan Jeffries,22.0,13.0,141.0,0.5,0.68,0.28,0.56,0.83,0.59,0.15,0.45,109.0,130.0,78.0,106.0,108.0,104.0,58.0,117.0,2.7,1.8
2020,26,SAC,Wenyen Gabriel,22.0,11.0,61.0,0.35,0.56,0.12,0.38,0.6,0.44,0.59,0.47,77.0,106.0,35.0,72.0,78.0,79.0,226.0,123.0,-5.0,-5.2
2020,26,SAC,Anthony Tolliver,34.0,9.0,82.0,0.18,0.5,0.13,0.24,0.5,0.25,0.12,0.88,38.0,95.0,37.0,44.0,65.0,45.0,45.0,230.0,-10.0,-11.2
2020,26,SAC,Eric Mika,25.0,1.0,19.0,0.67,0.67,,0.67,1.0,0.77,0.67,0.0,145.0,127.0,,126.0,129.0,137.0,256.0,,0.8,1.6
2020,26,SAC,Corey Brewer,33.0,5.0,33.0,0.5,0.67,0.0,0.5,0.33,0.47,0.75,0.25,109.0,127.0,,95.0,43.0,83.0,288.0,65.0,-0.2,-1.0
2020,26,SAC,Caleb Swanigan,22.0,7.0,23.0,0.5,0.5,,0.5,0.5,0.51,0.5,0.0,109.0,95.0,,95.0,65.0,91.0,192.0,,-0.2,-0.5
2020,26,SAC,Kyle Guy,22.0,3.0,10.0,0.4,1.0,0.0,0.4,,0.4,0.0,0.6,87.0,191.0,,76.0,,71.0,,156.0,-1.3,-1.6
2020,26,SAC,Team,,,,0.47,0.53,0.37,0.54,0.77,0.57,0.23,0.39,102.0,101.0,104.0,102.0,100.0,101.0,87.0,101.0,120.1,67.3
2020,26,SAC,League Average,,,,0.46,0.52,0.36,0.53,0.77,0.56,0.26,0.38,,,,,,,,,,
