SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2020,20,NYK,Julius Randle,25.0,64.0,2080.0,0.46,0.52,0.28,0.49,0.73,0.54,0.35,0.23,100.0,98.0,77.0,93.0,95.0,95.0,134.0,60.0,-74.0,-63.1
2020,20,NYK,Marcus Morris,30.0,43.0,1387.0,0.44,0.44,0.44,0.53,0.82,0.58,0.31,0.42,96.0,85.0,123.0,101.0,107.0,103.0,120.0,108.0,5.3,24.3
2020,20,NYK,RJ Barrett,19.0,56.0,1704.0,0.4,0.43,0.32,0.44,0.61,0.48,0.35,0.27,87.0,82.0,89.0,84.0,79.0,85.0,134.0,71.0,-121.9,-144.3
2020,20,NYK,Bobby Portis,24.0,66.0,1393.0,0.45,0.49,0.36,0.51,0.76,0.53,0.16,0.32,98.0,94.0,100.0,96.0,99.0,94.0,61.0,83.0,-26.0,-43.5
2020,20,NYK,Mitchell Robinson,21.0,61.0,1412.0,0.74,0.74,,0.74,0.57,0.73,0.43,0.0,161.0,142.0,,140.0,73.0,129.0,167.0,,145.3,131.3
2020,20,NYK,Elfrid Payton,25.0,45.0,1246.0,0.44,0.48,0.2,0.46,0.57,0.47,0.2,0.16,95.0,92.0,57.0,86.0,74.0,83.0,75.0,41.0,-65.4,-90.7
2020,20,NYK,Kevin Knox,20.0,65.0,1166.0,0.36,0.39,0.33,0.44,0.65,0.47,0.25,0.5,78.0,75.0,91.0,83.0,85.0,83.0,97.0,129.0,-71.1,-84.1
2020,20,NYK,Taj Gibson,34.0,62.0,1025.0,0.58,0.6,0.29,0.59,0.73,0.61,0.2,0.05,127.0,114.0,80.0,112.0,95.0,108.0,75.0,13.0,35.5,28.2
2020,20,NYK,Frank Ntilikina,21.0,57.0,1187.0,0.39,0.44,0.32,0.46,0.86,0.5,0.18,0.41,86.0,85.0,90.0,87.0,112.0,88.0,68.0,107.0,-46.2,-48.4
2020,20,NYK,Damyean Dotson,25.0,48.0,836.0,0.41,0.48,0.36,0.52,0.67,0.53,0.11,0.56,90.0,92.0,101.0,97.0,86.0,93.0,44.0,146.0,-7.7,-22.9
2020,20,NYK,Reggie Bullock,28.0,29.0,684.0,0.4,0.47,0.33,0.48,0.81,0.5,0.09,0.5,87.0,90.0,93.0,92.0,105.0,89.0,36.0,129.0,-19.9,-29.4
2020,20,NYK,Dennis Smith Jr.,22.0,34.0,537.0,0.34,0.36,0.3,0.38,0.51,0.4,0.25,0.26,74.0,68.0,83.0,72.0,66.0,71.0,97.0,67.0,-63.2,-77.7
2020,20,NYK,Wayne Ellington,32.0,36.0,558.0,0.35,0.36,0.35,0.49,0.85,0.51,0.08,0.82,76.0,68.0,98.0,93.0,109.0,90.0,29.0,214.0,-12.0,-20.0
2020,20,NYK,Allonzo Trier,24.0,24.0,291.0,0.48,0.6,0.36,0.57,0.79,0.62,0.41,0.5,105.0,115.0,100.0,108.0,102.0,110.0,156.0,130.0,8.9,13.9
2020,20,NYK,Maurice Harkless,26.0,12.0,286.0,0.46,0.56,0.28,0.51,0.62,0.54,0.36,0.38,99.0,107.0,78.0,96.0,81.0,95.0,140.0,99.0,-2.8,-4.5
2020,20,NYK,Kadeem Allen,27.0,10.0,117.0,0.43,0.5,0.31,0.49,0.64,0.51,0.25,0.36,94.0,95.0,87.0,92.0,82.0,91.0,96.0,95.0,-3.5,-5.2
2020,20,NYK,Ignas Brazdeikis,21.0,9.0,53.0,0.27,0.38,0.11,0.3,0.8,0.35,0.23,0.41,59.0,73.0,31.0,56.0,104.0,62.0,87.0,107.0,-10.3,-10.3
2020,20,NYK,Team,,,,0.45,0.5,0.32,0.5,0.68,0.52,0.26,0.3,97.0,96.0,90.0,94.0,87.0,93.0,98.0,79.0,-331.5,-466.3
2020,20,NYK,League Average,,,,0.46,0.52,0.36,0.53,0.77,0.56,0.26,0.38,,,,,,,,,,
