Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2003,16,MIA,Miami Heat,Caron Butler,22.0,78.0,2858.0,0.42,0.43,0.32,0.43,0.82,0.5,0.36,0.1,94.0,92.0,91.0,91.0,109.0,97.0,120.0,57.0,-86.1,-42.3
2003,16,MIA,Miami Heat,Eddie Jones,31.0,47.0,1789.0,0.42,0.43,0.41,0.49,0.82,0.55,0.33,0.35,96.0,93.0,116.0,104.0,108.0,106.0,111.0,193.0,27.9,49.2
2003,16,MIA,Miami Heat,Brian Grant,30.0,82.0,2641.0,0.51,0.51,,0.51,0.77,0.55,0.3,0.0,115.0,110.0,,107.0,102.0,106.0,100.0,,47.3,50.1
2003,16,MIA,Miami Heat,Malik Allen,24.0,80.0,2318.0,0.42,0.43,0.0,0.42,0.8,0.46,0.15,0.0,96.0,92.0,,89.0,106.0,88.0,51.0,3.0,-78.7,-108.9
2003,16,MIA,Miami Heat,Mike James,27.0,78.0,1722.0,0.37,0.42,0.29,0.43,0.73,0.47,0.24,0.39,84.0,91.0,84.0,91.0,97.0,90.0,80.0,214.0,-51.4,-65.5
2003,16,MIA,Miami Heat,Travis Best,30.0,72.0,1807.0,0.4,0.41,0.33,0.43,0.85,0.47,0.21,0.19,90.0,89.0,95.0,90.0,113.0,91.0,70.0,103.0,-54.5,-58.8
2003,16,MIA,Miami Heat,Rasual Butler,23.0,72.0,1514.0,0.36,0.39,0.29,0.41,0.73,0.44,0.18,0.3,82.0,85.0,84.0,86.0,96.0,84.0,60.0,165.0,-78.1,-101.7
2003,16,MIA,Miami Heat,Vladimir Stepania,26.0,79.0,1594.0,0.43,0.43,,0.43,0.53,0.45,0.31,0.0,98.0,94.0,,91.0,70.0,87.0,104.0,,-34.7,-63.8
2003,16,MIA,Miami Heat,Eddie House,24.0,55.0,1025.0,0.39,0.42,0.3,0.43,0.86,0.45,0.08,0.27,88.0,91.0,86.0,90.0,114.0,86.0,27.0,149.0,-40.8,-66.6
2003,16,MIA,Miami Heat,LaPhonso Ellis,32.0,55.0,784.0,0.38,0.47,0.25,0.43,0.76,0.48,0.25,0.41,86.0,102.0,72.0,91.0,100.0,92.0,83.0,225.0,-21.3,-25.3
2003,16,MIA,Miami Heat,Anthony Carter,27.0,49.0,912.0,0.36,0.37,0.0,0.36,0.66,0.39,0.22,0.03,81.0,80.0,,75.0,87.0,75.0,71.0,19.0,-54.8,-65.9
2003,16,MIA,Miami Heat,Sean Lampley,23.0,35.0,487.0,0.43,0.45,0.0,0.43,0.7,0.51,0.64,0.03,98.0,97.0,,92.0,92.0,99.0,210.0,17.0,-10.3,-2.5
2003,16,MIA,Miami Heat,Sean Marks,27.0,23.0,223.0,0.37,0.38,0.0,0.37,0.67,0.41,0.25,0.02,84.0,82.0,,79.0,88.0,79.0,84.0,9.0,-11.9,-14.1
2003,16,MIA,Miami Heat,Ken Johnson,24.0,16.0,156.0,0.4,0.4,,0.4,0.33,0.4,0.16,0.0,92.0,88.0,,86.0,44.0,78.0,54.0,,-5.1,-9.2
2003,16,MIA,Miami Heat,Team,,,,0.41,0.43,0.32,0.44,0.76,0.48,0.26,0.17,93.0,93.0,91.0,93.0,101.0,93.0,86.0,93.0,-452.6,-525.3
2003,16,MIA,Miami Heat,League Average,,,,0.44,0.46,0.35,0.47,0.76,0.52,0.3,0.18,,,,,,,,,,
