Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2706,53.0,5.0,688.0,4.6,13.3,0.35,1.05,2.35,0.45,3.6,10.9,0.33,1.6,2.0,0.8,3.9,8.1,11.95,2.5,1.05,0.95,3.45,5.6,11.85,84.5,106.0
