Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,31.0,897,TOT,Total After Trade,22.0,NBA,"C,PF",41.0,0.0,15.2,1.4,3.8,0.36,0.1,0.3,0.36,1.2,3.5,0.36,0.37,0.8,1.6,0.51,2.0,3.2,5.2,0.6,0.4,0.3,0.8,1.9,3.7
1997,,897,CHH,None,22.0,NBA,C,3.0,0.0,3.3,0.7,1.3,0.5,0.3,0.3,1.0,0.3,1.0,0.33,0.62,0.0,0.7,0.0,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,1.7
1997,27.0,897,SAS,San Antonio Spurs,22.0,NBA,PF,38.0,0.0,16.2,1.4,4.0,0.35,0.1,0.3,0.31,1.3,3.7,0.36,0.37,0.9,1.7,0.52,2.1,3.4,5.6,0.7,0.4,0.3,0.8,2.0,3.8
1998,17.0,897,MIL,Milwaukee Bucks,23.0,NBA,PF,45.0,2.0,10.0,0.9,2.0,0.43,0.1,0.3,0.31,0.8,1.7,0.46,0.46,0.4,0.9,0.49,1.0,1.8,2.8,0.4,0.6,0.4,0.5,1.5,2.3
1999,31.0,897,TOT,Total After Trade,24.0,NBA,"C,PF",28.0,16.0,30.4,2.4,4.8,0.5,0.0,0.0,,2.4,4.8,0.5,0.5,1.5,2.1,0.72,4.0,6.3,10.3,0.9,0.9,0.6,1.2,2.6,6.3
1999,17.0,897,MIL,Milwaukee Bucks,24.0,NBA,C,2.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,3.0,897,NJN,New Jersey Nets,24.0,NBA,PF,26.0,16.0,32.7,2.6,5.1,0.5,0.0,0.0,,2.6,5.1,0.5,0.5,1.7,2.3,0.72,4.3,6.7,11.0,0.9,1.0,0.7,1.3,2.8,6.8
2001,3.0,897,NJN,New Jersey Nets,26.0,NBA,C,6.0,0.0,24.8,1.3,3.8,0.35,0.0,0.0,,1.3,3.8,0.35,0.35,1.0,2.0,0.5,2.0,7.3,9.3,0.8,1.3,0.5,1.2,2.5,3.7
