Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2001,26,2921,SAC,Sacramento Kings,Hedo Turkoglu,"March 19, 1979",21.0,NBA,SF,74.0,7.0,1245.0,5.6,13.7,0.41,1.1,3.5,0.33,4.5,10.2,0.44,3.6,4.6,0.78,2.0,6.6,8.6,2.8,2.1,1.0,2.2,5.7,16.0,103.0,100.0
2002,26,2921,SAC,Sacramento Kings,Hedo Turkoglu,"March 19, 1979",22.0,NBA,SF,80.0,10.0,1970.0,7.4,17.5,0.42,1.6,4.4,0.37,5.8,13.2,0.44,4.3,5.9,0.73,1.6,7.6,9.3,4.2,1.5,0.8,2.1,4.7,20.7,107.0,102.0
2003,26,2921,SAC,Sacramento Kings,Hedo Turkoglu,"March 19, 1979",23.0,NBA,SF,67.0,11.0,1175.0,7.1,16.7,0.42,1.2,3.3,0.37,5.8,13.4,0.44,3.8,4.7,0.8,1.5,6.6,8.1,3.7,1.1,0.5,2.1,5.4,19.1,104.0,102.0
2004,27,2921,SAS,San Antonio Spurs,Hedo Turkoglu,"March 19, 1979",24.0,NBA,SF,80.0,44.0,2073.0,6.8,16.7,0.41,2.6,6.3,0.42,4.2,10.5,0.4,3.0,4.2,0.71,1.3,7.9,9.3,4.0,2.1,0.8,2.4,4.3,19.2,104.0,94.0
2005,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",25.0,NBA,SF,67.0,11.0,1757.0,9.5,22.6,0.42,2.7,7.1,0.38,6.8,15.5,0.44,5.4,6.5,0.84,1.8,4.9,6.7,4.4,1.2,0.5,3.4,4.0,27.0,107.0,110.0
2006,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",26.0,NBA,SF,78.0,59.0,2615.0,8.3,18.2,0.45,2.4,5.9,0.4,5.9,12.3,0.48,5.3,6.2,0.86,1.5,5.5,6.9,4.5,1.5,0.4,2.7,4.9,24.2,116.0,109.0
2007,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",27.0,NBA,SF,73.0,73.0,2268.0,8.1,19.4,0.42,2.6,6.6,0.39,5.6,12.8,0.44,4.0,5.2,0.78,1.3,5.6,6.9,5.5,1.6,0.4,3.4,5.2,22.8,106.0,105.0
2008,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",28.0,NBA,SF,82.0,82.0,3026.0,9.4,20.7,0.46,2.8,7.1,0.4,6.6,13.7,0.48,5.5,6.6,0.83,1.4,6.6,8.0,6.9,1.3,0.4,4.2,4.1,27.2,111.0,107.0
2009,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",29.0,NBA,SF,77.0,77.0,2815.0,7.8,18.9,0.41,2.5,6.9,0.36,5.3,12.0,0.44,5.8,7.2,0.81,0.8,6.7,7.6,6.9,1.2,0.4,3.8,4.0,23.9,107.0,104.0
2010,28,2921,TOR,Toronto Raptors,Hedo Turkoglu,"March 19, 1979",30.0,NBA,SF,74.0,69.0,2272.0,6.3,15.3,0.41,2.5,6.6,0.37,3.8,8.7,0.44,4.0,5.1,0.77,1.0,6.8,7.8,6.9,1.2,0.7,2.8,5.0,19.0,109.0,113.0
