Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2040,Mikki Moore,"November 4, 1975",645.0,201.0,11409.0,5.95,12.5,0.48,0.01,0.05,0.22,5.93,12.44,0.48,4.71,5.75,0.82,4.23,6.44,10.66,2.22,0.68,2.01,2.36,8.49,16.61,111.72,107.06
