Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,11,2374,HOU,Houston Rockets,22.0,NBA,C,18,0,124,1.7,9.3,0.19,0.6,5.5,0.1,1.2,3.8,0.31,2.3,3.5,0.67,1.7,4.6,6.4,0.6,0.6,4.1,2.9,4.1,6.4
2019,11,2374,HOU,Houston Rockets,23.0,NBA,PF,1,0,1,36.0,36.0,1.0,0.0,0.0,,36.0,36.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
