Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1984,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,23.0,NBA,C,57.0,8.0,472.0,7.1,18.6,0.38,0.0,0.0,,7.1,18.6,0.38,3.4,4.8,0.7,5.0,6.4,11.4,1.8,1.2,4.0,3.7,10.3,17.6,90.0,102.0
1985,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,24.0,NBA,C,78.0,0.0,1083.0,7.2,14.1,0.51,0.0,0.0,,7.2,14.1,0.51,4.0,5.6,0.7,4.1,7.3,11.4,1.8,0.9,3.6,2.8,8.0,18.4,110.0,102.0
1986,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,25.0,NBA,C,82.0,63.0,1792.0,7.1,15.0,0.48,0.0,0.0,0.0,7.1,14.9,0.48,3.7,5.2,0.71,4.2,7.8,12.0,3.0,1.3,3.0,3.2,5.6,18.0,105.0,101.0
1987,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,26.0,NBA,C,76.0,10.0,1467.0,7.9,16.2,0.48,0.0,0.0,,7.9,16.2,0.48,3.8,6.6,0.58,4.2,7.2,11.4,1.5,1.8,2.0,3.3,7.5,19.6,100.0,104.0
1988,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,27.0,NBA,C,81.0,73.0,2258.0,8.5,17.2,0.5,0.0,0.0,,8.5,17.2,0.5,4.1,6.2,0.66,4.2,7.8,12.0,2.2,1.0,2.3,2.3,4.3,21.1,109.0,106.0
1989,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,28.0,NBA,C,48.0,4.0,513.0,8.2,17.0,0.48,0.0,0.0,,8.2,17.0,0.48,2.7,4.8,0.55,4.8,8.0,12.8,2.1,0.9,3.5,2.8,5.6,19.0,102.0,105.0
1990,31,341,TOT,Total After Trade,Randy Breuer,1960-10-11,29.0,NBA,C,81.0,55.0,1879.0,8.2,19.1,0.43,0.0,0.0,0.0,8.2,19.1,0.43,3.5,5.3,0.65,4.2,7.2,11.4,2.7,1.2,3.0,2.6,5.4,19.8,99.0,107.0
1990,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,29.0,NBA,C,30.0,8.0,554.0,7.6,16.4,0.46,0.0,0.0,,7.6,16.4,0.46,2.8,4.5,0.63,3.8,7.4,11.2,1.1,0.8,2.9,2.5,5.6,18.0,100.0,108.0
1990,18,341,MIN,Minnesota Timberwolves,Randy Breuer,1960-10-11,29.0,NBA,C,51.0,47.0,1325.0,8.4,20.3,0.42,0.0,0.0,0.0,8.4,20.2,0.42,3.7,5.6,0.66,4.4,7.1,11.5,3.3,1.3,3.0,2.7,5.3,20.6,98.0,107.0
1991,18,341,MIN,Minnesota Timberwolves,Randy Breuer,1960-10-11,30.0,NBA,C,73.0,44.0,1505.0,6.8,15.0,0.45,0.0,0.0,,6.8,15.0,0.45,1.2,2.7,0.44,3.9,8.0,11.9,2.5,1.2,2.8,2.4,4.6,14.8,97.0,109.0
1992,18,341,MIN,Minnesota Timberwolves,Randy Breuer,1960-10-11,31.0,NBA,C,67.0,25.0,1176.0,6.9,14.8,0.47,0.0,0.0,0.0,6.9,14.7,0.47,1.8,3.3,0.53,4.2,7.9,12.1,3.8,1.2,4.3,1.8,5.0,15.6,106.0,109.0
1993,1,341,ATL,Atlanta Hawks,Randy Breuer,1960-10-11,32.0,NBA,C,12.0,0.0,107.0,6.9,14.3,0.48,0.0,0.0,,6.9,14.3,0.48,0.9,2.3,0.4,4.6,8.3,12.9,2.8,0.9,1.4,2.3,5.5,14.7,103.0,110.0
1994,26,341,SAC,Sacramento Kings,Randy Breuer,1960-10-11,33.0,NBA,C,26.0,3.0,247.0,1.6,5.2,0.31,0.0,0.2,0.0,1.6,5.0,0.32,0.6,2.8,0.21,3.0,8.2,11.2,1.6,1.2,3.8,1.8,6.0,3.8,72.0,106.0
