PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Eddie Johnson,24,3,,107,9.5,21.6,0.43799999999999994,0.9,2.3,0.4,8.6,19.4,0.442,3.2,3.2,1.0,1.8,2.7,4.5,5.4,1.4,0.5,0.9,3.6,23.0,,114,113
LaSalle Thompson,22,3,,93,9.3,20.7,0.45,0.0,0.0,,9.3,20.7,0.45,4.7,5.7,0.818,5.7,9.8,15.5,2.1,1.6,2.1,2.6,7.3,23.3,,106,107
Mike Woodson,25,3,,87,10.0,24.4,0.409,0.0,0.6,0.0,10.0,23.8,0.419,7.2,8.3,0.867,2.2,2.2,4.4,5.0,1.1,0.0,1.7,6.1,27.1,,109,114
Reggie Theus,26,3,,81,10.1,25.6,0.395,0.0,1.8,0.0,10.1,23.8,0.425,5.4,6.0,0.9,2.4,4.2,6.5,9.5,3.0,0.0,5.4,5.4,25.6,,94,109
Larry Drew,25,3,,70,4.8,13.1,0.368,0.0,0.0,,4.8,13.1,0.368,2.1,2.1,1.0,0.0,2.8,2.8,7.6,2.1,0.0,3.4,3.4,11.7,,86,112
Larry Micheaux,23,3,,65,8.9,13.3,0.667,0.0,0.0,,8.9,13.3,0.667,4.4,7.4,0.6,8.9,6.7,15.6,2.2,0.0,3.7,1.5,7.4,22.2,,137,110
Mark Olberding,27,3,,60,4.8,12.0,0.4,0.0,0.0,,4.8,12.0,0.4,6.4,11.2,0.5710000000000001,3.2,8.8,12.0,4.8,0.0,0.0,3.2,4.8,16.1,,97,113
Dave Robisch,34,3,,51,3.8,11.3,0.33299999999999996,0.0,0.0,,3.8,11.3,0.33299999999999996,0.9,1.9,0.5,5.7,8.5,14.2,1.9,0.9,0.0,4.7,5.7,8.5,,71,111
Don Buse,33,3,,50,6.7,15.4,0.43799999999999994,2.9,5.8,0.5,3.9,9.6,0.4,3.9,5.8,0.667,0.0,2.9,2.9,10.6,1.0,1.0,2.9,4.8,20.2,,115,113
Billy Knight,31,3,,37,10.4,31.3,0.33299999999999996,0.0,0.0,,10.4,31.3,0.33299999999999996,2.6,2.6,1.0,2.6,1.3,3.9,2.6,0.0,0.0,2.6,2.6,23.4,,81,117
Ed Nealy,23,2,,19,5.1,5.1,1.0,0.0,0.0,,5.1,5.1,1.0,5.1,5.1,1.0,5.1,10.1,15.2,5.1,0.0,0.0,2.5,2.5,15.2,,159,112
