PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Sidney Moncrief,26,16,,618,7.9,15.3,0.518,0.1,0.3,0.25,7.9,15.0,0.524,8.5,10.8,0.7909999999999999,3.5,5.4,8.9,5.5,2.2,0.7,4.9,4.3,24.5,,113,104
Marques Johnson,27,16,,605,10.6,22.4,0.473,0.1,0.3,0.25,10.5,22.1,0.47600000000000003,5.3,7.4,0.722,2.4,4.6,7.0,4.5,1.4,0.5,3.5,4.1,26.6,,105,107
Junior Bridgeman,30,16,,499,8.7,19.2,0.456,0.1,0.9,0.111,8.6,18.3,0.473,5.3,6.5,0.815,1.2,5.2,6.4,4.4,0.6,0.5,2.2,3.7,22.9,,110,108
Bob Lanier,35,16,,499,8.2,17.0,0.48,0.0,0.0,,8.2,17.0,0.48,3.9,4.4,0.8859999999999999,3.2,8.5,11.6,5.5,1.1,1.0,3.8,5.7,20.2,,106,104
Mike Dunleavy,29,15,,393,7.4,16.3,0.457,2.3,6.3,0.36,5.2,10.0,0.519,4.2,4.5,0.917,1.3,3.2,4.4,5.8,2.1,0.0,4.4,7.4,21.3,,107,107
Alton Lister,25,16,,368,5.3,10.5,0.5,0.0,0.0,,5.3,10.5,0.5,4.0,6.5,0.625,3.5,9.4,12.9,1.3,0.7,3.2,3.6,8.5,14.6,,98,102
Paul Pressey,25,16,,351,7.4,14.1,0.52,0.0,0.4,0.0,7.4,13.7,0.536,5.4,7.9,0.679,2.4,5.9,8.3,7.1,3.1,1.3,5.4,7.5,20.1,,102,102
Paul Mokeski,27,16,,322,5.2,9.7,0.54,0.0,0.3,0.0,5.2,9.4,0.557,4.6,6.9,0.667,3.1,10.5,13.6,0.9,1.4,1.7,1.5,9.6,15.1,,119,101
Lorenzo Romar,25,13,,67,6.7,14.8,0.45,0.0,2.2,0.0,6.7,12.6,0.529,5.2,8.1,0.636,0.0,2.2,2.2,11.1,0.0,0.0,3.7,6.7,18.5,,105,112
Randy Breuer,23,12,,66,8.3,19.5,0.423,0.0,0.0,,8.3,19.5,0.423,2.3,3.8,0.6,4.5,8.3,12.8,3.0,0.0,4.5,1.5,13.5,18.8,,102,103
Kevin Grevey,30,5,,27,3.7,16.5,0.222,0.0,0.0,,3.7,16.5,0.222,7.3,11.0,0.667,0.0,3.7,3.7,1.8,0.0,0.0,1.8,1.8,14.7,,78,111
Harvey Catchings,32,5,,25,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,2.0,4.0,0.5,4.0,6.0,9.9,2.0,0.0,0.0,4.0,13.9,6.0,,83,109
