PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Larry Nance,24,17,,633,9.1,15.5,0.59,0.0,0.0,,9.1,15.5,0.59,4.0,5.9,0.6709999999999999,4.0,7.5,11.5,3.1,1.2,2.6,2.4,4.6,22.2,,121,108
Walter Davis,29,17,,623,13.8,25.8,0.535,0.2,0.9,0.273,13.5,24.9,0.544,5.5,6.1,0.897,1.2,2.4,3.6,8.6,2.3,0.2,3.4,4.3,33.3,,119,112
Kyle Macy,26,17,,620,6.1,12.4,0.49,0.8,1.7,0.455,5.3,10.7,0.496,0.9,1.3,0.75,1.1,3.2,4.3,7.8,1.7,0.2,2.0,3.4,13.9,,114,112
Maurice Lucas,31,17,,570,10.0,19.5,0.511,0.0,0.0,,10.0,19.5,0.511,5.4,6.7,0.8079999999999999,3.6,10.9,14.5,5.3,1.0,0.7,2.5,5.7,25.4,,119,108
James Edwards,28,17,,463,9.9,20.0,0.49200000000000005,0.0,0.0,,9.9,20.0,0.49200000000000005,5.1,7.2,0.706,2.3,7.3,9.6,2.9,0.4,1.2,3.3,6.6,24.8,,105,111
Alvan Adams,29,17,,312,8.3,19.8,0.42100000000000004,0.0,0.0,,8.3,19.8,0.42100000000000004,5.7,8.3,0.679,4.2,9.4,13.7,6.6,2.7,1.7,5.3,8.3,22.3,,96,105
Charles Pittman,25,17,,253,5.4,9.9,0.5489999999999999,0.0,0.2,0.0,5.4,9.7,0.56,3.5,5.6,0.621,4.8,7.6,12.4,2.3,1.0,1.0,3.1,6.0,14.4,,109,110
Paul Westphal,33,17,,222,6.6,17.7,0.375,0.4,2.0,0.222,6.2,15.7,0.39399999999999996,6.2,7.1,0.875,0.7,1.1,1.8,8.2,2.7,0.0,5.3,5.1,19.9,,94,112
Mike Sanders,23,15,,152,7.1,14.8,0.478,0.0,0.0,,7.1,14.8,0.478,5.2,5.5,0.941,3.2,3.2,6.5,2.3,1.9,1.3,4.5,10.0,19.4,,101,111
Rod Foster,23,16,,128,3.8,15.0,0.256,0.0,1.9,0.0,3.8,13.0,0.294,3.5,3.5,1.0,2.3,2.7,5.0,6.9,1.9,0.4,5.0,8.1,11.1,,76,112
Alvin Scott,28,16,,111,4.4,11.5,0.385,0.4,0.4,1.0,4.0,11.1,0.36,1.8,2.7,0.667,4.4,6.2,10.6,3.1,0.9,0.9,3.1,6.2,11.1,,93,111
Rick Robey,28,10,,43,8.0,18.3,0.43799999999999994,0.0,1.1,0.0,8.0,17.1,0.467,4.6,9.1,0.5,8.0,3.4,11.4,2.3,2.3,0.0,4.6,5.7,20.5,,95,111
