PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Buck Williams,23,11,,473,6.5,13.4,0.485,0.0,0.0,,6.5,13.4,0.485,4.6,8.3,0.556,5.9,10.1,16.0,1.6,1.5,1.8,3.0,4.5,17.6,,105,99
Micheal Ray Richardson,28,11,,443,7.6,18.6,0.408,0.7,2.4,0.273,6.9,16.2,0.429,4.5,6.2,0.732,2.2,3.7,5.9,8.7,3.7,0.4,3.3,4.4,20.3,,105,100
Otis Birdsong,28,11,,387,8.9,21.5,0.415,0.0,0.1,0.0,8.9,21.4,0.418,3.1,6.0,0.521,0.9,2.4,3.3,5.2,2.5,0.1,2.8,4.8,21.0,,94,104
Darryl Dawkins,27,11,,340,9.5,16.9,0.5589999999999999,0.0,0.4,0.0,9.5,16.5,0.574,10.0,11.9,0.843,3.2,6.6,9.7,1.9,0.7,1.4,4.6,7.4,28.9,,118,104
Albert King,24,11,,295,8.8,21.1,0.414,0.0,0.3,0.0,8.8,20.8,0.42100000000000004,5.3,7.6,0.696,4.1,5.4,9.6,4.1,1.7,0.7,3.8,5.3,22.8,,98,103
Mike Gminski,24,11,,223,6.3,10.9,0.58,0.0,0.0,,6.3,10.9,0.58,7.9,11.4,0.6920000000000001,4.8,7.2,12.0,1.3,1.5,3.3,2.0,3.7,20.5,,129,100
Mike O'Koren,25,11,,216,5.6,13.3,0.424,0.0,0.2,0.0,5.6,13.1,0.431,1.1,1.4,0.833,4.1,3.8,7.9,4.7,0.7,0.9,2.7,8.3,12.4,,98,106
Darwin Cook,25,11,,185,7.9,21.6,0.366,1.1,3.4,0.308,6.8,18.2,0.377,4.5,6.3,0.708,2.1,2.6,4.7,8.2,3.9,0.0,5.5,6.8,21.3,,90,101
Kelvin Ransey,25,5,,44,6.6,15.5,0.429,1.1,1.1,1.0,5.5,14.4,0.385,0.0,0.0,,0.0,1.1,1.1,11.1,0.0,1.1,5.5,6.6,14.4,,89,109
Reggie Johnson,26,7,,17,0.0,11.5,0.0,0.0,0.0,,0.0,11.5,0.0,14.3,17.2,0.833,2.9,11.5,14.3,0.0,0.0,2.9,11.5,5.7,14.3,,57,101
Bill Willoughby,26,3,,13,3.7,11.2,0.33299999999999996,0.0,0.0,,3.7,11.2,0.33299999999999996,0.0,0.0,,11.2,0.0,11.2,0.0,0.0,0.0,0.0,7.5,7.5,,112,111
Foots Walker,32,2,,4,0.0,12.2,0.0,0.0,0.0,,0.0,12.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,111
