PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Moses Malone,28,5,,212,8.5,18.6,0.45799999999999996,0.0,0.0,,8.5,18.6,0.45799999999999996,6.9,7.2,0.9690000000000001,4.5,11.0,15.4,1.6,0.7,2.5,4.7,3.4,23.9,,104,102
Julius Erving,33,5,,194,8.8,18.6,0.474,0.0,0.2,0.0,8.8,18.3,0.48,4.6,5.4,0.8640000000000001,2.2,5.6,7.8,6.1,2.0,1.5,5.1,3.4,22.2,,100,105
Andrew Toney,26,5,,180,10.5,20.3,0.519,0.0,1.3,0.0,10.5,19.0,0.556,6.1,7.9,0.767,1.3,1.6,2.9,5.0,1.1,0.3,6.6,6.3,27.1,,98,110
Maurice Cheeks,27,5,,171,9.7,18.6,0.522,0.0,0.3,0.0,9.7,18.3,0.53,3.6,4.2,0.867,0.6,2.8,3.3,5.3,3.6,0.0,2.8,5.0,23.0,,111,105
Bobby Jones,32,5,,130,5.5,11.3,0.484,0.0,0.0,,5.5,11.3,0.484,6.6,6.9,0.9470000000000001,3.3,5.1,8.4,3.3,1.1,2.6,2.9,4.4,17.5,,118,106
Clint Richardson,27,5,,115,5.4,9.5,0.565,0.0,0.0,,5.4,9.5,0.565,4.5,4.9,0.917,1.6,4.9,6.6,4.1,1.2,0.4,1.6,7.0,15.2,,130,107
Marc Iavaroni,27,4,,64,5.2,11.1,0.467,0.7,1.5,0.5,4.4,9.6,0.462,5.2,5.9,0.875,2.2,3.7,5.9,2.2,0.7,0.7,3.7,13.3,16.3,,105,108
Sam Williams,24,4,,55,1.7,6.9,0.25,0.0,0.0,,1.7,6.9,0.25,0.9,1.7,0.5,0.9,4.3,5.2,2.6,1.7,5.2,4.3,6.0,4.3,,51,103
Clemon Johnson,27,5,,45,4.2,12.6,0.33299999999999996,0.0,0.0,,4.2,12.6,0.33299999999999996,0.0,0.0,,3.2,3.2,6.3,0.0,1.1,4.2,3.2,8.4,8.4,,67,106
Wes Matthews,24,4,,23,8.2,16.5,0.5,2.1,4.1,0.5,6.2,12.4,0.5,2.1,4.1,0.5,0.0,0.0,0.0,8.2,2.1,0.0,8.2,8.2,20.6,,87,109
Sedale Threatt,22,3,,6,7.9,23.7,0.33299999999999996,0.0,15.8,0.0,7.9,7.9,1.0,0.0,0.0,,7.9,7.9,15.8,7.9,7.9,0.0,15.8,0.0,15.8,,59,92
Leo Rautins,23,3,,5,9.5,28.4,0.33299999999999996,9.5,19.0,0.5,0.0,9.5,0.0,0.0,0.0,,19.0,0.0,19.0,9.5,9.5,0.0,0.0,19.0,28.4,,139,94
