PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kelly Tripucka,24,5,,208,11.0,23.4,0.47100000000000003,0.0,0.2,0.0,11.0,23.2,0.475,9.4,11.7,0.804,2.3,3.0,5.3,3.4,2.5,0.0,4.1,5.0,31.4,,110.0,110
Isiah Thomas,22,5,,198,9.4,20.0,0.47,0.5,1.4,0.33299999999999996,8.9,18.5,0.48100000000000004,6.5,8.4,0.7709999999999999,1.7,2.9,4.6,13.2,3.1,1.4,5.5,5.3,25.8,,109.0,107
Bill Laimbeer,26,5,,165,8.4,14.7,0.569,0.0,0.0,,8.4,14.7,0.569,5.2,5.8,0.9,4.0,13.9,17.9,3.5,1.2,0.9,3.5,6.6,22.0,,120.0,104
John Long,27,5,,149,6.4,17.6,0.364,0.0,0.3,0.0,6.4,17.3,0.37,4.8,4.8,1.0,2.2,1.3,3.5,0.6,2.2,0.0,3.2,4.8,17.6,,92.0,111
Vinnie Johnson,27,5,,132,6.1,16.6,0.37,0.0,0.4,0.0,6.1,16.3,0.37799999999999995,6.1,6.9,0.895,1.8,3.3,5.1,4.3,0.4,0.4,1.4,3.3,18.4,,110.0,114
Kent Benson,29,5,,129,5.9,13.7,0.43200000000000005,0.0,0.0,,5.9,13.7,0.43200000000000005,2.2,3.7,0.6,3.3,7.8,11.1,2.6,1.8,2.6,1.1,5.2,14.0,,108.0,105
Cliff Levingston,23,5,,101,7.1,9.0,0.789,0.0,0.0,,7.1,9.0,0.789,4.7,7.6,0.625,5.2,6.1,11.3,0.5,0.5,0.9,1.4,7.1,18.9,,146.0,111
Earl Cureton,26,5,,93,7.7,15.9,0.484,0.0,0.0,,7.7,15.9,0.484,1.0,3.1,0.33299999999999996,7.2,9.7,16.9,1.0,1.0,0.5,2.6,4.6,16.4,,102.0,107
Terry Tyler,27,5,,42,11.4,27.3,0.41700000000000004,0.0,0.0,,11.4,27.3,0.41700000000000004,5.7,10.2,0.556,5.7,2.3,7.9,1.1,0.0,3.4,1.1,4.5,28.4,,105.0,112
Lionel Hollins,30,2,,6,0.0,7.9,0.0,0.0,0.0,,0.0,7.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.9,15.9,0.0,0.0,,0.0,111
Ray Tolbert,25,1,,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117
