Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1985,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",21.0,NBA,SG,4.0,4.0,171.0,9.8,22.5,0.44,0.3,2.3,0.12,9.5,20.2,0.47,13.9,16.7,0.83,2.0,4.6,6.6,9.8,3.2,1.2,4.3,4.3,33.8,120.0,112.0
1986,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",22.0,NBA,SG,3.0,3.0,135.0,17.4,34.5,0.5,0.4,0.4,1.0,17.1,34.2,0.5,12.4,14.2,0.87,1.8,5.1,6.9,6.2,2.5,1.5,5.1,4.7,47.6,116.0,119.0
1987,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",23.0,NBA,SG,3.0,3.0,128.0,14.7,35.2,0.42,0.8,2.1,0.4,13.8,33.1,0.42,14.7,16.3,0.9,2.9,5.9,8.8,7.5,2.5,2.9,3.3,4.6,44.8,115.0,114.0
1988,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",24.0,NBA,SG,10.0,10.0,427.0,16.7,31.5,0.53,0.1,0.4,0.33,16.6,31.1,0.53,10.4,12.0,0.87,2.8,5.8,8.6,5.7,2.9,1.3,4.7,4.6,43.9,117.0,104.0
1989,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",25.0,NBA,SG,17.0,17.0,718.0,14.6,28.6,0.51,0.7,2.6,0.29,13.9,26.0,0.53,13.4,16.8,0.8,1.9,6.8,8.7,9.5,3.1,1.0,5.0,4.8,43.4,120.0,104.0
1990,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",26.0,NBA,SG,16.0,16.0,674.0,16.8,32.7,0.51,1.2,3.8,0.32,15.6,28.9,0.54,10.2,12.2,0.84,1.8,7.0,8.8,8.4,3.5,1.1,4.3,4.1,45.1,120.0,102.0
1991,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",27.0,NBA,SG,17.0,17.0,689.0,15.6,29.7,0.52,0.8,2.1,0.38,14.8,27.7,0.53,9.9,11.7,0.84,1.4,7.1,8.5,11.2,3.2,1.8,3.4,4.2,41.8,127.0,101.0
1992,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",28.0,NBA,SG,22.0,22.0,920.0,17.0,34.1,0.5,1.0,2.6,0.39,16.0,31.5,0.51,9.5,11.1,0.86,2.2,5.9,8.0,7.4,2.6,0.9,4.7,3.6,44.5,115.0,104.0
1993,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",29.0,NBA,SG,19.0,19.0,783.0,17.4,36.6,0.48,1.9,5.0,0.39,15.4,31.6,0.49,9.4,11.7,0.8,2.2,6.6,8.9,7.9,2.7,1.2,3.1,4.0,46.1,119.0,105.0
1995,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",31.0,NBA,SG,10.0,10.0,420.0,15.7,32.4,0.48,1.4,3.9,0.37,14.2,28.5,0.5,8.4,10.3,0.81,2.6,5.9,8.5,5.9,3.0,1.8,5.4,3.9,41.1,110.0,107.0
1996,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",32.0,NBA,SG,18.0,18.0,733.0,14.1,30.7,0.46,1.9,4.7,0.4,12.2,26.0,0.47,11.5,14.1,0.82,2.3,4.4,6.7,5.6,2.5,0.5,3.2,3.7,41.6,123.0,101.0
1997,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",33.0,NBA,SG,19.0,19.0,804.0,15.8,34.8,0.46,0.9,4.7,0.19,14.9,30.1,0.5,8.6,10.3,0.83,2.9,7.5,10.5,6.4,2.1,1.2,3.4,3.2,41.2,114.0,101.0
1998,5,1568,CHI,Chicago Bulls,Michael Jordan,"February 17, 1963",34.0,NBA,SG,21.0,21.0,872.0,15.9,34.4,0.46,0.9,2.8,0.3,15.1,31.6,0.48,11.8,14.6,0.81,2.2,4.8,7.0,4.8,2.1,0.8,2.9,3.1,44.5,117.0,103.0
