Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,25.0,SEA,NBA,SF,70.0,,844.0,139.0,274.0,0.507,0.0,0.0,,139.0,274.0,0.507,0.507,48.0,64.0,0.75,64.0,106.0,170.0,53.0,21.0,4.0,50.0,102.0,326.0
1981,26.0,SEA,NBA,SF,82.0,,1796.0,290.0,626.0,0.463,0.0,3.0,0.0,290.0,623.0,0.465,0.463,109.0,169.0,0.645,105.0,210.0,315.0,122.0,53.0,15.0,115.0,168.0,689.0
1982,27.0,SEA,NBA,SF,70.0,70.0,1965.0,302.0,629.0,0.48,0.0,2.0,0.0,302.0,627.0,0.482,0.48,90.0,134.0,0.672,108.0,197.0,305.0,218.0,36.0,28.0,111.0,215.0,694.0
1983,28.0,HOU,NBA,SF,82.0,59.0,2251.0,362.0,806.0,0.449,1.0,4.0,0.25,361.0,802.0,0.45,0.45,72.0,116.0,0.621,137.0,236.0,373.0,199.0,37.0,22.0,144.0,202.0,797.0
1984,29.0,HOU,NBA,SF,58.0,18.0,612.0,118.0,241.0,0.49,2.0,6.0,0.333,116.0,235.0,0.494,0.494,6.0,18.0,0.333,26.0,66.0,92.0,55.0,17.0,4.0,33.0,65.0,244.0
