PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Scottie Pippen,33,4,4,43.0,5.8,17.5,0.32899999999999996,1.5,5.5,0.273,4.3,12.0,0.354,0.371,5.3,6.5,0.8079999999999999,5.0,6.8,11.8,5.5,1.8,0.8,3.3,3.0,18.3
Charles Barkley,35,4,4,39.3,9.0,17.0,0.529,0.5,1.8,0.28600000000000003,8.5,15.3,0.557,0.544,5.0,7.5,0.667,3.3,10.5,13.8,3.8,1.5,0.5,2.0,3.0,23.5
Sam Mack,28,4,0,30.8,3.3,9.5,0.342,2.5,6.5,0.385,0.8,3.0,0.25,0.474,3.5,4.3,0.8240000000000001,0.3,2.0,2.3,1.8,1.0,0.0,1.3,2.8,12.5
Hakeem Olajuwon,36,4,4,30.8,5.8,13.5,0.426,0.0,0.0,,5.8,13.5,0.426,0.426,1.8,2.0,0.875,1.3,6.0,7.3,0.5,1.3,0.8,1.3,4.5,13.3
Brent Price,30,4,0,24.5,2.8,6.0,0.45799999999999996,1.3,3.5,0.35700000000000004,1.5,2.5,0.6,0.563,1.5,1.5,1.0,0.8,1.3,2.0,3.5,1.0,0.3,1.5,1.3,8.3
Cuttino Mobley,23,4,4,23.5,1.8,3.8,0.467,1.0,1.8,0.5710000000000001,0.8,2.0,0.375,0.6,2.5,2.8,0.909,0.0,1.0,1.0,2.8,0.5,0.0,1.3,2.8,7.0
Michael Dickerson,23,4,4,20.5,1.5,5.5,0.273,0.8,2.0,0.375,0.8,3.5,0.214,0.341,0.5,1.0,0.5,0.5,0.5,1.0,0.8,0.5,0.8,0.5,2.0,4.3
Othella Harrington,25,4,0,10.5,2.3,3.5,0.643,0.0,0.0,,2.3,3.5,0.643,0.643,1.0,1.5,0.667,1.3,2.3,3.5,0.3,0.0,0.3,0.8,0.5,5.5
Antoine Carr,37,4,0,9.3,1.0,2.8,0.364,0.0,0.0,,1.0,2.8,0.364,0.364,0.0,0.0,,0.8,1.0,1.8,1.0,0.0,0.3,1.0,4.8,2.0
Stanley Roberts,28,3,0,6.7,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.3,0.7,0.5,0.0,1.0,1.0,0.0,0.0,1.3,0.0,1.7,0.3
Matt Bullard,31,2,0,4.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.25,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.5
Bryce Drew,24,1,0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0
