PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Brian Grant,26,13,13,37.1,4.8,9.2,0.529,0.0,0.0,,4.8,9.2,0.529,0.529,3.5,5.5,0.625,2.6,6.5,9.2,1.1,0.8,1.2,1.6,3.7,13.2
Rasheed Wallace,24,13,13,36.0,5.8,11.2,0.514,0.1,0.7,0.111,5.7,10.5,0.54,0.517,3.2,4.5,0.7240000000000001,1.3,3.5,4.8,1.5,1.5,0.8,1.2,3.8,14.8
Isaiah Rider,27,13,13,32.8,5.4,12.5,0.429,0.8,2.0,0.423,4.5,10.5,0.431,0.46299999999999997,4.8,5.5,0.887,1.3,2.5,3.8,2.4,0.8,0.0,2.5,2.3,16.5
Damon Stoudamire,25,13,13,31.0,3.8,9.9,0.38,0.8,1.7,0.455,3.0,8.2,0.364,0.419,1.8,2.6,0.706,0.5,2.6,3.2,5.6,0.6,0.1,2.9,2.4,10.2
Arvydas Sabonis,34,13,13,30.2,3.5,8.7,0.39799999999999996,0.1,0.4,0.2,3.4,8.3,0.40700000000000003,0.40299999999999997,3.0,3.3,0.907,0.9,7.8,8.8,2.2,1.2,1.2,1.5,2.7,10.0
Jim Jackson,28,13,0,20.4,2.0,5.5,0.361,0.4,1.4,0.278,1.6,4.2,0.389,0.396,2.9,3.2,0.905,0.6,1.7,2.3,1.5,0.5,0.1,1.4,2.0,7.3
Greg Anthony,31,13,0,17.3,1.4,4.2,0.327,0.6,2.4,0.258,0.8,1.8,0.41700000000000004,0.4,1.8,2.6,0.6759999999999999,0.3,0.8,1.1,2.5,1.0,0.1,0.7,1.9,5.2
Walt Williams,28,13,0,14.2,1.6,4.5,0.36200000000000004,1.0,2.5,0.406,0.6,2.0,0.308,0.474,0.6,1.1,0.5710000000000001,0.4,0.8,1.2,0.8,0.5,0.2,0.8,2.1,4.8
Stacey Augmon,30,13,0,13.5,0.8,2.2,0.35700000000000004,0.0,0.1,0.0,0.8,2.1,0.37,0.35700000000000004,1.2,1.4,0.833,0.8,1.8,2.5,0.4,0.6,0.2,0.2,1.2,2.7
Jermaine O'Neal,20,9,0,6.1,0.4,1.1,0.4,0.0,0.0,,0.4,1.1,0.4,0.4,0.7,1.3,0.5,0.9,1.0,1.9,0.1,0.0,0.3,0.2,1.2,1.6
Kelvin Cato,24,8,0,5.4,0.1,1.1,0.111,0.0,0.0,,0.1,1.1,0.111,0.111,0.5,1.3,0.4,0.8,0.1,0.9,0.3,0.1,0.1,0.3,1.6,0.8
