Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1989,22.0,BOS,NBA,SG,82.0,54.0,2301.0,297.0,686.0,0.433,0.0,13.0,0.0,297.0,673.0,0.441,0.433,109.0,132.0,0.826,119.0,257.0,376.0,472.0,78.0,27.0,188.0,211.0,703.0,,0.0
1991,24.0,BOS,NBA,PG,79.0,79.0,2772.0,442.0,942.0,0.469,3.0,27.0,0.111,439.0,915.0,0.48,0.471,204.0,249.0,0.819,104.0,266.0,370.0,602.0,105.0,34.0,223.0,206.0,1091.0,,0.0
1992,25.0,TOT,NBA,PG,63.0,26.0,1423.0,209.0,513.0,0.407,5.0,23.0,0.217,204.0,490.0,0.416,0.412,72.0,91.0,0.791,50.0,154.0,204.0,250.0,57.0,22.0,99.0,115.0,495.0,,0.0
1992,25.0,BOS,NBA,PG,17.0,3.0,436.0,70.0,164.0,0.427,0.0,7.0,0.0,70.0,157.0,0.446,0.427,35.0,40.0,0.875,11.0,58.0,69.0,89.0,12.0,10.0,32.0,29.0,175.0,,0.0
1992,25.0,MIA,NBA,PG,46.0,23.0,987.0,139.0,349.0,0.398,5.0,16.0,0.313,134.0,333.0,0.402,0.405,37.0,51.0,0.725,39.0,96.0,135.0,161.0,45.0,12.0,67.0,86.0,320.0,,0.0
1993,26.0,MIA,NBA,PG,68.0,45.0,1603.0,197.0,501.0,0.393,43.0,130.0,0.331,154.0,371.0,0.415,0.436,61.0,78.0,0.782,70.0,187.0,257.0,235.0,48.0,19.0,96.0,163.0,498.0,,0.0
1994,27.0,MIA,NBA,SG,77.0,52.0,2037.0,278.0,667.0,0.417,73.0,216.0,0.338,205.0,451.0,0.455,0.472,64.0,89.0,0.719,104.0,246.0,350.0,385.0,71.0,21.0,173.0,195.0,693.0,,0.0
1995,28.0,ORL,NBA,PG,78.0,9.0,1836.0,192.0,494.0,0.389,48.0,184.0,0.261,144.0,310.0,0.465,0.437,70.0,95.0,0.737,52.0,189.0,241.0,406.0,73.0,18.0,184.0,184.0,502.0,,0.0
1996,29.0,ORL,NBA,PG,75.0,1.0,1679.0,182.0,486.0,0.374,41.0,144.0,0.285,141.0,342.0,0.412,0.417,91.0,114.0,0.798,58.0,166.0,224.0,336.0,58.0,11.0,173.0,160.0,496.0,,1.0
1997,30.0,ORL,NBA,PG,77.0,31.0,1867.0,189.0,516.0,0.366,63.0,194.0,0.325,126.0,322.0,0.391,0.427,111.0,140.0,0.793,47.0,147.0,194.0,319.0,67.0,26.0,170.0,197.0,552.0,,0.0
1998,31.0,TOT,NBA,PG,59.0,34.0,1530.0,154.0,446.0,0.345,28.0,95.0,0.295,126.0,351.0,0.359,0.377,36.0,52.0,0.692,37.0,178.0,215.0,261.0,49.0,17.0,99.0,148.0,372.0,,0.0
1998,31.0,GSW,NBA,PG,39.0,32.0,1028.0,103.0,307.0,0.336,21.0,67.0,0.313,82.0,240.0,0.342,0.37,24.0,33.0,0.727,20.0,131.0,151.0,173.0,35.0,14.0,75.0,93.0,251.0,,0.0
1998,31.0,PHI,NBA,PG,20.0,2.0,502.0,51.0,139.0,0.367,7.0,28.0,0.25,44.0,111.0,0.396,0.392,12.0,19.0,0.632,17.0,47.0,64.0,88.0,14.0,3.0,24.0,55.0,121.0,,0.0
1999,32.0,POR,NBA,PG,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
2001,34.0,LAL,NBA,SG,80.0,28.0,1833.0,164.0,411.0,0.399,42.0,135.0,0.311,122.0,276.0,0.442,0.45,51.0,64.0,0.797,48.0,256.0,304.0,258.0,49.0,27.0,97.0,159.0,421.0,,0.0
2002,35.0,LAL,NBA,PG,58.0,0.0,631.0,61.0,173.0,0.353,29.0,88.0,0.33,32.0,85.0,0.376,0.436,18.0,26.0,0.692,19.0,93.0,112.0,89.0,25.0,3.0,32.0,43.0,169.0,,0.0
2003,36.0,LAL,NBA,PG,72.0,0.0,900.0,101.0,261.0,0.387,38.0,109.0,0.349,63.0,152.0,0.414,0.46,10.0,15.0,0.667,20.0,99.0,119.0,103.0,32.0,13.0,54.0,62.0,250.0,,0.0
