Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,22.0,SEA,NBA,PG,69.0,6.0,1114.0,4.7,11.3,0.414,0.9,2.6,0.338,3.8,8.7,0.437,2.1,2.6,0.823,1.1,2.4,3.5,5.3,1.7,0.2,2.6,3.4,12.3
2005,23.0,SEA,NBA,PG,82.0,82.0,2571.0,4.2,10.3,0.405,0.9,2.5,0.376,3.2,7.9,0.414,2.2,2.5,0.883,0.8,2.1,2.9,6.8,1.3,0.3,2.1,2.6,11.5
2006,24.0,SEA,NBA,PG,79.0,77.0,2625.0,4.6,11.0,0.418,0.6,2.0,0.289,4.0,8.9,0.448,2.7,3.1,0.877,0.6,2.6,3.2,7.5,1.7,0.3,2.2,2.4,12.5
2007,25.0,SEA,NBA,PG,71.0,58.0,2091.0,5.2,12.0,0.433,0.8,2.4,0.353,4.3,9.6,0.453,2.2,2.7,0.805,0.5,2.3,2.8,6.3,1.4,0.3,2.7,3.1,13.4
2008,26.0,SEA,NBA,PG,61.0,5.0,1223.0,4.3,10.8,0.399,0.6,2.1,0.296,3.7,8.7,0.424,2.3,2.7,0.857,0.4,2.4,2.8,7.1,1.1,0.4,2.4,3.5,11.6
2009,27.0,MIL,NBA,PG,72.0,50.0,2033.0,4.4,11.0,0.403,1.0,2.8,0.35,3.5,8.2,0.42,2.4,2.7,0.869,0.6,3.3,3.9,6.5,1.6,0.3,2.3,3.5,12.2
2010,28.0,MIL,NBA,PG,82.0,0.0,1759.0,6.7,14.0,0.478,1.4,3.7,0.381,5.3,10.3,0.513,2.6,2.9,0.907,0.5,2.4,2.9,6.6,1.1,0.1,2.2,3.7,17.4
2011,29.0,MIN,NBA,PG,71.0,66.0,2159.0,5.3,11.4,0.468,1.4,3.1,0.44,4.0,8.3,0.479,2.0,2.3,0.883,0.6,2.7,3.3,6.4,1.5,0.2,2.6,2.4,14.0
2012,30.0,MIN,NBA,SG,53.0,53.0,1750.0,5.0,11.3,0.44,1.0,3.1,0.322,4.0,8.2,0.485,2.2,2.4,0.891,0.4,2.5,2.9,5.2,1.2,0.3,2.0,2.8,13.1
2013,31.0,MIN,NBA,SG,82.0,82.0,2474.0,5.3,11.8,0.453,1.0,3.1,0.311,4.4,8.7,0.503,2.0,2.4,0.848,0.6,2.4,3.0,4.5,1.2,0.2,1.9,2.7,13.7
2014,32.0,TOT,NBA,PG,61.0,14.0,1141.0,4.0,10.3,0.385,1.2,3.4,0.343,2.8,6.9,0.406,0.5,0.8,0.654,0.7,2.3,3.1,5.6,1.0,0.3,2.1,2.9,9.7
2014,32.0,MIL,NBA,PG,36.0,12.0,763.0,4.0,10.3,0.384,1.2,3.2,0.368,2.8,7.1,0.391,0.6,0.9,0.684,0.7,2.2,2.9,5.8,1.1,0.1,2.2,2.6,9.7
2014,32.0,CHA,NBA,PG,25.0,2.0,378.0,4.0,10.3,0.389,1.1,3.8,0.3,2.9,6.5,0.441,0.4,0.7,0.571,0.8,2.6,3.3,5.1,0.9,0.6,1.9,3.5,9.5
2015,33.0,ORL,NBA,PG,47.0,0.0,683.0,4.0,9.3,0.426,1.1,3.3,0.317,2.9,6.0,0.487,0.9,1.1,0.857,0.4,3.2,3.6,5.1,1.1,0.2,2.0,3.5,9.9
