Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,20,495,NYK,New York Knicks,23.0,NBA,C,2.0,,49.0,6.2,17.6,0.35,0.0,0.0,,6.2,17.6,0.35,8.3,12.4,0.67,4.1,9.3,13.4,1.0,1.0,1.0,6.2,7.2,20.7,,83.0,102.0
1983,20,495,NYK,New York Knicks,25.0,NBA,C,6.0,,172.0,7.2,12.4,0.58,0.0,0.0,,7.2,12.4,0.58,4.9,6.3,0.77,2.6,7.2,9.8,1.2,0.9,2.0,5.5,7.2,19.3,,98.0,107.0
1984,20,495,NYK,New York Knicks,26.0,NBA,C,12.0,,398.0,8.5,15.4,0.56,0.0,0.0,,8.5,15.4,0.56,8.4,9.8,0.86,3.3,8.8,12.1,0.6,0.2,1.7,3.2,5.4,25.5,,122.0,111.0
1988,20,495,NYK,New York Knicks,30.0,NBA,C,4.0,0.0,76.0,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,7.4,10.0,0.73,5.4,7.4,12.7,4.0,0.0,2.0,5.4,8.0,19.4,,105.0,119.0
1989,5,495,CHI,Chicago Bulls,31.0,NBA,C,17.0,17.0,583.0,6.5,13.4,0.49,0.0,0.0,,6.5,13.4,0.49,5.1,7.2,0.7,3.0,8.0,10.9,1.8,0.8,1.1,3.7,6.3,18.1,,101.0,108.0
1990,5,495,CHI,Chicago Bulls,32.0,NBA,C,16.0,16.0,462.0,5.6,13.6,0.41,0.0,0.0,,5.6,13.6,0.41,3.2,4.8,0.67,2.8,5.6,8.4,1.8,0.6,0.4,2.8,5.8,14.5,,93.0,109.0
1991,5,495,CHI,Chicago Bulls,33.0,NBA,C,17.0,17.0,511.0,7.5,14.4,0.52,0.0,0.0,,7.5,14.4,0.52,2.3,3.4,0.69,2.7,5.9,8.5,3.4,1.0,0.7,2.2,5.9,17.3,,111.0,107.0
1992,5,495,CHI,Chicago Bulls,34.0,NBA,C,22.0,22.0,612.0,4.8,10.2,0.47,0.0,0.0,,4.8,10.2,0.47,1.1,2.7,0.42,2.6,6.1,8.6,3.3,1.0,0.4,2.4,6.2,10.8,,97.0,108.0
1993,5,495,CHI,Chicago Bulls,35.0,NBA,C,19.0,19.0,444.0,5.6,12.1,0.46,0.0,0.0,,5.6,12.1,0.46,3.4,4.4,0.78,3.4,7.0,10.4,3.5,1.3,0.4,1.6,6.2,14.7,,116.0,108.0
1994,5,495,CHI,Chicago Bulls,36.0,NBA,C,9.0,8.0,189.0,4.2,12.8,0.33,0.0,0.0,,4.2,12.8,0.33,3.9,4.8,0.81,5.7,7.5,13.1,3.3,0.9,0.6,1.8,7.7,12.2,,103.0,107.0
