Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
953,Adonal Foyle,"March 9, 1975",743.0,269.0,937.29,3.43,6.97,0.49,0.0,0.01,0,3.43,6.96,0.49,1.04,2.16,0.48,3.64,6.21,9.86,0.86,0.58,3.19,1.58,4.74,7.93
