Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,5,1661,CHI,Charlotte Bobcats,25.0,NBA,SF,75.0,8.0,1808.0,9.0,21.0,0.43,0.9,3.4,0.27,8.1,17.6,0.46,4.5,6.1,0.74,2.8,5.7,8.6,7.3,2.3,1.0,4.8,3.5,23.5,,100.0,102.0
1995,5,1661,CHI,Charlotte Bobcats,26.0,NBA,SF,81.0,55.0,2584.0,9.8,19.5,0.5,1.3,4.0,0.31,8.6,15.5,0.55,4.7,6.3,0.75,3.1,5.8,8.9,7.5,2.1,0.3,3.3,3.3,25.7,,118.0,105.0
1996,5,1661,CHI,Charlotte Bobcats,27.0,NBA,SF,81.0,20.0,2103.0,9.7,19.7,0.49,2.2,5.4,0.4,7.5,14.3,0.52,5.2,6.7,0.77,2.9,5.2,8.1,7.2,1.6,0.7,2.9,3.8,26.7,,125.0,104.0
1997,5,1661,CHI,Charlotte Bobcats,28.0,NBA,SF,57.0,15.0,1610.0,9.4,20.0,0.47,1.7,5.0,0.33,7.8,15.0,0.52,4.4,5.8,0.77,3.1,5.5,8.6,8.5,2.0,1.0,3.0,3.2,25.0,,119.0,103.0
1998,5,1661,CHI,Charlotte Bobcats,29.0,NBA,SF,74.0,52.0,2235.0,9.2,20.3,0.46,1.5,4.2,0.36,7.7,16.1,0.48,3.7,5.3,0.71,2.9,5.0,7.9,7.6,1.8,0.9,3.7,3.6,23.7,,109.0,101.0
1999,5,1661,CHI,Charlotte Bobcats,30.0,NBA,SF,44.0,44.0,1654.0,10.4,24.7,0.42,1.3,4.5,0.28,9.1,20.2,0.45,5.2,7.1,0.74,2.1,8.1,10.2,7.7,1.6,0.4,4.0,2.7,27.3,,99.0,103.0
2001,31,1661,TOT,Total After Trade,32.0,NBA,SF,65.0,19.0,1597.0,9.1,19.2,0.47,2.3,5.2,0.45,6.8,14.0,0.48,3.3,5.3,0.63,2.2,6.4,8.5,6.6,1.6,0.4,3.7,3.2,23.8,,108.0,103.0
2001,23,1661,PHI,Philadelphia 76Ers,32.0,NBA,SF,48.0,5.0,979.0,8.2,17.9,0.46,1.7,4.2,0.41,6.4,13.6,0.47,2.8,4.8,0.59,2.5,6.2,8.8,5.0,1.9,0.3,3.2,3.4,20.9,,104.0,100.0
2001,1,1661,ATL,Atlanta Hawks,32.0,NBA,SF,17.0,14.0,618.0,10.5,21.3,0.49,3.2,6.7,0.48,7.3,14.6,0.5,4.1,6.1,0.68,1.6,6.6,8.2,9.0,1.1,0.4,4.3,3.0,28.3,,114.0,106.0
2002,1,1661,ATL,Atlanta Hawks,33.0,NBA,SF,59.0,9.0,1494.0,7.4,17.6,0.42,1.9,6.0,0.31,5.5,11.6,0.47,3.8,5.4,0.71,1.5,6.1,7.6,7.3,1.7,0.6,4.0,3.2,20.4,,101.0,107.0
2003,17,1661,MIL,Milwaukee Bucks,34.0,NBA,PF,63.0,0.0,1704.0,7.8,18.0,0.43,3.0,8.2,0.36,4.8,9.8,0.49,4.3,6.0,0.71,2.1,6.2,8.3,7.2,2.5,0.9,3.8,4.2,22.8,,108.0,107.0
2004,17,1661,MIL,Milwaukee Bucks,35.0,NBA,PF,73.0,0.0,1522.0,7.3,17.4,0.42,1.7,5.8,0.29,5.6,11.6,0.48,5.0,6.9,0.73,2.1,7.3,9.3,6.9,2.0,0.7,3.8,3.8,21.2,,103.0,104.0
2005,17,1661,MIL,Milwaukee Bucks,36.0,NBA,SF,53.0,6.0,1099.0,5.1,12.3,0.41,2.0,5.6,0.36,3.0,6.7,0.45,2.1,2.9,0.72,1.5,6.2,7.7,7.7,1.9,0.6,3.1,3.4,14.2,,106.0,109.0
2006,17,1661,MIL,Milwaukee Bucks,37.0,NBA,PF,65.0,0.0,1018.0,6.0,15.4,0.39,2.3,7.6,0.31,3.7,7.8,0.47,2.1,2.9,0.71,1.3,6.4,7.8,7.2,1.7,0.9,3.4,4.5,16.4,,99.0,107.0
