Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,22.0,NBA,C,57.0,10.0,661.0,4.7,9.9,0.47,0.0,0.0,,4.7,9.9,0.47,2.0,2.9,0.67,3.1,6.4,9.5,0.3,0.3,3.4,1.4,5.0,11.3
1997,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,23.0,NBA,C,77.0,70.0,1818.0,4.2,8.1,0.52,0.0,0.1,0.0,4.2,8.0,0.52,2.8,4.1,0.68,3.6,7.6,11.2,0.5,0.5,3.0,1.5,4.6,11.1
1998,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,24.0,NBA,C,63.0,23.0,1288.0,3.2,6.7,0.48,0.0,0.0,,3.2,6.7,0.48,1.9,3.9,0.48,3.7,6.7,10.5,0.7,0.8,3.7,2.1,4.6,8.3
1999,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,25.0,NBA,C,48.0,48.0,1340.0,2.7,5.6,0.48,0.0,0.0,,2.7,5.6,0.48,2.0,3.3,0.62,2.8,6.5,9.3,0.6,0.3,3.5,1.2,3.8,7.3
2000,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,26.0,NBA,C,81.0,3.0,1606.0,2.8,6.0,0.46,0.0,0.0,0.0,2.8,6.0,0.47,2.7,4.2,0.64,3.9,6.9,10.8,0.4,0.4,3.9,1.8,4.4,8.2
2001,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,27.0,NBA,C,81.0,3.0,1491.0,3.4,6.8,0.5,0.0,0.0,0.5,3.3,6.7,0.5,2.0,3.6,0.56,4.0,6.1,10.0,0.5,0.5,3.4,1.5,5.2,8.8
2002,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,28.0,NBA,C,74.0,14.0,1107.0,3.0,6.5,0.45,0.0,0.0,,3.0,6.5,0.45,2.0,4.2,0.48,4.1,6.1,10.2,1.6,0.5,3.5,1.7,4.9,8.0
2003,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,29.0,NBA,C,81.0,74.0,1926.0,3.2,6.1,0.52,0.0,0.0,,3.2,6.1,0.52,1.9,3.7,0.51,3.4,6.0,9.4,1.0,0.4,2.7,1.9,4.4,8.2
2004,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,30.0,NBA,C,78.0,51.0,2153.0,3.5,7.3,0.48,0.0,0.0,0.0,3.5,7.3,0.48,1.9,3.3,0.58,3.7,6.0,9.7,2.1,0.5,2.3,1.7,3.8,8.8
2005,26,2221,SAC,Sacramento Kings,Greg Ostertag,1973-03-06,31.0,NBA,C,56.0,3.0,556.0,2.4,5.4,0.44,0.0,0.1,0.0,2.4,5.3,0.45,0.8,2.5,0.34,3.6,7.3,10.8,2.4,0.5,2.6,1.6,5.7,5.6
2006,29,2221,UTA,Utah Jazz,Greg Ostertag,1973-03-06,32.0,NBA,C,60.0,22.0,807.0,2.7,5.5,0.49,0.0,0.0,,2.7,5.5,0.49,1.1,2.1,0.5,3.7,6.4,10.0,2.6,0.3,2.9,2.1,5.8,6.5
