Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1984,27.0,UTA,NBA,C,11,254,11.5,0.516,0.0,0.415,8.6,24.3,16.6,4.6,0.9,7.4,24.8,10.5,,-0.1,0.4,0.3,0.059,,-3.1,3.4,0.3,0.1
1985,28.0,UTA,NBA,C,5,158,9.6,0.391,0.0,0.206,7.0,20.0,13.8,4.2,1.1,9.4,24.4,12.3,,-0.3,0.4,0.1,0.016,,-4.6,5.3,0.7,0.1
1986,29.0,UTA,NBA,C,4,157,16.6,0.497,0.0,0.053,8.4,16.9,12.4,8.8,0.3,7.1,6.4,17.3,,0.1,0.1,0.3,0.088,,-0.9,2.6,1.7,0.1
1987,30.0,UTA,NBA,C,5,193,13.9,0.519,0.0,0.61,9.7,23.7,16.6,2.3,0.3,6.6,7.1,12.3,,0.2,0.4,0.6,0.14,,-1.3,2.4,1.1,0.2
1988,31.0,UTA,NBA,C,11,461,10.1,0.526,0.0,0.554,7.5,17.5,12.9,3.9,1.3,4.3,14.8,9.0,,0.2,0.8,0.9,0.095,,-2.2,3.1,0.9,0.3
1989,32.0,UTA,NBA,C,3,99,10.8,0.572,0.0,0.647,11.0,23.7,17.1,1.4,0.5,1.2,24.3,11.5,,0.0,0.1,0.1,0.041,,-1.4,0.1,-1.3,0.0
1990,33.0,UTA,NBA,C,5,128,9.1,0.495,0.0,0.294,6.7,20.9,13.4,0.0,1.2,7.6,17.2,7.8,,0.0,0.2,0.2,0.058,,-3.8,3.1,-0.7,0.0
1991,34.0,UTA,NBA,C,9,255,6.5,0.537,0.0,0.387,8.1,16.6,12.6,2.7,0.2,3.3,16.2,7.5,,0.1,0.4,0.5,0.086,,-3.2,1.5,-1.6,0.0
1992,35.0,UTA,NBA,C,16,473,9.7,0.631,0.0,0.587,8.2,15.5,11.9,1.2,0.8,5.2,16.0,6.6,,0.4,0.5,0.9,0.091,,-1.1,1.9,0.8,0.3
1993,36.0,UTA,NBA,C,5,117,13.6,0.53,0.0,0.211,15.9,16.6,16.2,2.7,0.0,5.1,8.8,9.2,,0.2,0.1,0.3,0.124,,0.5,1.4,1.9,0.1
