Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1998,12,636,IND,Indiana Pacers,22.0,NBA,PF,26.0,243.0,7.7,0.41,0.15,0.16,5.2,16.5,11.1,5.4,2.0,1.5,12.4,20.6,,-0.4,0.4,0.0,0.0,,-6.0,-0.1,-6.1,-0.3
1999,12,636,IND,Indiana Pacers,23.0,NBA,PF,27.0,249.0,12.3,0.54,0.39,0.31,7.8,13.6,10.7,6.8,1.6,2.4,21.3,20.8,,0.1,0.2,0.3,0.05,,-1.3,-0.2,-1.6,0.0
2001,12,636,IND,Indiana Pacers,25.0,NBA,PF,81.0,1874.0,14.3,0.51,0.3,0.33,7.7,15.5,11.7,8.8,1.0,1.9,14.5,23.4,,1.2,2.0,3.2,0.08,,-0.1,-1.0,-1.2,0.4
2002,12,636,IND,Indiana Pacers,26.0,NBA,PF,76.0,1286.0,14.3,0.52,0.32,0.25,6.7,18.8,12.9,10.1,1.1,1.6,11.9,19.9,,1.2,1.4,2.6,0.1,,0.4,-0.4,0.1,0.7
2003,12,636,IND,Indiana Pacers,27.0,NBA,PF,49.0,633.0,16.1,0.53,0.33,0.31,7.3,19.9,13.7,14.9,0.5,1.5,10.5,18.9,,1.2,0.8,2.0,0.15,,1.7,0.0,1.7,0.6
2004,12,636,IND,Indiana Pacers,28.0,NBA,PF,77.0,1051.0,14.4,0.55,0.47,0.34,6.7,20.8,13.7,8.5,1.3,1.0,13.5,18.3,,1.6,1.8,3.4,0.16,,0.7,0.4,1.1,0.8
2005,12,636,IND,Indiana Pacers,29.0,NBA,PF,73.0,1827.0,13.5,0.53,0.35,0.52,6.8,17.5,12.2,9.5,1.4,0.7,14.6,18.7,,1.8,2.2,4.1,0.11,,-0.4,-0.3,-0.7,0.6
2006,12,636,IND,Indiana Pacers,30.0,NBA,PF,50.0,1148.0,15.2,0.62,0.49,0.36,6.4,19.8,13.3,9.1,1.0,0.4,12.7,15.3,,2.5,1.7,4.1,0.17,,1.5,0.6,2.1,1.2
2007,7,636,DAL,Dallas Mavericks,31.0,NBA,PF,61.0,727.0,10.9,0.46,0.41,0.23,5.6,24.8,15.4,9.2,1.0,0.6,11.9,17.8,,0.1,1.1,1.3,0.08,,-1.8,0.3,-1.6,0.1
2008,10,636,GSW,Golden State Warriors,32.0,NBA,PF,44.0,457.0,13.2,0.57,0.44,0.23,7.4,17.3,12.2,9.0,0.9,1.0,12.7,16.0,,0.8,0.3,1.1,0.11,,-0.2,-0.8,-1.1,0.1
2009,31,636,TOT,Total After Trade,33.0,NBA,PF,14.0,100.0,14.2,0.45,0.38,0.31,12.7,28.1,20.1,14.4,0.5,0.8,11.9,23.0,,0.0,0.1,0.1,0.05,,0.9,-1.1,-0.2,0.0
2009,17,636,MIL,Milwaukee Bucks,33.0,NBA,PF,11.0,77.0,17.2,0.52,0.37,0.37,10.3,27.3,18.4,12.9,0.7,1.1,10.3,22.6,,0.1,0.1,0.2,0.12,,2.9,-0.8,2.0,0.1
2009,27,636,SAS,San Antonio Spurs,33.0,NBA,PF,3.0,23.0,4.3,0.21,0.44,0.11,21.0,30.7,25.9,19.3,0.0,0.0,17.5,24.1,,-0.1,0.0,-0.1,-0.17,,-5.6,-2.2,-7.7,0.0
