SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2005,20,NYK,Stephon Marbury,27.0,82.0,3281.0,0.46,0.5,0.35,0.51,0.83,0.57,0.42,0.25,103.0,106.0,100.0,105.0,110.0,109.0,129.0,127.0,61.2,140.3
2005,20,NYK,Jamal Crawford,24.0,70.0,2688.0,0.4,0.43,0.36,0.48,0.84,0.52,0.2,0.47,89.0,92.0,102.0,100.0,111.0,98.0,61.0,238.0,0.7,-21.1
2005,20,NYK,Kurt Thomas,32.0,80.0,2855.0,0.47,0.47,0.5,0.47,0.79,0.49,0.09,0.0,105.0,100.0,141.0,98.0,104.0,92.0,29.0,2.0,-19.2,-77.1
2005,20,NYK,Tim Thomas,27.0,71.0,1940.0,0.44,0.45,0.41,0.5,0.79,0.54,0.24,0.29,98.0,96.0,115.0,103.0,104.0,101.0,74.0,148.0,22.4,10.2
2005,20,NYK,Mike Sweetney,22.0,77.0,1509.0,0.53,0.53,0.0,0.53,0.75,0.59,0.53,0.0,119.0,113.0,,110.0,99.0,112.0,162.0,1.0,43.8,68.3
2005,20,NYK,Nazr Mohammed,27.0,54.0,1519.0,0.51,0.51,0.0,0.51,0.71,0.55,0.37,0.0,114.0,108.0,,105.0,94.0,104.0,115.0,1.0,24.2,22.3
2005,20,NYK,Trevor Ariza,19.0,80.0,1382.0,0.44,0.45,0.23,0.45,0.7,0.5,0.45,0.03,99.0,96.0,65.0,92.0,92.0,95.0,138.0,17.0,-28.3,-24.9
2005,20,NYK,Jerome Williams,31.0,79.0,1211.0,0.5,0.51,0.0,0.5,0.67,0.56,0.71,0.02,112.0,109.0,,104.0,88.0,106.0,218.0,10.0,9.6,21.6
2005,20,NYK,Anfernee Hardaway,33.0,37.0,894.0,0.42,0.45,0.3,0.45,0.74,0.48,0.18,0.19,95.0,96.0,84.0,94.0,98.0,91.0,55.0,98.0,-15.8,-27.7
2005,20,NYK,Allan Houston,33.0,20.0,532.0,0.42,0.43,0.39,0.49,0.84,0.53,0.21,0.39,93.0,92.0,109.0,102.0,111.0,100.0,65.0,199.0,3.2,-0.1
2005,20,NYK,Malik Rose,30.0,26.0,613.0,0.42,0.43,0.17,0.43,0.78,0.51,0.5,0.04,95.0,92.0,47.0,89.0,103.0,97.0,154.0,18.0,-18.9,-7.8
2005,20,NYK,Maurice Taylor,28.0,27.0,431.0,0.49,0.5,0.0,0.49,0.56,0.51,0.28,0.01,110.0,106.0,,102.0,74.0,96.0,86.0,3.0,3.4,-7.1
2005,20,NYK,Moochie Norris,31.0,32.0,321.0,0.34,0.4,0.0,0.34,0.82,0.4,0.24,0.13,77.0,84.0,,71.0,108.0,75.0,73.0,66.0,-25.7,-26.7
2005,20,NYK,Jermaine Jackson,28.0,21.0,230.0,0.52,0.55,0.0,0.52,0.62,0.54,0.39,0.06,115.0,117.0,,107.0,81.0,102.0,121.0,31.0,2.2,1.0
2005,20,NYK,Vin Baker,33.0,24.0,191.0,0.34,0.35,0.0,0.34,0.47,0.37,0.4,0.03,76.0,75.0,,71.0,62.0,70.0,122.0,13.0,-10.7,-14.2
2005,20,NYK,Jamison Brewer,24.0,18.0,185.0,0.3,0.36,0.2,0.34,0.46,0.36,0.35,0.4,66.0,77.0,56.0,70.0,61.0,69.0,108.0,207.0,-10.7,-14.2
2005,20,NYK,Bruno Aundov,24.0,21.0,73.0,0.3,0.29,0.33,0.31,1.0,0.33,0.05,0.08,66.0,63.0,94.0,64.0,132.0,62.0,17.0,41.0,-12.7,-15.1
2005,20,NYK,Jackie Butler,19.0,3.0,5.0,1.0,1.0,,1.0,1.0,1.02,0.5,0.0,223.0,213.0,,207.0,132.0,194.0,154.0,,4.1,4.8
2005,20,NYK,Shandon Anderson,31.0,1.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,,,,,,,,255.0,-1.9,-2.1
2005,20,NYK,Team,,,,0.45,0.47,0.36,0.49,0.78,0.54,0.3,0.22,100.0,101.0,102.0,101.0,103.0,101.0,94.0,109.0,60.5,65.8
2005,20,NYK,League Average,,,,0.45,0.47,0.36,0.48,0.76,0.53,0.32,0.2,,,,,,,,,,
